6,15/08/2009 00:00:00, 	(11-APR-2025 09:17:26)
6,16/08/2009 00:00:00, 	(11-APR-2025 09:17:26)
6,17/08/2009 00:00:00, 	(11-APR-2025 09:17:26)
6,18/08/2009 00:00:00, 	(11-APR-2025 09:17:26)
6,24/08/2009 00:00:00, 	(11-APR-2025 09:17:26)
6,25/08/2009 00:00:00, 	(11-APR-2025 09:17:26)
6,26/08/2009 00:00:00, 	(11-APR-2025 09:17:26)
6,27/08/2009 00:00:00, 	(11-APR-2025 09:17:26)
6,28/08/2009 00:00:00, 	(11-APR-2025 09:17:26)
6,29/08/2009 00:00:00, 	(11-APR-2025 09:17:26)
6,30/08/2009 00:00:00, 	(11-APR-2025 09:17:26)
6,10/09/2009 00:00:00, 	(11-APR-2025 09:17:26)
6,11/09/2009 00:00:00, 	(11-APR-2025 09:17:26)
6,12/09/2009 00:00:00, 	(11-APR-2025 09:17:26)
6,13/09/2009 00:00:00, 	(11-APR-2025 09:17:26)
6,14/09/2009 00:00:00, 	(11-APR-2025 09:17:26)
6,21/09/2009 00:00:00, 	(11-APR-2025 09:17:26)
6,22/09/2009 00:00:00, 	(11-APR-2025 09:17:26)
6,23/09/2009 00:00:00, 	(11-APR-2025 09:17:26)
6,24/09/2009 00:00:00, 	(11-APR-2025 09:17:26)
6,25/09/2009 00:00:00, 	(11-APR-2025 09:17:26)
6,26/09/2009 00:00:00, 	(11-APR-2025 09:17:26)
6,27/09/2009 00:00:00, 	(11-APR-2025 09:17:26)
6,28/09/2009 00:00:00, 	(11-APR-2025 09:17:26)
6,29/09/2009 00:00:00, 	(11-APR-2025 09:17:26)
6,08/10/2009 00:00:00, 	(11-APR-2025 09:17:26)
6,09/10/2009 00:00:00, 	(11-APR-2025 09:17:26)
6,10/10/2009 00:00:00, 	(11-APR-2025 09:17:26)
6,11/10/2009 00:00:00, 	(11-APR-2025 09:17:26)
6,12/10/2009 00:00:00, 	(11-APR-2025 09:17:26)
6,19/10/2009 00:00:00, 	(11-APR-2025 09:17:26)
6,20/10/2009 00:00:00, 	(11-APR-2025 09:17:26)
6,21/10/2009 00:00:00, 	(11-APR-2025 09:17:26)
6,22/10/2009 00:00:00, 	(11-APR-2025 09:17:26)
6,23/10/2009 00:00:00, 	(11-APR-2025 09:17:26)
6,01/11/2009 00:00:00, 	(11-APR-2025 09:17:26)
6,02/11/2009 00:00:00, 	(11-APR-2025 09:17:26)
6,03/11/2009 00:00:00, 	(11-APR-2025 09:17:26)
6,04/11/2009 00:00:00, 	(11-APR-2025 09:17:26)
6,05/11/2009 00:00:00, 	(11-APR-2025 09:17:26)
6,06/11/2009 00:00:00, 	(11-APR-2025 09:17:26)
6,07/11/2009 00:00:00, 	(11-APR-2025 09:17:26)
6,08/11/2009 00:00:00, 	(11-APR-2025 09:17:26)
6,01/12/2009 00:00:00, 	(11-APR-2025 09:17:26)
6,02/12/2009 00:00:00, 	(11-APR-2025 09:17:26)
6,03/12/2009 00:00:00, 	(11-APR-2025 09:17:26)
6,04/12/2009 00:00:00, 	(11-APR-2025 09:17:26)
6,23/03/2010 00:00:00, 	(11-APR-2025 09:17:26)
6,24/03/2010 00:00:00, 	(11-APR-2025 09:17:26)
6,25/03/2010 00:00:00, 	(11-APR-2025 09:17:26)
6,26/03/2010 00:00:00, 	(11-APR-2025 09:17:26)
6,27/03/2010 00:00:00, 	(11-APR-2025 09:17:26)
6,21/04/2010 00:00:00, 	(11-APR-2025 09:17:26)
6,23/04/2010 00:00:00, 	(11-APR-2025 09:17:26)
6,24/04/2010 00:00:00, 	(11-APR-2025 09:17:26)
6,25/04/2010 00:00:00, 	(11-APR-2025 09:17:26)
6,30/05/2010 00:00:00, 	(11-APR-2025 09:17:26)
6,31/05/2010 00:00:00, 	(11-APR-2025 09:17:26)
6,01/06/2010 00:00:00, 	(11-APR-2025 09:17:26)
6,02/06/2010 00:00:00, 	(11-APR-2025 09:17:26)
6,03/06/2010 00:00:00, 	(11-APR-2025 09:17:26)
6,01/08/2010 00:00:00, 	(11-APR-2025 09:17:26)
6,02/08/2010 00:00:00, 	(11-APR-2025 09:17:26)
6,03/08/2010 00:00:00, 	(11-APR-2025 09:17:26)
6,04/08/2010 00:00:00, 	(11-APR-2025 09:17:26)
6,05/08/2010 00:00:00, 	(11-APR-2025 09:17:26)
6,12/09/2010 00:00:00, 	(11-APR-2025 09:17:26)
6,13/09/2010 00:00:00, 	(11-APR-2025 09:17:26)
6,14/09/2010 00:00:00, 	(11-APR-2025 09:17:26)
6,15/09/2010 00:00:00, 	(11-APR-2025 09:17:26)
6,16/09/2010 00:00:00, 	(11-APR-2025 09:17:26)
6,24/09/2010 00:00:00, 	(11-APR-2025 09:17:26)
6,25/09/2010 00:00:00, 	(11-APR-2025 09:17:26)
6,26/09/2010 00:00:00, 	(11-APR-2025 09:17:26)
6,27/09/2010 00:00:00, 	(11-APR-2025 09:17:26)
6,28/09/2010 00:00:00, 	(11-APR-2025 09:17:26)
6,04/10/2010 00:00:00, 	(11-APR-2025 09:17:26)
6,17/02/2010 00:00:00, 	(11-APR-2025 09:17:26)
6,15/02/2010 00:00:00, 	(11-APR-2025 09:17:26)
6,06/10/2010 00:00:00, 	(11-APR-2025 09:17:26)
6,07/10/2010 00:00:00, 	(11-APR-2025 09:17:26)
6,08/10/2010 00:00:00, 	(11-APR-2025 09:17:26)
6,12/04/2005 00:00:00, 	(11-APR-2025 09:17:26)
6,13/04/2005 00:00:00, 	(11-APR-2025 09:17:26)
6,14/04/2005 00:00:00, 	(11-APR-2025 09:17:26)
6,15/04/2005 00:00:00, 	(11-APR-2025 09:17:26)
6,16/04/2005 00:00:00, 	(11-APR-2025 09:17:26)
6,17/04/2005 00:00:00, 	(11-APR-2025 09:17:26)
6,11/06/2005 00:00:00, 	(11-APR-2025 09:17:26)
6,12/06/2005 00:00:00, 	(11-APR-2025 09:17:26)
6,13/06/2005 00:00:00, 	(11-APR-2025 09:17:26)
6,14/06/2005 00:00:00, 	(11-APR-2025 09:17:26)
6,15/06/2005 00:00:00, 	(11-APR-2025 09:17:26)
6,16/06/2005 00:00:00, 	(11-APR-2025 09:17:26)
6,01/10/2005 00:00:00, 	(11-APR-2025 09:17:26)
6,02/10/2005 00:00:00, 	(11-APR-2025 09:17:26)
6,03/10/2005 00:00:00, 	(11-APR-2025 09:17:26)
6,04/10/2005 00:00:00, 	(11-APR-2025 09:17:26)
6,05/10/2005 00:00:00, 	(11-APR-2025 09:17:26)
6,15/04/2006 00:00:00, 	(11-APR-2025 09:17:26)
6,11/04/2006 00:00:00, 	(11-APR-2025 09:17:26)
6,12/04/2006 00:00:00, 	(11-APR-2025 09:17:26)
6,13/04/2006 00:00:00, 	(11-APR-2025 09:17:26)
6,14/04/2006 00:00:00, 	(11-APR-2025 09:17:26)
6,27/05/2006 00:00:00, 	(11-APR-2025 09:17:26)
6,28/05/2006 00:00:00, 	(11-APR-2025 09:17:26)
6,29/05/2006 00:00:00, 	(11-APR-2025 09:17:26)
6,30/05/2006 00:00:00, 	(11-APR-2025 09:17:26)
6,27/04/2006 00:00:00, 	(11-APR-2025 09:17:26)
6,28/04/2006 00:00:00, 	(11-APR-2025 09:17:26)
6,29/04/2006 00:00:00, 	(11-APR-2025 09:17:26)
6,30/04/2006 00:00:00, 	(11-APR-2025 09:17:26)
6,01/05/2006 00:00:00, 	(11-APR-2025 09:17:26)
6,19/05/2006 00:00:00, 	(11-APR-2025 09:17:26)
6,20/05/2006 00:00:00, 	(11-APR-2025 09:17:26)
6,21/05/2006 00:00:00, 	(11-APR-2025 09:17:26)
6,22/05/2006 00:00:00, 	(11-APR-2025 09:17:26)
6,23/05/2006 00:00:00, 	(11-APR-2025 09:17:26)
6,30/06/2006 00:00:00, 	(11-APR-2025 09:17:26)
6,01/07/2006 00:00:00, 	(11-APR-2025 09:17:26)
6,02/07/2006 00:00:00, 	(11-APR-2025 09:17:26)
6,03/07/2006 00:00:00, 	(11-APR-2025 09:17:26)
6,04/07/2006 00:00:00, 	(11-APR-2025 09:17:26)
6,31/08/2006 00:00:00, 	(11-APR-2025 09:17:26)
6,01/09/2006 00:00:00, 	(11-APR-2025 09:17:26)
6,02/09/2006 00:00:00, 	(11-APR-2025 09:17:26)
6,03/09/2006 00:00:00, 	(11-APR-2025 09:17:26)
6,04/09/2006 00:00:00, 	(11-APR-2025 09:17:26)
6,12/09/2006 00:00:00, 	(11-APR-2025 09:17:26)
6,13/09/2006 00:00:00, 	(11-APR-2025 09:17:26)
6,14/09/2006 00:00:00, 	(11-APR-2025 09:17:26)
6,15/09/2006 00:00:00, 	(11-APR-2025 09:17:26)
6,16/09/2006 00:00:00, 	(11-APR-2025 09:17:26)
6,06/10/2006 00:00:00, 	(11-APR-2025 09:17:26)
6,07/10/2006 00:00:00, 	(11-APR-2025 09:17:26)
6,08/10/2006 00:00:00, 	(11-APR-2025 09:17:26)
6,09/10/2006 00:00:00, 	(11-APR-2025 09:17:26)
6,10/10/2006 00:00:00, 	(11-APR-2025 09:17:26)
6,19/10/2006 00:00:00, 	(11-APR-2025 09:17:26)
6,20/10/2006 00:00:00, 	(11-APR-2025 09:17:26)
6,21/10/2006 00:00:00, 	(11-APR-2025 09:17:26)
6,22/10/2006 00:00:00, 	(11-APR-2025 09:17:26)
6,23/10/2006 00:00:00, 	(11-APR-2025 09:17:26)
6,10/11/2006 00:00:00, 	(11-APR-2025 09:17:26)
6,11/11/2006 00:00:00, 	(11-APR-2025 09:17:26)
6,12/11/2006 00:00:00, 	(11-APR-2025 09:17:26)
6,13/11/2006 00:00:00, 	(11-APR-2025 09:17:26)
6,14/11/2006 00:00:00, 	(11-APR-2025 09:17:26)
6,24/11/2006 00:00:00, 	(11-APR-2025 09:17:26)
6,25/11/2006 00:00:00, 	(11-APR-2025 09:17:26)
6,26/11/2006 00:00:00, 	(11-APR-2025 09:17:26)
6,27/11/2006 00:00:00, 	(11-APR-2025 09:17:26)
6,28/11/2006 00:00:00, 	(11-APR-2025 09:17:26)
6,15/12/2006 00:00:00, 	(11-APR-2025 09:17:26)
6,16/12/2006 00:00:00, 	(11-APR-2025 09:17:26)
6,17/12/2006 00:00:00, 	(11-APR-2025 09:17:26)
6,18/12/2006 00:00:00, 	(11-APR-2025 09:17:26)
6,19/12/2006 00:00:00, 	(11-APR-2025 09:17:26)
6,24/12/2006 00:00:00, 	(11-APR-2025 09:17:26)
6,25/12/2006 00:00:00, 	(11-APR-2025 09:17:26)
6,26/12/2006 00:00:00, 	(11-APR-2025 09:17:26)
6,27/12/2006 00:00:00, 	(11-APR-2025 09:17:26)
6,28/12/2006 00:00:00, 	(11-APR-2025 09:17:26)
6,24/01/2007 00:00:00, 	(11-APR-2025 09:17:26)
6,25/01/2007 00:00:00, 	(11-APR-2025 09:17:26)
6,26/01/2007 00:00:00, 	(11-APR-2025 09:17:26)
6,27/01/2007 00:00:00, 	(11-APR-2025 09:17:26)
6,28/01/2007 00:00:00, 	(11-APR-2025 09:17:26)
6,29/01/2007 00:00:00, 	(11-APR-2025 09:17:26)
6,30/01/2007 00:00:00, 	(11-APR-2025 09:17:26)
6,09/02/2007 00:00:00, 	(11-APR-2025 09:17:26)
6,10/02/2007 00:00:00, 	(11-APR-2025 09:17:26)
6,11/02/2007 00:00:00, 	(11-APR-2025 09:17:26)
6,12/02/2007 00:00:00, 	(11-APR-2025 09:17:26)
6,13/02/2007 00:00:00, 	(11-APR-2025 09:17:26)
6,24/02/2007 00:00:00, 	(11-APR-2025 09:17:26)
6,25/02/2007 00:00:00, 	(11-APR-2025 09:17:26)
6,26/02/2007 00:00:00, 	(11-APR-2025 09:17:26)
6,27/02/2007 00:00:00, 	(11-APR-2025 09:17:26)
6,28/02/2007 00:00:00, 	(11-APR-2025 09:17:26)
6,02/03/2007 00:00:00, 	(11-APR-2025 09:17:26)
6,03/03/2007 00:00:00, 	(11-APR-2025 09:17:26)
6,04/03/2007 00:00:00, 	(11-APR-2025 09:17:26)
6,05/03/2007 00:00:00, 	(11-APR-2025 09:17:26)
6,06/03/2007 00:00:00, 	(11-APR-2025 09:17:26)
6,21/03/2007 00:00:00, 	(11-APR-2025 09:17:26)
6,22/03/2007 00:00:00, 	(11-APR-2025 09:17:26)
6,23/03/2007 00:00:00, 	(11-APR-2025 09:17:26)
6,24/03/2007 00:00:00, 	(11-APR-2025 09:17:26)
6,25/03/2007 00:00:00, 	(11-APR-2025 09:17:26)
6,02/04/2007 00:00:00, 	(11-APR-2025 09:17:26)
6,03/04/2007 00:00:00, 	(11-APR-2025 09:17:26)
6,04/04/2007 00:00:00, 	(11-APR-2025 09:17:26)
6,05/04/2007 00:00:00, 	(11-APR-2025 09:17:26)
6,06/04/2007 00:00:00, 	(11-APR-2025 09:17:26)
6,17/04/2007 00:00:00, 	(11-APR-2025 09:17:26)
6,18/04/2007 00:00:00, 	(11-APR-2025 09:17:26)
6,19/04/2007 00:00:00, 	(11-APR-2025 09:17:26)
6,20/04/2007 00:00:00, 	(11-APR-2025 09:17:26)
6,21/04/2007 00:00:00, 	(11-APR-2025 09:17:26)
6,22/04/2007 00:00:00, 	(11-APR-2025 09:17:26)
6,28/04/2007 00:00:00, 	(11-APR-2025 09:17:26)
6,29/04/2007 00:00:00, 	(11-APR-2025 09:17:26)
6,30/04/2007 00:00:00, 	(11-APR-2025 09:17:26)
6,01/05/2007 00:00:00, 	(11-APR-2025 09:17:26)
6,02/05/2007 00:00:00, 	(11-APR-2025 09:17:26)
6,03/05/2007 00:00:00, 	(11-APR-2025 09:17:26)
6,04/05/2007 00:00:00, 	(11-APR-2025 09:17:26)
6,05/05/2007 00:00:00, 	(11-APR-2025 09:17:26)
6,06/05/2007 00:00:00, 	(11-APR-2025 09:17:26)
6,20/05/2007 00:00:00, 	(11-APR-2025 09:17:26)
6,21/05/2007 00:00:00, 	(11-APR-2025 09:17:26)
6,22/05/2007 00:00:00, 	(11-APR-2025 09:17:26)
6,23/05/2007 00:00:00, 	(11-APR-2025 09:17:26)
6,24/05/2007 00:00:00, 	(11-APR-2025 09:17:26)
6,25/05/2007 00:00:00, 	(11-APR-2025 09:17:26)
6,26/05/2007 00:00:00, 	(11-APR-2025 09:17:26)
6,31/05/2007 00:00:00, 	(11-APR-2025 09:17:26)
6,01/06/2007 00:00:00, 	(11-APR-2025 09:17:26)
6,02/06/2007 00:00:00, 	(11-APR-2025 09:17:26)
6,03/06/2007 00:00:00, 	(11-APR-2025 09:17:26)
6,04/06/2007 00:00:00, 	(11-APR-2025 09:17:26)
6,17/06/2007 00:00:00, 	(11-APR-2025 09:17:26)
6,18/06/2007 00:00:00, 	(11-APR-2025 09:17:26)
6,19/06/2007 00:00:00, 	(11-APR-2025 09:17:26)
6,20/06/2007 00:00:00, 	(11-APR-2025 09:17:26)
6,21/06/2007 00:00:00, 	(11-APR-2025 09:17:26)
6,26/06/2007 00:00:00, 	(11-APR-2025 09:17:26)
6,27/06/2007 00:00:00, 	(11-APR-2025 09:17:26)
6,28/06/2007 00:00:00, 	(11-APR-2025 09:17:26)
6,29/06/2007 00:00:00, 	(11-APR-2025 09:17:26)
6,30/06/2007 00:00:00, 	(11-APR-2025 09:17:26)
6,06/08/2007 00:00:00, 	(11-APR-2025 09:17:26)
6,07/08/2007 00:00:00, 	(11-APR-2025 09:17:26)
6,08/08/2007 00:00:00, 	(11-APR-2025 09:17:26)
6,09/08/2007 00:00:00, 	(11-APR-2025 09:17:26)
6,10/08/2007 00:00:00, 	(11-APR-2025 09:17:26)
6,11/08/2007 00:00:00, 	(11-APR-2025 09:17:26)
6,12/08/2007 00:00:00, 	(11-APR-2025 09:17:26)
6,13/08/2007 00:00:00, 	(11-APR-2025 09:17:26)
6,14/08/2007 00:00:00, 	(11-APR-2025 09:17:26)
6,22/08/2007 00:00:00, 	(11-APR-2025 09:17:26)
6,23/08/2007 00:00:00, 	(11-APR-2025 09:17:26)
6,24/08/2007 00:00:00, 	(11-APR-2025 09:17:26)
6,25/08/2007 00:00:00, 	(11-APR-2025 09:17:26)
6,26/08/2007 00:00:00, 	(11-APR-2025 09:17:26)
6,04/09/2007 00:00:00, 	(11-APR-2025 09:17:26)
6,05/09/2007 00:00:00, 	(11-APR-2025 09:17:26)
6,06/09/2007 00:00:00, 	(11-APR-2025 09:17:26)
6,07/09/2007 00:00:00, 	(11-APR-2025 09:17:26)
6,08/09/2007 00:00:00, 	(11-APR-2025 09:17:26)
6,17/09/2007 00:00:00, 	(11-APR-2025 09:17:26)
6,18/09/2007 00:00:00, 	(11-APR-2025 09:17:26)
6,19/09/2007 00:00:00, 	(11-APR-2025 09:17:26)
6,20/09/2007 00:00:00, 	(11-APR-2025 09:17:26)
6,21/09/2007 00:00:00, 	(11-APR-2025 09:17:26)
6,23/09/2007 00:00:00, 	(11-APR-2025 09:17:26)
6,24/09/2007 00:00:00, 	(11-APR-2025 09:17:26)
6,25/09/2007 00:00:00, 	(11-APR-2025 09:17:26)
6,26/09/2007 00:00:00, 	(11-APR-2025 09:17:26)
6,27/09/2007 00:00:00, 	(11-APR-2025 09:17:26)
6,05/10/2007 00:00:00, 	(11-APR-2025 09:17:26)
6,06/10/2007 00:00:00, 	(11-APR-2025 09:17:26)
6,22/04/2010 00:00:00, 	(11-APR-2025 09:17:26)
6,28/04/2010 00:00:00, 	(11-APR-2025 09:17:26)
6,07/10/2007 00:00:00, 	(11-APR-2025 09:17:26)
6,08/10/2007 00:00:00, 	(11-APR-2025 09:17:26)
6,09/10/2007 00:00:00, 	(11-APR-2025 09:17:26)
6,21/10/2007 00:00:00, 	(11-APR-2025 09:17:26)
6,22/10/2007 00:00:00, 	(11-APR-2025 09:17:26)
6,23/10/2007 00:00:00, 	(11-APR-2025 09:17:26)
6,24/10/2007 00:00:00, 	(11-APR-2025 09:17:26)
6,25/10/2007 00:00:00, 	(11-APR-2025 09:17:26)
6,10/11/2007 00:00:00, 	(11-APR-2025 09:17:26)
6,11/11/2007 00:00:00, 	(11-APR-2025 09:17:26)
6,12/11/2007 00:00:00, 	(11-APR-2025 09:17:26)
6,13/11/2007 00:00:00, 	(11-APR-2025 09:17:26)
6,14/11/2007 00:00:00, 	(11-APR-2025 09:17:26)
6,22/11/2007 00:00:00, 	(11-APR-2025 09:17:26)
6,23/11/2007 00:00:00, 	(11-APR-2025 09:17:26)
6,24/11/2007 00:00:00, 	(11-APR-2025 09:17:26)
6,25/11/2007 00:00:00, 	(11-APR-2025 09:17:26)
6,26/11/2007 00:00:00, 	(11-APR-2025 09:17:26)
6,27/11/2007 00:00:00, 	(11-APR-2025 09:17:26)
6,28/11/2007 00:00:00, 	(11-APR-2025 09:17:26)
6,29/11/2007 00:00:00, 	(11-APR-2025 09:17:26)
6,30/11/2007 00:00:00, 	(11-APR-2025 09:17:26)
6,01/12/2007 00:00:00, 	(11-APR-2025 09:17:26)
6,02/12/2007 00:00:00, 	(11-APR-2025 09:17:26)
6,14/12/2007 00:00:00, 	(11-APR-2025 09:17:26)
6,15/12/2007 00:00:00, 	(11-APR-2025 09:17:26)
6,17/12/2007 00:00:00, 	(11-APR-2025 09:17:26)
6,18/12/2007 00:00:00, 	(11-APR-2025 09:17:26)
6,20/12/2007 00:00:00, 	(11-APR-2025 09:17:26)
6,21/12/2007 00:00:00, 	(11-APR-2025 09:17:26)
6,22/12/2007 00:00:00, 	(11-APR-2025 09:17:26)
6,23/12/2007 00:00:00, 	(11-APR-2025 09:17:26)
6,24/12/2007 00:00:00, 	(11-APR-2025 09:17:26)
6,05/01/2008 00:00:00, 	(11-APR-2025 09:17:26)
6,06/01/2008 00:00:00, 	(11-APR-2025 09:17:26)
6,07/01/2008 00:00:00, 	(11-APR-2025 09:17:26)
6,08/01/2008 00:00:00, 	(11-APR-2025 09:17:26)
6,09/01/2008 00:00:00, 	(11-APR-2025 09:17:26)
6,10/01/2008 00:00:00, 	(11-APR-2025 09:17:26)
6,11/01/2008 00:00:00, 	(11-APR-2025 09:17:26)
6,12/01/2008 00:00:00, 	(11-APR-2025 09:17:26)
6,13/01/2008 00:00:00, 	(11-APR-2025 09:17:26)
6,14/01/2008 00:00:00, 	(11-APR-2025 09:17:26)
6,27/01/2008 00:00:00, 	(11-APR-2025 09:17:26)
6,28/01/2008 00:00:00, 	(11-APR-2025 09:17:26)
6,29/01/2008 00:00:00, 	(11-APR-2025 09:17:26)
6,30/01/2008 00:00:00, 	(11-APR-2025 09:17:26)
6,31/01/2008 00:00:00, 	(11-APR-2025 09:17:26)
6,01/02/2008 00:00:00, 	(11-APR-2025 09:17:26)
6,07/02/2008 00:00:00, 	(11-APR-2025 09:17:26)
6,08/02/2008 00:00:00, 	(11-APR-2025 09:17:26)
6,09/02/2008 00:00:00, 	(11-APR-2025 09:17:26)
6,10/02/2008 00:00:00, 	(11-APR-2025 09:17:26)
6,11/02/2008 00:00:00, 	(11-APR-2025 09:17:26)
6,21/02/2008 00:00:00, 	(11-APR-2025 09:17:26)
6,22/02/2008 00:00:00, 	(11-APR-2025 09:17:26)
6,23/02/2008 00:00:00, 	(11-APR-2025 09:17:26)
6,24/02/2008 00:00:00, 	(11-APR-2025 09:17:26)
6,25/02/2008 00:00:00, 	(11-APR-2025 09:17:26)
6,01/03/2008 00:00:00, 	(11-APR-2025 09:17:26)
6,02/03/2008 00:00:00, 	(11-APR-2025 09:17:26)
6,03/03/2008 00:00:00, 	(11-APR-2025 09:17:26)
6,04/03/2008 00:00:00, 	(11-APR-2025 09:17:26)
6,13/03/2008 00:00:00, 	(11-APR-2025 09:17:26)
6,14/03/2008 00:00:00, 	(11-APR-2025 09:17:26)
6,15/03/2008 00:00:00, 	(11-APR-2025 09:17:26)
6,16/03/2008 00:00:00, 	(11-APR-2025 09:17:26)
6,17/03/2008 00:00:00, 	(11-APR-2025 09:17:26)
6,21/03/2008 00:00:00, 	(11-APR-2025 09:17:26)
6,22/03/2008 00:00:00, 	(11-APR-2025 09:17:26)
6,23/03/2008 00:00:00, 	(11-APR-2025 09:17:26)
6,24/03/2008 00:00:00, 	(11-APR-2025 09:17:26)
6,25/03/2008 00:00:00, 	(11-APR-2025 09:17:26)
6,26/03/2008 00:00:00, 	(11-APR-2025 09:17:26)
6,27/03/2008 00:00:00, 	(11-APR-2025 09:17:26)
6,28/03/2008 00:00:00, 	(11-APR-2025 09:17:26)
6,07/04/2008 00:00:00, 	(11-APR-2025 09:17:26)
6,08/04/2008 00:00:00, 	(11-APR-2025 09:17:26)
6,09/04/2008 00:00:00, 	(11-APR-2025 09:17:26)
6,10/04/2008 00:00:00, 	(11-APR-2025 09:17:26)
6,11/04/2008 00:00:00, 	(11-APR-2025 09:17:26)
6,19/04/2008 00:00:00, 	(11-APR-2025 09:17:26)
6,20/04/2008 00:00:00, 	(11-APR-2025 09:17:26)
6,21/04/2008 00:00:00, 	(11-APR-2025 09:17:26)
6,22/04/2008 00:00:00, 	(11-APR-2025 09:17:26)
6,23/04/2008 00:00:00, 	(11-APR-2025 09:17:26)
6,27/04/2008 00:00:00, 	(11-APR-2025 09:17:26)
6,28/04/2008 00:00:00, 	(11-APR-2025 09:17:26)
6,29/04/2008 00:00:00, 	(11-APR-2025 09:17:26)
6,30/04/2008 00:00:00, 	(11-APR-2025 09:17:26)
6,01/05/2008 00:00:00, 	(11-APR-2025 09:17:26)
6,05/05/2008 00:00:00, 	(11-APR-2025 09:17:26)
6,06/05/2008 00:00:00, 	(11-APR-2025 09:17:26)
6,07/05/2008 00:00:00, 	(11-APR-2025 09:17:26)
6,08/05/2008 00:00:00, 	(11-APR-2025 09:17:26)
6,09/05/2008 00:00:00, 	(11-APR-2025 09:17:26)
6,11/05/2008 00:00:00, 	(11-APR-2025 09:17:26)
6,12/05/2008 00:00:00, 	(11-APR-2025 09:17:26)
6,13/05/2008 00:00:00, 	(11-APR-2025 09:17:26)
6,14/05/2008 00:00:00, 	(11-APR-2025 09:17:26)
6,15/05/2008 00:00:00, 	(11-APR-2025 09:17:26)
6,16/05/2008 00:00:00, 	(11-APR-2025 09:17:26)
6,17/05/2008 00:00:00, 	(11-APR-2025 09:17:26)
6,18/05/2008 00:00:00, 	(11-APR-2025 09:17:26)
6,19/05/2008 00:00:00, 	(11-APR-2025 09:17:26)
6,20/05/2008 00:00:00, 	(11-APR-2025 09:17:26)
6,21/05/2008 00:00:00, 	(11-APR-2025 09:17:26)
