COMPANY_CD,FINANCIAL_YEAR,COUNTERPARTY_CD,AGMT_NO,AGMT_REV,CONT_NO,CONT_REV,CONTRACT_TYPE,BU_UNIT,BU_STATE_TIN,BU_CONTACT_PERSON_CD,ADDR_FLAG,CONTACT_PERSON_CD,INVOICE_TYPE,INVOICE_SEQ,INVOICE_NO,LINE_NO,LINE_DESC,UNIT,QTY,RATE,AMOUNT,ENT_BY,ENT_DT,CARGO_NO,SAC_CD
VIGASLD,2023-2024,S-1-0-3-0,1,0,3,0,S,1,0,IT0079/23-24,null,null,LP,79,IT0079/23-24,1,Delayed Payment Invoice Generated Against Invoice No. T1011/23-24 dated 09-NOV-23,INR,892.57,12.65,11291.0105,201,27/11/2023 00:00:00,0,null
VIGASLD,2023-2024,S-1-0-3-0,1,0,3,0,S,1,0,IT0080/23-24,null,null,LP,80,IT0080/23-24,1,Delayed Payment Invoice Generated Against Invoice No. T1012/23-24 dated 09-NOV-23,INR,890.3,12.65,11262.295,201,27/11/2023 00:00:00,0,null
VIGASLD,2023-2024,S-1-0-3-0,1,0,3,0,S,1,0,IT0081/23-24,null,null,LP,81,IT0081/23-24,1,Delayed Payment Invoice Generated Against Invoice No. T1014/23-24 dated 10-NOV-23,INR,868.88,12.65,10991.332,201,27/11/2023 00:00:00,0,null
VIGASLD,2023-2024,S-1-0-3-0,1,0,3,0,S,1,0,IT0082/23-24,null,null,LP,82,IT0082/23-24,1,Delayed Payment Invoice Generated Against Invoice No. T1016/23-24 dated 10-NOV-23,INR,893.77,12.65,11306.1905,201,27/11/2023 00:00:00,0,null
VIGASLD,2023-2024,S-1-0-3-0,1,0,3,0,S,1,0,IT0057/23-24,null,null,LP,57,IT0057/23-24,1,Delayed Payment Invoice Generated Against Invoice No. T0916/23-24 dated 25-OCT-23,INR,776.38,12.65,9821.207,201,22/11/2023 00:00:00,0,null
VIGASLD,2023-2024,S-1-0-3-0,1,0,3,0,S,1,0,IT0058/23-24,null,null,LP,58,IT0058/23-24,1,Delayed Payment Invoice Generated Against Invoice No. T0918/23-24 dated 25-OCT-23,INR,887.14,12.65,11222.321,201,22/11/2023 00:00:00,0,null
VIGASLD,2023-2024,S-1-0-3-0,1,0,3,0,S,1,0,IT0059/23-24,null,null,LP,59,IT0059/23-24,1,Delayed Payment Invoice Generated Against Invoice No. T0920/23-24 dated 25-OCT-23,INR,862.26,12.65,10907.589,201,22/11/2023 00:00:00,0,null
VIGASLD,2023-2024,S-1-0-3-0,1,0,3,0,S,1,0,IT0060/23-24,null,null,LP,60,IT0060/23-24,1,Delayed Payment Invoice Generated Against Invoice No. T0923/23-24 dated 26-OCT-23,INR,783.25,12.65,9908.1125,201,22/11/2023 00:00:00,0,null
VIGASLD,2023-2024,S-1-0-3-0,1,0,3,0,S,1,0,IT0061/23-24,null,null,LP,61,IT0061/23-24,1,Delayed Payment Invoice Generated Against Invoice No. T0925/23-24 dated 26-OCT-23,INR,891.32,12.65,11275.198,201,22/11/2023 00:00:00,0,null
VIGASLD,2023-2024,S-1-0-3-0,1,0,3,0,S,1,0,IT0062/23-24,null,null,LP,62,IT0062/23-24,1,Delayed Payment Invoice Generated Against Invoice No. T0926/23-24 dated 26-OCT-23,INR,892.88,12.65,11294.932,201,22/11/2023 00:00:00,0,null
VIGASLD,2023-2024,S-1-0-3-0,1,0,3,0,S,1,0,IT0064/23-24,null,null,LP,64,IT0064/23-24,1,Delayed Payment Invoice Generated Against Invoice No. T0930/23-24 dated 27-OCT-23,INR,847.03,12.65,10714.9295,201,22/11/2023 00:00:00,0,null
VIGASLD,2023-2024,S-1-0-3-0,1,0,3,0,S,1,0,IT0065/23-24,null,null,LP,65,IT0065/23-24,1,Delayed Payment Invoice Generated Against Invoice No. T0932/23-24 dated 27-OCT-23,INR,894.17,12.65,11311.2505,201,22/11/2023 00:00:00,0,null
VIGASLD,2023-2024,S-1-0-3-0,1,0,3,0,S,1,0,IT0066/23-24,null,null,LP,66,IT0066/23-24,1,Delayed Payment Invoice Generated Against Invoice No. T0934/23-24 dated 28-OCT-23,INR,781.45,12.65,9885.3425,201,22/11/2023 00:00:00,0,null
VIGASLD,2023-2024,S-1-0-3-0,1,0,3,0,S,1,0,IT0067/23-24,null,null,LP,67,IT0067/23-24,1,Delayed Payment Invoice Generated Against Invoice No. T0935/23-24 dated 28-OCT-23,INR,863.93,12.65,10928.7145,201,22/11/2023 00:00:00,0,null
VIGASLD,2023-2024,S-1-0-3-0,1,0,3,0,S,1,0,IT0068/23-24,null,null,LP,68,IT0068/23-24,1,Delayed Payment Invoice Generated Against Invoice No. T0937/23-24 dated 28-OCT-23,INR,889,12.65,11245.85,201,22/11/2023 00:00:00,0,null
VIGASLD,2023-2024,S-1-0-3-0,1,0,3,0,S,1,0,IT0069/23-24,null,null,LP,69,IT0069/23-24,1,Delayed Payment Invoice Generated Against Invoice No. T0938/23-24 dated 28-OCT-23,INR,902.49,12.65,11416.4985,201,22/11/2023 00:00:00,0,null
VIGASLD,2023-2024,S-1-0-3-0,1,0,3,0,S,1,0,IT0070/23-24,null,null,LP,70,IT0070/23-24,1,Delayed Payment Invoice Generated Against Invoice No. T0940/23-24 dated 29-OCT-23,INR,889.02,12.65,11246.103,201,22/11/2023 00:00:00,0,null
VIGASLD,2023-2024,S-1-0-3-0,1,0,3,0,S,1,0,IT0071/23-24,null,null,LP,71,IT0071/23-24,1,Delayed Payment Invoice Generated Against Invoice No. T0941/23-24 dated 29-OCT-23,INR,889.53,12.65,11252.5545,201,22/11/2023 00:00:00,0,null
VIGASLD,2023-2024,S-1-0-3-0,1,0,3,0,S,1,0,IT0072/23-24,null,null,LP,72,IT0072/23-24,1,Delayed Payment Invoice Generated Against Invoice No. T0942/23-24 dated 29-OCT-23,INR,794.2,12.65,10046.63,201,22/11/2023 00:00:00,0,null
VIGASLD,2023-2024,S-1-0-3-0,1,0,3,0,S,1,0,IT0073/23-24,null,null,LP,73,IT0073/23-24,1,Delayed Payment Invoice Generated Against Invoice No. T0944/23-24 dated 30-OCT-23,INR,851.86,12.65,10776.029,201,22/11/2023 00:00:00,0,null
VIGASLD,2023-2024,S-1-0-3-0,1,0,3,0,S,1,0,IT0074/23-24,null,null,LP,74,IT0074/23-24,1,Delayed Payment Invoice Generated Against Invoice No. T0947/23-24 dated 30-OCT-23,INR,899,12.65,11372.35,201,22/11/2023 00:00:00,0,null
VIGASLD,2023-2024,S-1-0-3-0,1,0,3,0,S,1,0,IT0075/23-24,null,null,LP,75,IT0075/23-24,1,Delayed Payment Invoice Generated Against Invoice No. T0950/23-24 dated 31-OCT-23,INR,887.6,12.65,11228.14,201,22/11/2023 00:00:00,0,null
VIGASLD,2023-2024,S-1-0-3-0,1,0,3,0,S,1,0,IT0076/23-24,null,null,LP,76,IT0076/23-24,1,Delayed Payment Invoice Generated Against Invoice No. T0952/23-24 dated 31-OCT-23,INR,882.95,12.65,11169.3175,201,22/11/2023 00:00:00,0,null
VIGASLD,2023-2024,S-1-0-3-0,1,0,3,0,S,1,0,IT0002/23-24,null,null,LP,2,IT0002/23-24,1,Delayed Payment Invoice Generated Against Invoice No. T0625/23-24 dated 07-SEP-23,INR,888.98,12.65,11245.597,201,13/11/2023 00:00:00,0,null
VIGASLD,2023-2024,S-1-0-3-0,1,0,3,0,S,1,0,IT0003/23-24,null,null,LP,3,IT0003/23-24,1,Delayed Payment Invoice Generated Against Invoice No. T0628/23-24 dated 07-SEP-23,INR,894.69,12.65,11317.8285,201,13/11/2023 00:00:00,0,null
VIGASLD,2023-2024,S-1-0-3-0,1,0,3,0,S,1,0,IT0004/23-24,null,null,LP,4,IT0004/23-24,1,Delayed Payment Invoice Generated Against Invoice No. T0629/23-24 dated 07-SEP-23,INR,783.28,12.65,9908.492,201,13/11/2023 00:00:00,0,null
VIGASLD,2023-2024,S-1-0-3-0,1,0,3,0,S,1,0,IT0005/23-24,null,null,LP,5,IT0005/23-24,1,Delayed Payment Invoice Generated Against Invoice No. T0632/23-24 dated 08-SEP-23,INR,872.3,12.65,11034.595,201,13/11/2023 00:00:00,0,null
VIGASLD,2023-2024,S-1-0-3-0,1,0,3,0,S,1,0,IT0006/23-24,null,null,LP,6,IT0006/23-24,1,Delayed Payment Invoice Generated Against Invoice No. T0636/23-24 dated 08-SEP-23,INR,773.08,12.65,9779.462,201,13/11/2023 00:00:00,0,null
VIGASLD,2023-2024,S-1-0-3-0,1,0,3,0,S,1,0,IT0007/23-24,null,null,LP,7,IT0007/23-24,1,Delayed Payment Invoice Generated Against Invoice No. T0637/23-24 dated 08-SEP-23,INR,886.38,12.65,11212.707,201,13/11/2023 00:00:00,0,null
VIGASLD,2023-2024,S-1-0-3-0,1,0,3,0,S,1,0,IT0009/23-24,null,null,LP,9,IT0009/23-24,1,Delayed Payment Invoice Generated Against Invoice No. T0645/23-24 dated 09-SEP-23,INR,882.85,12.65,11168.0525,201,13/11/2023 00:00:00,0,null
VIGASLD,2023-2024,S-1-0-3-0,1,0,3,0,S,1,0,IT0043/23-24,null,null,LP,43,IT0043/23-24,1,Delayed Payment Invoice Generated Against Invoice No. T0854/23-24 dated 14-OCT-23,INR,888.05,12.65,11233.8325,201,22/11/2023 00:00:00,0,null
VIGASLD,2023-2024,S-1-0-3-0,1,0,3,0,S,1,0,IT0045/23-24,null,null,LP,45,IT0045/23-24,1,Delayed Payment Invoice Generated Against Invoice No. T0862/23-24 dated 15-OCT-23,INR,730.16,12.65,9236.524,201,22/11/2023 00:00:00,0,null
VIGASLD,2023-2024,S-1-0-3-0,1,0,3,0,S,1,0,IT0046/23-24,null,null,LP,46,IT0046/23-24,1,Delayed Payment Invoice Generated Against Invoice No. T0865/23-24 dated 15-OCT-23,INR,865.62,12.65,10950.093,201,22/11/2023 00:00:00,0,null
VIGASLD,2023-2024,S-1-0-3-0,1,0,3,0,S,1,0,IT0047/23-24,null,null,LP,47,IT0047/23-24,1,Delayed Payment Invoice Generated Against Invoice No. T0888/23-24 dated 20-OCT-23,INR,796.33,12.65,10073.5745,201,22/11/2023 00:00:00,0,null
VIGASLD,2023-2024,S-1-0-3-0,1,0,3,0,S,1,0,IT0048/23-24,null,null,LP,48,IT0048/23-24,1,Delayed Payment Invoice Generated Against Invoice No. T0889/23-24 dated 20-OCT-23,INR,894.95,12.65,11321.1175,201,22/11/2023 00:00:00,0,null
VIGASLD,2023-2024,S-1-0-3-0,1,0,3,0,S,1,0,IT0049/23-24,null,null,LP,49,IT0049/23-24,1,Delayed Payment Invoice Generated Against Invoice No. T0890/23-24 dated 20-OCT-23,INR,883.36,12.65,11174.504,201,22/11/2023 00:00:00,0,null
VIGASLD,2023-2024,S-1-0-3-0,1,0,3,0,S,1,0,IT0050/23-24,null,null,LP,50,IT0050/23-24,1,Delayed Payment Invoice Generated Against Invoice No. T0892/23-24 dated 21-OCT-23,INR,878.66,12.65,11115.049,201,22/11/2023 00:00:00,0,null
VIGASLD,2023-2024,S-1-0-3-0,1,0,3,0,S,1,0,IT0051/23-24,null,null,LP,51,IT0051/23-24,1,Delayed Payment Invoice Generated Against Invoice No. T0894/23-24 dated 21-OCT-23,INR,801.13,12.65,10134.2945,201,22/11/2023 00:00:00,0,null
VIGASLD,2023-2024,S-1-0-3-0,1,0,3,0,S,1,0,IT0095/23-24,null,null,LP,95,IT0095/23-24,1,Delayed Payment Invoice Generated Against Invoice No. T1038/23-24 dated 15-NOV-23,INR,893.36,12.65,11301.004,201,27/11/2023 00:00:00,0,null
KUTCHCL,2024-2025,S-1-0-1-0,1,0,1,0,S,1,0,IT0007/24-25,null,null,LP,7,IT0007/24-25,1,Delayed Payment Invoice Generated Against Invoice No. T1066/24-25 dated 30-NOV-24,INR,834.52,9.95,8303.474,201,20/12/2024 00:00:00,0,null
KUTCHCL,2024-2025,S-1-0-1-0,1,0,1,0,S,1,0,IT0008/24-25,null,null,LP,8,IT0008/24-25,1,Delayed Payment Invoice Generated Against Invoice No. T1061/24-25 dated 29-NOV-24,INR,835.44,9.95,8312.628,201,20/12/2024 00:00:00,0,null
KUTCHCL,2024-2025,S-1-0-1-0,1,0,1,0,S,1,0,IT0009/24-25,null,null,LP,9,IT0009/24-25,1,Delayed Payment Invoice Generated Against Invoice No. T1053/24-25 dated 28-NOV-24,INR,841.93,9.95,8377.2035,201,20/12/2024 00:00:00,0,null
KUTCHCL,2024-2025,S-1-0-1-0,1,0,1,0,S,1,0,IT0010/24-25,null,null,LP,10,IT0010/24-25,1,Delayed Payment Invoice Generated Against Invoice No. T1055/24-25 dated 28-NOV-24,INR,837.92,9.95,8337.304,201,20/12/2024 00:00:00,0,null
KUTCHCL,2024-2025,S-1-0-1-0,1,0,1,0,S,1,0,IT0011/24-25,null,null,LP,11,IT0011/24-25,1,Delayed Payment Invoice Generated Against Invoice No. T1050/24-25 dated 27-NOV-24,INR,827.9,9.95,8237.605,201,20/12/2024 00:00:00,0,null
KUTCHCL,2024-2025,S-1-0-1-0,1,0,1,0,S,1,0,IT0012/24-25,null,null,LP,12,IT0012/24-25,1,Delayed Payment Invoice Generated Against Invoice No. T1039/24-25 dated 24-NOV-24,INR,881.09,9.95,8766.8455,201,20/12/2024 00:00:00,0,null
KUTCHCL,2024-2025,S-1-0-1-0,1,0,1,0,S,1,0,IT0013/24-25,null,null,LP,13,IT0013/24-25,1,Delayed Payment Invoice Generated Against Invoice No. T1026/24-25 dated 21-NOV-24,INR,877.18,9.95,8727.941,201,20/12/2024 00:00:00,0,null
KUTCHCL,2024-2025,S-1-0-1-0,1,0,1,0,S,1,0,IT0014/24-25,null,null,LP,14,IT0014/24-25,1,Delayed Payment Invoice Generated Against Invoice No. T1013/24-25 dated 18-NOV-24,INR,840.6,9.95,8363.97,201,20/12/2024 00:00:00,0,null
KUTCHCL,2024-2025,S-1-0-1-0,1,0,1,0,S,1,0,IT0001/24-25,null,null,LP,1,IT0001/24-25,1,Delayed Payment Invoice Generated Against Invoice No. T0961/24-25 dated 31-OCT-24,INR,842.91,9.95,8386.9545,201,11/12/2024 00:00:00,0,null
KUTCHCL,2024-2025,S-1-0-1-0,1,0,1,0,S,1,0,IT0002/24-25,null,null,LP,2,IT0002/24-25,1,Delayed Payment Invoice Generated Against Invoice No. T0978/24-25 dated 06-NOV-24,INR,850.28,9.95,8460.286,201,11/12/2024 00:00:00,0,null
KUTCHCL,2024-2025,S-1-0-1-0,1,0,1,0,S,1,0,IT0003/24-25,null,null,LP,3,IT0003/24-25,1,Delayed Payment Invoice Generated Against Invoice No. T0981/24-25 dated 07-NOV-24,INR,825.22,9.95,8210.939,201,11/12/2024 00:00:00,0,null
KUTCHCL,2024-2025,S-1-0-1-0,1,0,1,0,S,1,0,IT0004/24-25,null,null,LP,4,IT0004/24-25,1,Delayed Payment Invoice Generated Against Invoice No. T0998/24-25 dated 13-NOV-24,INR,836.68,9.95,8324.966,201,11/12/2024 00:00:00,0,null
KUTCHCL,2024-2025,S-1-0-2-0,1,0,2,0,S,1,0,IT0015/24-25,null,null,LP,15,IT0015/24-25,1,Delayed Payment Invoice Generated Against Invoice No. T1200/24-25 dated 14-JAN-25,INR,880.52,15.26,13436.7352,46,24/02/2025 00:00:00,0,null
KUTCHCL,2024-2025,S-1-0-2-0,1,0,2,0,S,1,0,IT0016/24-25,null,null,LP,16,IT0016/24-25,1,Delayed Payment Invoice Generated Against Invoice No. T1201/24-25 dated 14-JAN-25,INR,861.89,15.26,13152.4414,46,24/02/2025 00:00:00,0,null
KUTCHCL,2024-2025,S-1-0-2-0,1,0,2,0,S,1,0,IT0017/24-25,null,null,LP,17,IT0017/24-25,1,Delayed Payment Invoice Generated Against Invoice No. T1202/24-25 dated 14-JAN-25,INR,791.71,15.26,12081.4946,46,24/02/2025 00:00:00,0,null
KUTCHCL,2024-2025,S-1-0-2-0,1,0,2,0,S,1,0,IT0018/24-25,null,null,LP,18,IT0018/24-25,1,Delayed Payment Invoice Generated Against Invoice No. T1209/24-25 dated 18-JAN-25,INR,855.9,15.26,13061.034,46,24/02/2025 00:00:00,0,null
KUTCHCL,2024-2025,S-1-0-2-0,1,0,2,0,S,1,0,IT0019/24-25,null,null,LP,19,IT0019/24-25,1,Delayed Payment Invoice Generated Against Invoice No. T1217/24-25 dated 22-JAN-25,INR,887.91,15.26,13549.5066,46,24/02/2025 00:00:00,0,null
KUTCHCL,2024-2025,S-1-0-2-0,1,0,2,0,S,1,0,IT0020/24-25,null,null,LP,20,IT0020/24-25,1,Delayed Payment Invoice Generated Against Invoice No. T1221/24-25 dated 24-JAN-25,INR,849.71,15.26,12966.5746,46,24/02/2025 00:00:00,0,null
KUTCHCL,2024-2025,S-1-0-2-0,1,0,2,0,S,1,0,IT0021/24-25,null,null,LP,21,IT0021/24-25,1,Delayed Payment Invoice Generated Against Invoice No. T1223/24-25 dated 25-JAN-25,INR,890.67,15.26,13591.6242,46,24/02/2025 00:00:00,0,null
KUTCHCL,2025-2026,S-1-0-2-0,1,0,2,0,S,1,0,2TLPGJ0002/25-26,null,null,LP,2,2TLPGJ0002/25-26,1,Delayed Payment Invoice Generated Against Invoice No. T1369/24-25 dated 26-MAR-25,INR,882.73,15.26,13470.4598,46,25/04/2025 00:00:00,0,null
KUTCHCL,2025-2026,S-1-0-2-0,1,0,2,0,S,1,0,2TLPGJ0003/25-26,null,null,LP,3,2TLPGJ0003/25-26,1,Delayed Payment Invoice Generated Against Invoice No. T1377/24-25 dated 28-MAR-25,INR,881.62,15.26,13453.5212,46,25/04/2025 00:00:00,0,null
KUTCHCL,2025-2026,S-1-0-2-0,1,0,2,0,S,1,0,2TLPGJ0004/25-26,null,null,LP,4,2TLPGJ0004/25-26,1,Delayed Payment Invoice Generated Against Invoice No. T1378/24-25 dated 28-MAR-25,INR,884.57,15.26,13498.5382,46,25/04/2025 00:00:00,0,null
KUTCHCL,2025-2026,S-1-0-2-0,1,0,2,0,S,1,0,2TLPGJ0005/25-26,null,null,LP,5,2TLPGJ0005/25-26,1,Delayed Payment Invoice Generated Against Invoice No. 2TGJ0004/25-26 dated 02-APR-25,INR,882,15.26,13459.32,201,06/05/2025 00:00:00,0,null
KUTCHCL,2025-2026,S-1-0-2-0,1,0,2,0,S,1,0,2TLPGJ0006/25-26,null,null,LP,6,2TLPGJ0006/25-26,1,Delayed Payment Invoice Generated Against Invoice No. 2TGJ0005/25-26 dated 02-APR-25,INR,877.88,15.26,13396.4488,201,06/05/2025 00:00:00,0,null
KUTCHCL,2025-2026,S-1-0-2-0,1,0,2,0,S,1,0,2TLPGJ0007/25-26,null,null,LP,7,2TLPGJ0007/25-26,1,Delayed Payment Invoice Generated Against Invoice No. 2TGJ0017/25-26 dated 07-APR-25,INR,888.23,15.26,13554.3898,201,06/05/2025 00:00:00,0,null
KUTCHCL,2025-2026,S-1-0-2-0,1,0,2,0,S,1,0,2TLPGJ0008/25-26,null,null,LP,8,2TLPGJ0008/25-26,1,Delayed Payment Invoice Generated Against Invoice No. 2TGJ0022/25-26 dated 09-APR-25,INR,888.32,15.26,13555.7632,201,06/05/2025 00:00:00,0,null
KUTCHCL,2025-2026,S-1-0-2-0,1,0,2,0,S,1,0,2TLPGJ0001/25-26,null,null,LP,1,2TLPGJ0001/25-26,1,Delayed Payment Invoice Generated Against Invoice No. T1361/24-25 dated 24-MAR-25,INR,890.94,15.26,13595.7444,46,25/04/2025 00:00:00,0,null
