COMPANY_CD,FINANCIAL_YEAR,BU_STATE_TIN,INVOICE_SEQ,INVOICE_TYPE,PDF_TYPE,FILE_NAME,ENT_BY,ENT_DT,MODIFY_BY,MODIFY_DT,PDF_SIGNED,SIGNED_BY,SIGNED_DT
VIGASLD,2023-2024,57,IT0057/23-24,LP,T,INVOICE-22112023-VIGASLD-Vishaka_Glass_-_Mundra-I-57.pdf,46,22/11/2023 00:00:00,null,null,null,null,null
VIGASLD,2023-2024,58,IT0058/23-24,LP,D,INVOICE-22112023-VIGASLD-Vishaka_Glass_-_Mundra-I-58.pdf,46,22/11/2023 00:00:00,null,null,null,null,null
VIGASLD,2023-2024,58,IT0058/23-24,LP,O,INVOICE-22112023-VIGASLD-Vishaka_Glass_-_Mundra-I-58.pdf,46,22/11/2023 00:00:00,null,null,null,null,null
VIGASLD,2023-2024,58,IT0058/23-24,LP,T,INVOICE-22112023-VIGASLD-Vishaka_Glass_-_Mundra-I-58.pdf,46,22/11/2023 00:00:00,null,null,null,null,null
VIGASLD,2023-2024,59,IT0059/23-24,LP,D,INVOICE-22112023-VIGASLD-Vishaka_Glass_-_Mundra-I-59.pdf,46,22/11/2023 00:00:00,null,null,null,null,null
VIGASLD,2023-2024,59,IT0059/23-24,LP,O,INVOICE-22112023-VIGASLD-Vishaka_Glass_-_Mundra-I-59.pdf,46,22/11/2023 00:00:00,null,null,null,null,null
VIGASLD,2023-2024,59,IT0059/23-24,LP,T,INVOICE-22112023-VIGASLD-Vishaka_Glass_-_Mundra-I-59.pdf,46,22/11/2023 00:00:00,null,null,null,null,null
VIGASLD,2023-2024,60,IT0060/23-24,LP,D,INVOICE-22112023-VIGASLD-Vishaka_Glass_-_Mundra-I-60.pdf,46,22/11/2023 00:00:00,null,null,null,null,null
VIGASLD,2023-2024,60,IT0060/23-24,LP,O,INVOICE-22112023-VIGASLD-Vishaka_Glass_-_Mundra-I-60.pdf,46,22/11/2023 00:00:00,null,null,null,null,null
VIGASLD,2023-2024,60,IT0060/23-24,LP,T,INVOICE-22112023-VIGASLD-Vishaka_Glass_-_Mundra-I-60.pdf,46,22/11/2023 00:00:00,null,null,null,null,null
VIGASLD,2023-2024,61,IT0061/23-24,LP,D,INVOICE-22112023-VIGASLD-Vishaka_Glass_-_Mundra-I-61.pdf,46,22/11/2023 00:00:00,null,null,null,null,null
VIGASLD,2023-2024,61,IT0061/23-24,LP,O,INVOICE-22112023-VIGASLD-Vishaka_Glass_-_Mundra-I-61.pdf,46,22/11/2023 00:00:00,null,null,null,null,null
VIGASLD,2023-2024,61,IT0061/23-24,LP,T,INVOICE-22112023-VIGASLD-Vishaka_Glass_-_Mundra-I-61.pdf,46,22/11/2023 00:00:00,null,null,null,null,null
VIGASLD,2023-2024,62,IT0062/23-24,LP,D,INVOICE-22112023-VIGASLD-Vishaka_Glass_-_Mundra-I-62.pdf,46,22/11/2023 00:00:00,null,null,null,null,null
VIGASLD,2023-2024,62,IT0062/23-24,LP,O,INVOICE-22112023-VIGASLD-Vishaka_Glass_-_Mundra-I-62.pdf,46,22/11/2023 00:00:00,null,null,null,null,null
VIGASLD,2023-2024,62,IT0062/23-24,LP,T,INVOICE-22112023-VIGASLD-Vishaka_Glass_-_Mundra-I-62.pdf,46,22/11/2023 00:00:00,null,null,null,null,null
VIGASLD,2023-2024,63,IT0063/23-24,LP,D,INVOICE-22112023-VIGASLD-Vishaka_Glass_-_Mundra-I-63.pdf,46,22/11/2023 00:00:00,null,null,null,null,null
VIGASLD,2023-2024,63,IT0063/23-24,LP,O,INVOICE-22112023-VIGASLD-Vishaka_Glass_-_Mundra-I-63.pdf,46,22/11/2023 00:00:00,null,null,null,null,null
VIGASLD,2023-2024,63,IT0063/23-24,LP,T,INVOICE-22112023-VIGASLD-Vishaka_Glass_-_Mundra-I-63.pdf,46,22/11/2023 00:00:00,null,null,null,null,null
VIGASLD,2023-2024,64,IT0064/23-24,LP,D,INVOICE-22112023-VIGASLD-Vishaka_Glass_-_Mundra-I-64.pdf,46,22/11/2023 00:00:00,null,null,null,null,null
VIGASLD,2023-2024,64,IT0064/23-24,LP,O,INVOICE-22112023-VIGASLD-Vishaka_Glass_-_Mundra-I-64.pdf,46,22/11/2023 00:00:00,null,null,null,null,null
VIGASLD,2023-2024,64,IT0064/23-24,LP,T,INVOICE-22112023-VIGASLD-Vishaka_Glass_-_Mundra-I-64.pdf,46,22/11/2023 00:00:00,null,null,null,null,null
VIGASLD,2023-2024,65,IT0065/23-24,LP,D,INVOICE-22112023-VIGASLD-Vishaka_Glass_-_Mundra-I-65.pdf,46,22/11/2023 00:00:00,null,null,null,null,null
VIGASLD,2023-2024,65,IT0065/23-24,LP,O,INVOICE-22112023-VIGASLD-Vishaka_Glass_-_Mundra-I-65.pdf,46,22/11/2023 00:00:00,null,null,null,null,null
VIGASLD,2023-2024,65,IT0065/23-24,LP,T,INVOICE-22112023-VIGASLD-Vishaka_Glass_-_Mundra-I-65.pdf,46,22/11/2023 00:00:00,null,null,null,null,null
VIGASLD,2023-2024,66,IT0066/23-24,LP,D,INVOICE-22112023-VIGASLD-Vishaka_Glass_-_Mundra-I-66.pdf,46,22/11/2023 00:00:00,null,null,null,null,null
VIGASLD,2023-2024,66,IT0066/23-24,LP,O,INVOICE-22112023-VIGASLD-Vishaka_Glass_-_Mundra-I-66.pdf,46,22/11/2023 00:00:00,null,null,null,null,null
VIGASLD,2023-2024,66,IT0066/23-24,LP,T,INVOICE-22112023-VIGASLD-Vishaka_Glass_-_Mundra-I-66.pdf,46,22/11/2023 00:00:00,null,null,null,null,null
VIGASLD,2023-2024,67,IT0067/23-24,LP,D,INVOICE-22112023-VIGASLD-Vishaka_Glass_-_Mundra-I-67.pdf,46,22/11/2023 00:00:00,null,null,null,null,null
VIGASLD,2023-2024,67,IT0067/23-24,LP,O,INVOICE-22112023-VIGASLD-Vishaka_Glass_-_Mundra-I-67.pdf,46,22/11/2023 00:00:00,null,null,null,null,null
VIGASLD,2023-2024,67,IT0067/23-24,LP,T,INVOICE-22112023-VIGASLD-Vishaka_Glass_-_Mundra-I-67.pdf,46,22/11/2023 00:00:00,null,null,null,null,null
VIGASLD,2023-2024,68,IT0068/23-24,LP,D,INVOICE-22112023-VIGASLD-Vishaka_Glass_-_Mundra-I-68.pdf,46,22/11/2023 00:00:00,null,null,null,null,null
VIGASLD,2023-2024,68,IT0068/23-24,LP,O,INVOICE-22112023-VIGASLD-Vishaka_Glass_-_Mundra-I-68.pdf,46,22/11/2023 00:00:00,null,null,null,null,null
VIGASLD,2023-2024,68,IT0068/23-24,LP,T,INVOICE-22112023-VIGASLD-Vishaka_Glass_-_Mundra-I-68.pdf,46,22/11/2023 00:00:00,null,null,null,null,null
VIGASLD,2023-2024,69,IT0069/23-24,LP,D,INVOICE-22112023-VIGASLD-Vishaka_Glass_-_Mundra-I-69.pdf,46,22/11/2023 00:00:00,null,null,null,null,null
VIGASLD,2023-2024,69,IT0069/23-24,LP,O,INVOICE-22112023-VIGASLD-Vishaka_Glass_-_Mundra-I-69.pdf,46,22/11/2023 00:00:00,null,null,null,null,null
VIGASLD,2023-2024,69,IT0069/23-24,LP,T,INVOICE-22112023-VIGASLD-Vishaka_Glass_-_Mundra-I-69.pdf,46,22/11/2023 00:00:00,null,null,null,null,null
VIGASLD,2023-2024,70,IT0070/23-24,LP,D,INVOICE-22112023-VIGASLD-Vishaka_Glass_-_Mundra-I-70.pdf,46,22/11/2023 00:00:00,null,null,null,null,null
VIGASLD,2023-2024,70,IT0070/23-24,LP,O,INVOICE-22112023-VIGASLD-Vishaka_Glass_-_Mundra-I-70.pdf,46,22/11/2023 00:00:00,null,null,null,null,null
VIGASLD,2023-2024,70,IT0070/23-24,LP,T,INVOICE-22112023-VIGASLD-Vishaka_Glass_-_Mundra-I-70.pdf,46,22/11/2023 00:00:00,null,null,null,null,null
VIGASLD,2023-2024,71,IT0071/23-24,LP,D,INVOICE-22112023-VIGASLD-Vishaka_Glass_-_Mundra-I-71.pdf,46,22/11/2023 00:00:00,null,null,null,null,null
VIGASLD,2023-2024,71,IT0071/23-24,LP,O,INVOICE-22112023-VIGASLD-Vishaka_Glass_-_Mundra-I-71.pdf,46,22/11/2023 00:00:00,null,null,null,null,null
VIGASLD,2023-2024,71,IT0071/23-24,LP,T,INVOICE-22112023-VIGASLD-Vishaka_Glass_-_Mundra-I-71.pdf,46,22/11/2023 00:00:00,null,null,null,null,null
VIGASLD,2023-2024,72,IT0072/23-24,LP,D,INVOICE-22112023-VIGASLD-Vishaka_Glass_-_Mundra-I-72.pdf,46,22/11/2023 00:00:00,null,null,null,null,null
VIGASLD,2023-2024,72,IT0072/23-24,LP,O,INVOICE-22112023-VIGASLD-Vishaka_Glass_-_Mundra-I-72.pdf,46,22/11/2023 00:00:00,null,null,null,null,null
VIGASLD,2023-2024,72,IT0072/23-24,LP,T,INVOICE-22112023-VIGASLD-Vishaka_Glass_-_Mundra-I-72.pdf,46,22/11/2023 00:00:00,null,null,null,null,null
VIGASLD,2023-2024,73,IT0073/23-24,LP,D,INVOICE-22112023-VIGASLD-Vishaka_Glass_-_Mundra-I-73.pdf,46,22/11/2023 00:00:00,null,null,null,null,null
VIGASLD,2023-2024,73,IT0073/23-24,LP,O,INVOICE-22112023-VIGASLD-Vishaka_Glass_-_Mundra-I-73.pdf,46,22/11/2023 00:00:00,null,null,null,null,null
VIGASLD,2023-2024,73,IT0073/23-24,LP,T,INVOICE-22112023-VIGASLD-Vishaka_Glass_-_Mundra-I-73.pdf,46,22/11/2023 00:00:00,null,null,null,null,null
VIGASLD,2023-2024,74,IT0074/23-24,LP,D,INVOICE-22112023-VIGASLD-Vishaka_Glass_-_Mundra-I-74.pdf,46,22/11/2023 00:00:00,null,null,null,null,null
VIGASLD,2023-2024,74,IT0074/23-24,LP,O,INVOICE-22112023-VIGASLD-Vishaka_Glass_-_Mundra-I-74.pdf,46,22/11/2023 00:00:00,null,null,null,null,null
VIGASLD,2023-2024,74,IT0074/23-24,LP,T,INVOICE-22112023-VIGASLD-Vishaka_Glass_-_Mundra-I-74.pdf,46,22/11/2023 00:00:00,null,null,null,null,null
VIGASLD,2023-2024,75,IT0075/23-24,LP,D,INVOICE-22112023-VIGASLD-Vishaka_Glass_-_Mundra-I-75.pdf,46,22/11/2023 00:00:00,null,null,null,null,null
VIGASLD,2023-2024,75,IT0075/23-24,LP,O,INVOICE-22112023-VIGASLD-Vishaka_Glass_-_Mundra-I-75.pdf,46,22/11/2023 00:00:00,null,null,null,null,null
VIGASLD,2023-2024,75,IT0075/23-24,LP,T,INVOICE-22112023-VIGASLD-Vishaka_Glass_-_Mundra-I-75.pdf,46,22/11/2023 00:00:00,null,null,null,null,null
VIGASLD,2023-2024,76,IT0076/23-24,LP,D,INVOICE-22112023-VIGASLD-Vishaka_Glass_-_Mundra-I-76.pdf,46,22/11/2023 00:00:00,null,null,null,null,null
VIGASLD,2023-2024,76,IT0076/23-24,LP,O,INVOICE-22112023-VIGASLD-Vishaka_Glass_-_Mundra-I-76.pdf,46,22/11/2023 00:00:00,null,null,null,null,null
VIGASLD,2023-2024,76,IT0076/23-24,LP,T,INVOICE-22112023-VIGASLD-Vishaka_Glass_-_Mundra-I-76.pdf,46,22/11/2023 00:00:00,null,null,null,null,null
VIGASLD,2023-2024,77,IT0077/23-24,LP,D,INVOICE-27112023-VIGASLD-Vishaka_Glass_-_Mundra-I-77.pdf,46,27/11/2023 00:00:00,null,null,null,null,null
VIGASLD,2023-2024,77,IT0077/23-24,LP,O,INVOICE-27112023-VIGASLD-Vishaka_Glass_-_Mundra-I-77.pdf,46,27/11/2023 00:00:00,null,null,null,null,null
VIGASLD,2023-2024,77,IT0077/23-24,LP,T,INVOICE-27112023-VIGASLD-Vishaka_Glass_-_Mundra-I-77.pdf,46,27/11/2023 00:00:00,null,null,null,null,null
VIGASLD,2023-2024,78,IT0078/23-24,LP,D,INVOICE-27112023-VIGASLD-Vishaka_Glass_-_Mundra-I-78.pdf,46,27/11/2023 00:00:00,null,null,null,null,null
VIGASLD,2023-2024,78,IT0078/23-24,LP,O,INVOICE-27112023-VIGASLD-Vishaka_Glass_-_Mundra-I-78.pdf,46,27/11/2023 00:00:00,null,null,null,null,null
VIGASLD,2023-2024,78,IT0078/23-24,LP,T,INVOICE-27112023-VIGASLD-Vishaka_Glass_-_Mundra-I-78.pdf,46,27/11/2023 00:00:00,null,null,null,null,null
VIGASLD,2023-2024,79,IT0079/23-24,LP,D,INVOICE-27112023-VIGASLD-Vishaka_Glass_-_Mundra-I-79.pdf,46,27/11/2023 00:00:00,null,null,null,null,null
VIGASLD,2023-2024,79,IT0079/23-24,LP,O,INVOICE-27112023-VIGASLD-Vishaka_Glass_-_Mundra-I-79.pdf,46,27/11/2023 00:00:00,null,null,null,null,null
VIGASLD,2023-2024,79,IT0079/23-24,LP,T,INVOICE-27112023-VIGASLD-Vishaka_Glass_-_Mundra-I-79.pdf,46,27/11/2023 00:00:00,null,null,null,null,null
VIGASLD,2023-2024,80,IT0080/23-24,LP,D,INVOICE-27112023-VIGASLD-Vishaka_Glass_-_Mundra-I-80.pdf,46,27/11/2023 00:00:00,null,null,null,null,null
VIGASLD,2023-2024,80,IT0080/23-24,LP,O,INVOICE-27112023-VIGASLD-Vishaka_Glass_-_Mundra-I-80.pdf,46,27/11/2023 00:00:00,null,null,null,null,null
VIGASLD,2023-2024,80,IT0080/23-24,LP,T,INVOICE-27112023-VIGASLD-Vishaka_Glass_-_Mundra-I-80.pdf,46,27/11/2023 00:00:00,null,null,null,null,null
VIGASLD,2023-2024,81,IT0081/23-24,LP,D,INVOICE-27112023-VIGASLD-Vishaka_Glass_-_Mundra-I-81.pdf,46,27/11/2023 00:00:00,null,null,null,null,null
VIGASLD,2023-2024,81,IT0081/23-24,LP,O,INVOICE-27112023-VIGASLD-Vishaka_Glass_-_Mundra-I-81.pdf,46,27/11/2023 00:00:00,null,null,null,null,null
VIGASLD,2023-2024,81,IT0081/23-24,LP,T,INVOICE-27112023-VIGASLD-Vishaka_Glass_-_Mundra-I-81.pdf,46,27/11/2023 00:00:00,null,null,null,null,null
VIGASLD,2023-2024,82,IT0082/23-24,LP,D,INVOICE-27112023-VIGASLD-Vishaka_Glass_-_Mundra-I-82.pdf,46,27/11/2023 00:00:00,null,null,null,null,null
VIGASLD,2023-2024,82,IT0082/23-24,LP,O,INVOICE-27112023-VIGASLD-Vishaka_Glass_-_Mundra-I-82.pdf,46,27/11/2023 00:00:00,null,null,null,null,null
VIGASLD,2023-2024,82,IT0082/23-24,LP,T,INVOICE-27112023-VIGASLD-Vishaka_Glass_-_Mundra-I-82.pdf,46,27/11/2023 00:00:00,null,null,null,null,null
VIGASLD,2023-2024,83,IT0083/23-24,LP,D,INVOICE-27112023-VIGASLD-Vishaka_Glass_-_Mundra-I-83.pdf,46,27/11/2023 00:00:00,null,null,null,null,null
VIGASLD,2023-2024,83,IT0083/23-24,LP,O,INVOICE-27112023-VIGASLD-Vishaka_Glass_-_Mundra-I-83.pdf,46,27/11/2023 00:00:00,null,null,null,null,null
VIGASLD,2023-2024,83,IT0083/23-24,LP,T,INVOICE-27112023-VIGASLD-Vishaka_Glass_-_Mundra-I-83.pdf,46,27/11/2023 00:00:00,null,null,null,null,null
VIGASLD,2023-2024,84,IT0084/23-24,LP,D,INVOICE-27112023-VIGASLD-Vishaka_Glass_-_Mundra-I-84.pdf,46,27/11/2023 00:00:00,null,null,null,null,null
VIGASLD,2023-2024,84,IT0084/23-24,LP,O,INVOICE-27112023-VIGASLD-Vishaka_Glass_-_Mundra-I-84.pdf,46,27/11/2023 00:00:00,null,null,null,null,null
VIGASLD,2023-2024,84,IT0084/23-24,LP,T,INVOICE-27112023-VIGASLD-Vishaka_Glass_-_Mundra-I-84.pdf,46,27/11/2023 00:00:00,null,null,null,null,null
VIGASLD,2023-2024,85,IT0085/23-24,LP,D,INVOICE-27112023-VIGASLD-Vishaka_Glass_-_Mundra-I-85.pdf,46,27/11/2023 00:00:00,null,null,null,null,null
VIGASLD,2023-2024,85,IT0085/23-24,LP,O,INVOICE-27112023-VIGASLD-Vishaka_Glass_-_Mundra-I-85.pdf,46,27/11/2023 00:00:00,null,null,null,null,null
VIGASLD,2023-2024,85,IT0085/23-24,LP,T,INVOICE-27112023-VIGASLD-Vishaka_Glass_-_Mundra-I-85.pdf,46,27/11/2023 00:00:00,null,null,null,null,null
VIGASLD,2023-2024,86,IT0086/23-24,LP,D,INVOICE-27112023-VIGASLD-Vishaka_Glass_-_Mundra-I-86.pdf,46,27/11/2023 00:00:00,null,null,null,null,null
VIGASLD,2023-2024,86,IT0086/23-24,LP,O,INVOICE-27112023-VIGASLD-Vishaka_Glass_-_Mundra-I-86.pdf,46,27/11/2023 00:00:00,null,null,null,null,null
VIGASLD,2023-2024,86,IT0086/23-24,LP,T,INVOICE-27112023-VIGASLD-Vishaka_Glass_-_Mundra-I-86.pdf,46,27/11/2023 00:00:00,null,null,null,null,null
VIGASLD,2023-2024,87,IT0087/23-24,LP,D,INVOICE-27112023-VIGASLD-Vishaka_Glass_-_Mundra-I-87.pdf,46,27/11/2023 00:00:00,null,null,null,null,null
VIGASLD,2023-2024,87,IT0087/23-24,LP,O,INVOICE-27112023-VIGASLD-Vishaka_Glass_-_Mundra-I-87.pdf,46,27/11/2023 00:00:00,null,null,null,null,null
VIGASLD,2023-2024,87,IT0087/23-24,LP,T,INVOICE-27112023-VIGASLD-Vishaka_Glass_-_Mundra-I-87.pdf,46,27/11/2023 00:00:00,null,null,null,null,null
VIGASLD,2023-2024,88,IT0088/23-24,LP,D,INVOICE-27112023-VIGASLD-Vishaka_Glass_-_Mundra-I-88.pdf,46,27/11/2023 00:00:00,null,null,null,null,null
VIGASLD,2023-2024,88,IT0088/23-24,LP,O,INVOICE-27112023-VIGASLD-Vishaka_Glass_-_Mundra-I-88.pdf,46,27/11/2023 00:00:00,null,null,null,null,null
VIGASLD,2023-2024,88,IT0088/23-24,LP,T,INVOICE-27112023-VIGASLD-Vishaka_Glass_-_Mundra-I-88.pdf,46,27/11/2023 00:00:00,null,null,null,null,null
VIGASLD,2023-2024,89,IT0089/23-24,LP,D,INVOICE-27112023-VIGASLD-Vishaka_Glass_-_Mundra-I-89.pdf,46,27/11/2023 00:00:00,null,null,null,null,null
VIGASLD,2023-2024,89,IT0089/23-24,LP,O,INVOICE-27112023-VIGASLD-Vishaka_Glass_-_Mundra-I-89.pdf,46,27/11/2023 00:00:00,null,null,null,null,null
VIGASLD,2023-2024,89,IT0089/23-24,LP,T,INVOICE-27112023-VIGASLD-Vishaka_Glass_-_Mundra-I-89.pdf,46,27/11/2023 00:00:00,null,null,null,null,null
VIGASLD,2023-2024,90,IT0090/23-24,LP,D,INVOICE-27112023-VIGASLD-Vishaka_Glass_-_Mundra-I-90.pdf,46,27/11/2023 00:00:00,null,null,null,null,null
VIGASLD,2023-2024,90,IT0090/23-24,LP,O,INVOICE-27112023-VIGASLD-Vishaka_Glass_-_Mundra-I-90.pdf,46,27/11/2023 00:00:00,null,null,null,null,null
VIGASLD,2023-2024,90,IT0090/23-24,LP,T,INVOICE-27112023-VIGASLD-Vishaka_Glass_-_Mundra-I-90.pdf,46,27/11/2023 00:00:00,null,null,null,null,null
VIGASLD,2023-2024,91,IT0091/23-24,LP,D,INVOICE-27112023-VIGASLD-Vishaka_Glass_-_Mundra-I-91.pdf,46,27/11/2023 00:00:00,null,null,null,null,null
VIGASLD,2023-2024,91,IT0091/23-24,LP,O,INVOICE-27112023-VIGASLD-Vishaka_Glass_-_Mundra-I-91.pdf,46,27/11/2023 00:00:00,null,null,null,null,null
VIGASLD,2023-2024,91,IT0091/23-24,LP,T,INVOICE-27112023-VIGASLD-Vishaka_Glass_-_Mundra-I-91.pdf,46,27/11/2023 00:00:00,null,null,null,null,null
