COMPANY_CD,FINANCIAL_YEAR,COUNTERPARTY_CD,AGMT_NO,AGMT_REV,CONT_NO,CONT_REV,CONTRACT_TYPE,BU_UNIT,BU_STATE_TIN,BU_CONTACT_PERSON_CD,ADDR_FLAG,CONTACT_PERSON_CD,INVOICE_TYPE,INVOICE_SEQ,INVOICE_NO,LINE_NO,LINE_DESC,UNIT,QTY,RATE,AMOUNT,ENT_BY,ENT_DT,CARGO_NO
AMNS,2021-2022,A-33-19-11921-0,11921,0,17,0,Q,1,0,L00236/21-22,null,null,LP,236,L00236/21-22,1,Delayed Payment Invoice Generated Against Invoice No. L00227/21-22 dated 24-FEB-22,INR,0,0,0,49,08/03/2022 00:00:00,0
AMNS,2021-2022,A-33-19-11921-0,11921,0,17,0,Q,1,0,L00237/21-22,null,null,LP,237,L00237/21-22,1,Delayed Payment Invoice Generated Against Invoice No. L00229/21-22 dated 28-FEB-22,INR,0,0,0,49,08/03/2022 00:00:00,0
AMNS,2022-2023,A-33-19-11921-0,11921,0,25,0,Q,1,0,L00147/22-23,null,null,LP,147,L00147/22-23,1,Delayed Payment Invoice Generated Against Invoice No. L00142/22-23 dated 31-OCT-22,INR,1169768.82,.76,889024.3032,49,21/11/2022 00:00:00,0
AMNS,2022-2023,A-33-19-11921-0,11921,0,25,0,Q,1,0,L00155/22-23,null,null,LP,155,L00155/22-23,1,Delayed Payment Invoice Generated Against Invoice No. L00146/22-23 dated 21-NOV-22,INR,0,0,0,49,01/12/2022 00:00:00,0
AMNS,2021-2022,A-33-19-11921-0,11921,0,15,0,Q,1,0,L00228/21-22,null,null,LP,228,L00228/21-22,1,Delayed Payment Invoice Generated Against Invoice No. L00216/21-22 dated 25-JAN-22,INR,0,0,0,49,25/02/2022 00:00:00,0
AMNS,2022-2023,A-33-19-11921-0,11921,0,22,0,Q,1,0,L00073/22-23,null,null,LP,73,L00073/22-23,1,Delayed Payment Invoice Generated Against Invoice No. L00062/22-23 dated 28-JUL-22,INR,0,0,0,130,08/08/2022 00:00:00,0
AMNS,2022-2023,A-33-19-11921-0,11921,0,22,0,Q,1,0,L00074/22-23,null,null,LP,74,L00074/22-23,1,Delayed Payment Invoice Generated Against Invoice No. L00063/22-23 dated 31-JUL-22,INR,0,0,0,130,08/08/2022 00:00:00,0
AMNS,2023-2024,A-33-19-11921-0,11921,0,35,0,Q,1,0,L00074/23-24,null,null,LP,74,L00074/23-24,1,Delayed Payment Invoice Generated Against Invoice No. L00072/23-24 dated 31-OCT-23,INR,773502.79,.76,587862.1204,201,13/11/2023 00:00:00,0
AMNS,2021-2022,A-33-19-11921-0,11921,0,13,0,Q,1,0,L00211/21-22,null,null,LP,211,L00211/21-22,1,Delayed Payment Invoice Generated Against Invoice No. L00195/21-22 dated 02-DEC-21,INR,0,0,0,23,13/01/2022 00:00:00,0
AMNS,2021-2022,20,1,0,21,0,S,1,0,I0027/21-22,null,null,LP,27,I0027/21-22,1,Delayed Payment Invoice Generated Against Invoice No. S0191/21-22 dated 31-DEC-21,INR,27261.57,4.78,130310.3046,23,13/01/2022 00:00:00,0
AMNS,2025-2026,SN 78,1,0,38,1,S,1,0,2LPAP0001/25-26,null,null,LP,1,2LPAP0001/25-26,1,Delayed Payment Invoice Generated Against Invoice No. SAP0029/24-25 dated 31-MAR-25,INR,61965.22,871.4286,53998264.913292,201,08/04/2025 00:00:00,0
AMNS,2025-2026,SN 78,1,0,38,1,S,1,0,2LPMH0001/25-26,null,null,LP,1,2LPMH0001/25-26,1,Delayed Payment Invoice Generated Against Invoice No. SMH0116/24-25 dated 31-MAR-25,INR,46.54,871.4286,40556.287044,201,08/04/2025 00:00:00,0
AMNS,2025-2026,A-33-19-11921-0,11921,0,23,0,Q,1,0,2LLPGJ0001/25-26,null,null,LP,1,2LLPGJ0001/25-26,1,Delayed Payment Invoice Generated Against Invoice No. L00089/22-23 dated 31-AUG-22,INR,0,0,0,4,03/09/2025 15:50:15,0
AMNS,2020-2021,A-33-17-11719-0,17,0,11719,0,Q,1,0,L00046/20-21 ,null,null,SI,46,L00046/20-21 ,1,null,USD,620967.56,.78,484354.6968,23,09/05/2020 00:00:00,null
AMNS,2020-2021,A-33-17-11719-0,17,0,11719,0,Q,1,0,L00047/20-21 ,null,null,ST,47,L00047/20-21 ,1,null,INR,0,2,0,23,09/05/2020 00:00:00,null
AMNS,2020-2021,A-33-17-11719-0,17,0,11719,0,Q,1,0,L00071/20-21 ,null,null,SI,71,L00071/20-21 ,1,null,USD,1116016.59,.78,870492.9402,23,23/05/2020 00:00:00,null
AMNS,2020-2021,A-33-17-11719-0,17,0,11719,0,Q,1,0,L00072/20-21 ,null,null,ST,72,L00072/20-21 ,1,null,INR,0,2,0,23,23/05/2020 00:00:00,null
AMNS,2020-2021,A-33-17-11719-0,17,0,11719,0,Q,1,0,L00138/20-21 ,null,null,ST,138,L00138/20-21 ,1,null,USD,2397856.26,.78,1870327.8828,23,16/06/2020 00:00:00,null
AMNS,2020-2021,A-33-17-11719-0,17,0,11719,0,Q,1,0,L00141/20-21 ,null,null,ST,141,L00141/20-21 ,1,null,INR,0,2,0,23,17/06/2020 00:00:00,null
AMNS,2020-2021,A-33-17-11719-0,17,0,11719,0,Q,1,0,L00182/20-21 ,null,null,ST,182,L00182/20-21 ,1,null,INR,0,2,0,23,15/07/2020 00:00:00,null
AMNS,2020-2021,A-33-17-11719-0,17,0,11719,0,Q,1,0,L00044/20-21 ,null,null,ST,44,L00044/20-21 ,1,null,INR,0,2,0,23,01/05/2020 00:00:00,null
AMNS,2020-2021,A-33-17-11719-0,17,0,11719,0,Q,1,0,L00043/20-21 ,null,null,SI,43,L00043/20-21 ,1,null,USD,273092.44,.78,213012.1032,23,01/05/2020 00:00:00,null
AMNS,2020-2021,A-33-17-11719-0,17,0,11719,0,Q,1,0,L00017/20-21 ,null,null,ST,17,L00017/20-21 ,1,null,INR,0,2,0,23,23/04/2020 00:00:00,null
AMNS,2020-2021,A-33-17-11719-0,17,0,11719,0,Q,1,0,L00015/20-21 ,null,null,ST,15,L00015/20-21 ,1,null,INR,0,2,0,23,16/04/2020 00:00:00,null
AMNS,2020-2021,A-33-17-11719-0,17,0,11719,0,Q,1,0,L00016/20-21 ,null,null,SI,16,L00016/20-21 ,1,null,USD,402679.09,.78,314089.6902,23,23/04/2020 00:00:00,null
AMNS,2022-2023,A-33-19-11921-0,19,0,11921,0,Q,1,0,L00149/22-23,null,null,LP,149,L00149/22-23,1,null,USD,0,0,0,49,25/11/2022 00:00:00,null
AMNS,2022-2023,A-33-19-11921-0,19,0,11921,0,Q,1,0,L00150/22-23,null,null,LP,150,L00150/22-23,1,null,USD,0,0,0,49,25/11/2022 00:00:00,null
AMNS,2016-2017,A-33-1-12017-0,12017,0,1,0,Q,1,0,0005/16-17,cr,null,CR,669,0005/16-17,1,REV_INV,USD,262836.11,.8,210268.888,23,24/03/2017 11:33:25,null
AMNS,2019-2020,A-33-17-11719-0,11719,0,2,0,Q,1,0,D001/19-20,dr,null,DR,692,D001/19-20,1,DIFF-EXG,USD,1239465.32,.78,966782.9496,6,04/02/2020 15:55:28,null
AMNS,2021-2022,A-33-19-11921-0,19,0,11921,0,Q,1,0,C0001/21-22,cr,null,CR,13,C0001/21-22,1,DIFF-PRICE,USD,140990,.76,107152.4,4,20/10/2021 00:00:00,null
SEMTPL,2019-2020,02,1,0,2,0,S,1,0,D012/19-20,dr,null,DR,101,D012/19-20,1,DIFF-EXG,USD,30400,6.3,191520,6,04/02/2020 15:50:53,null
SGIPL,2021-2022,2,1,0,2,1,S,1,0,I0003/21-22,null,null,LP,3,I0003/21-22,1,Delayed Payment Invoice Generated Against Invoice No. S0293/20-21 dated 15-DEC-20,INR,8550,7.85,67117.5,49,02/06/2021 00:00:00,0
SGIPL,2021-2022,13-0,1,0,13,0,S,1,0,I0001/21-22,null,null,LP,1,I0001/21-22,1,Delayed Payment Invoice Generated Against Invoice No. S0281/20-21 dated 30-NOV-20,INR,12000,5.8004,69604.8,49,02/06/2021 00:00:00,0
SGIPL,2021-2022,2,1,0,2,1,S,1,0,I0002/21-22,null,null,LP,2,I0002/21-22,1,Delayed Payment Invoice Generated Against Invoice No. S0280/20-21 dated 30-NOV-20,INR,8550,7.85,67117.5,49,02/06/2021 00:00:00,0
SGIPL,2019-2020,2-0,1,1,2,0,S,1,0,D009/19-20,dr,null,DR,98,D009/19-20,1,DIFF-EXG,USD,32000,7.85,251200,6,04/02/2020 15:45:36,null
SGIPL,2019-2020,11-0,1,0,11,0,S,1,0,D010/19-20,dr,null,DR,99,D010/19-20,1,DIFF-EXG,USD,7200,5.8,41760,6,04/02/2020 15:47:18,null
SGIPL,2020-2021,13,1,0,13,0,S,1,0,D007/20-21,dr,null,DR,120,D007/20-21,1,DIFF-EXG,USD,1200,.0821,98.52,4,08/03/2021 00:00:00,null
HCG,2021-2022,1-0,1,0,1,0,S,1,0,I0006/21-22,null,null,LP,6,I0006/21-22,1,Delayed Payment Invoice Generated Against Invoice No. S0015/21-22 dated 30-APR-21,INR,6500,6.35,41275,49,02/06/2021 00:00:00,0
HCG,2021-2022,4-0,1,0,4,0,S,1,0,I0004/21-22,null,null,LP,4,I0004/21-22,1,Delayed Payment Invoice Generated Against Invoice No. S0017/21-22 dated 30-APR-21,INR,28500,5.04,143640,49,02/06/2021 00:00:00,0
HCG,2021-2022,2-0,1,0,2,0,S,1,0,I0005/21-22,null,null,LP,5,I0005/21-22,1,Delayed Payment Invoice Generated Against Invoice No. S0016/21-22 dated 30-APR-21,INR,11575,8.77,101512.75,49,02/06/2021 00:00:00,0
HCG,2021-2022,1-1,1,0,1,1,S,1,0,I0007/21-22,null,null,LP,7,I0007/21-22,1,Delayed Payment Invoice Generated Against Invoice No. S0035/21-22 dated 15-MAY-21,INR,7500,6.35,47625,49,02/06/2021 00:00:00,0
HCG,2021-2022,2-0,1,0,2,0,S,1,0,I0008/21-22,null,null,LP,8,I0008/21-22,1,Delayed Payment Invoice Generated Against Invoice No. S0036/21-22 dated 15-MAY-21,INR,12000,8.77,105240,49,02/06/2021 00:00:00,0
HCG,2021-2022,1-1,1,0,1,1,S,1,0,I0009/21-22,null,null,LP,9,I0009/21-22,1,Delayed Payment Invoice Generated Against Invoice No. S0049/21-22 dated 31-MAY-21,INR,8000,6.35,50800,49,17/06/2021 00:00:00,0
HCG,2021-2022,2-0,1,0,2,0,S,1,0,I0010/21-22,null,null,LP,10,I0010/21-22,1,Delayed Payment Invoice Generated Against Invoice No. S0050/21-22 dated 31-MAY-21,INR,6400,8.77,56128,49,17/06/2021 00:00:00,0
HCG,2021-2022,2-0,1,0,2,0,S,1,0,I0022/21-22,null,null,LP,22,I0022/21-22,1,Delayed Payment Invoice Generated Against Invoice No. S0162/21-22 dated 15-NOV-21,INR,20250,8.77,177592.5,23,29/12/2021 00:00:00,0
HCG,2021-2022,2-0,1,0,2,0,S,1,0,I0024/21-22,null,null,LP,24,I0024/21-22,1,Delayed Payment Invoice Generated Against Invoice No. S0166/21-22 dated 30-NOV-21,INR,20250,8.77,177592.5,23,29/12/2021 00:00:00,0
HCG,2020-2021,1-0,1,0,1,0,S,1,0,I0001/20-21,null,null,LP,1,I0001/20-21,1,Delayed Payment Invoice Generated Against Invoice No. S0077/20-21 dated 15-JUN-20,INR,1500,6.35,9525,23,09/07/2020 00:00:00,0
HCG,2021-2022,2-0,1,0,2,0,S,1,0,I0025/21-22,null,null,LP,25,I0025/21-22,1,Delayed Payment Invoice Generated Against Invoice No. S0179/21-22 dated 15-DEC-21,INR,20250,8.77,177592.5,23,29/12/2021 00:00:00,0
HCG,2020-2021,1-0,1,0,1,0,S,1,0,I0003/20-21,null,null,LP,3,I0003/20-21,1,Delayed Payment Invoice Generated Against Invoice No. S0178/20-21 dated 31-AUG-20,INR,16000,6.35,101600,23,08/10/2020 00:00:00,0
HCG,2020-2021,1-0,1,0,1,0,S,1,0,I0004/20-21,null,null,LP,4,I0004/20-21,1,Delayed Payment Invoice Generated Against Invoice No. S0192/20-21 dated 15-SEP-20,INR,15000,6.35,95250,23,08/10/2020 00:00:00,0
HCG,2020-2021,1-0,1,0,1,0,S,1,0,I0005/20-21,null,null,LP,5,I0005/20-21,1,Delayed Payment Invoice Generated Against Invoice No. S0216/20-21 dated 30-SEP-20,INR,15000,6.35,95250,23,08/10/2020 00:00:00,0
HCG,2021-2022,1-1,1,0,1,1,S,1,0,I0012/21-22,null,null,LP,12,I0012/21-22,1,Delayed Payment Invoice Generated Against Invoice No. S0064/21-22 dated 15-JUN-21,INR,7500,6.35,47625,23,07/07/2021 00:00:00,0
HCG,2021-2022,2-0,1,0,2,0,S,1,0,I0013/21-22,null,null,LP,13,I0013/21-22,1,Delayed Payment Invoice Generated Against Invoice No. S0065/21-22 dated 15-JUN-21,INR,6000,8.77,52620,23,07/07/2021 00:00:00,0
HCG,2021-2022,2-0,1,0,2,0,S,1,0,I0021/21-22,null,null,LP,21,I0021/21-22,1,Delayed Payment Invoice Generated Against Invoice No. S0150/21-22 dated 31-OCT-21,INR,21600,8.77,189432,23,16/11/2021 00:00:00,0
HCG,2020-2021,1-0,1,0,1,0,S,1,0,I0002/20-21,null,null,LP,2,I0002/20-21,1,Delayed Payment Invoice Generated Against Invoice No. S0150/20-21 dated 15-AUG-20,INR,24000,6.35,152400,23,27/08/2020 00:00:00,0
HCG,2021-2022,2-0,1,0,2,0,S,1,0,I0017/21-22,null,null,LP,17,I0017/21-22,1,Delayed Payment Invoice Generated Against Invoice No. S0105/21-22 dated 31-JUL-21,INR,21600,8.77,189432,23,27/08/2021 00:00:00,0
HCG,2021-2022,2-0,1,0,2,0,S,1,0,I0018/21-22,null,null,LP,18,I0018/21-22,1,Delayed Payment Invoice Generated Against Invoice No. S0114/21-22 dated 15-AUG-21,INR,18575,8.77,162902.75,23,27/08/2021 00:00:00,0
HCG,2021-2022,2-0,1,0,2,0,S,1,0,I0020/21-22,null,null,LP,20,I0020/21-22,1,Delayed Payment Invoice Generated Against Invoice No. S0135/21-22 dated 30-SEP-21,INR,20250,8.77,177592.5,23,16/11/2021 00:00:00,0
HCG,2021-2022,2-0,1,0,2,0,S,1,0,I0019/21-22,null,null,LP,19,I0019/21-22,1,Delayed Payment Invoice Generated Against Invoice No. S0123/21-22 dated 31-AUG-21,INR,20250,8.77,177592.5,23,13/09/2021 00:00:00,0
HCG,2021-2022,2-0,1,0,2,0,S,1,0,I0014/21-22,null,null,LP,14,I0014/21-22,1,Delayed Payment Invoice Generated Against Invoice No. S0075/21-22 dated 30-JUN-21,INR,15000,8.77,131550,23,30/07/2021 00:00:00,0
HCG,2021-2022,1-1,1,0,1,1,S,1,0,I0015/21-22,null,null,LP,15,I0015/21-22,1,Delayed Payment Invoice Generated Against Invoice No. S0076/21-22 dated 30-JUN-21,INR,7500,6.35,47625,23,30/07/2021 00:00:00,0
HCG,2021-2022,2-0,1,0,2,0,S,1,0,I0016/21-22,null,null,LP,16,I0016/21-22,1,Delayed Payment Invoice Generated Against Invoice No. S0095/21-22 dated 15-JUL-21,INR,20250,8.77,177592.5,23,30/07/2021 00:00:00,0
HCG,2020-2021,1-0,1,0,1,0,S,1,0,I0006/20-21,null,null,LP,6,I0006/20-21,1,Delayed Payment Invoice Generated Against Invoice No. S0259/20-21 dated 31-OCT-20,INR,16000,6.35,101600,48,31/03/2021 00:00:00,0
HCG,2020-2021,1-0,1,0,1,0,S,1,0,I0007/20-21,null,null,LP,7,I0007/20-21,1,Delayed Payment Invoice Generated Against Invoice No. S0284/20-21 dated 30-NOV-20,INR,15000,6.35,95250,48,31/03/2021 00:00:00,0
HCG,2020-2021,1-0,1,0,1,0,S,1,0,I0008/20-21,null,null,LP,8,I0008/20-21,1,Delayed Payment Invoice Generated Against Invoice No. S0311/20-21 dated 31-DEC-20,INR,16000,6.35,101600,48,31/03/2021 00:00:00,0
HCG,2020-2021,1-0,1,0,1,0,S,1,0,I0009/20-21,null,null,LP,9,I0009/20-21,1,Delayed Payment Invoice Generated Against Invoice No. S0329/20-21 dated 15-JAN-21,INR,7000,6.35,44450,48,31/03/2021 00:00:00,0
HCG,2020-2021,1-0,1,0,1,0,S,1,0,I0010/20-21,null,null,LP,10,I0010/20-21,1,Delayed Payment Invoice Generated Against Invoice No. S0342/20-21 dated 31-JAN-21,INR,8000,6.35,50800,48,31/03/2021 00:00:00,0
HCG,2020-2021,2-0,1,0,2,0,S,1,0,I0011/20-21,null,null,LP,11,I0011/20-21,1,Delayed Payment Invoice Generated Against Invoice No. S0343/20-21 dated 31-JAN-21,INR,1485,8.77,13023.45,48,31/03/2021 00:00:00,0
HCG,2020-2021,2-0,1,0,2,0,S,1,0,I0012/20-21,null,null,LP,12,I0012/20-21,1,Delayed Payment Invoice Generated Against Invoice No. S0345/20-21 dated 15-FEB-21,INR,22275,8.77,195351.75,48,31/03/2021 00:00:00,0
HCG,2020-2021,1-0,1,0,1,0,S,1,0,I0013/20-21,null,null,LP,13,I0013/20-21,1,Delayed Payment Invoice Generated Against Invoice No. S0348/20-21 dated 15-FEB-21,INR,7500,6.35,47625,48,31/03/2021 00:00:00,0
HCG,2020-2021,1-0,1,0,1,0,S,1,0,I0014/20-21,null,null,LP,14,I0014/20-21,1,Delayed Payment Invoice Generated Against Invoice No. S0349/20-21 dated 28-FEB-21,INR,6500,6.35,41275,48,31/03/2021 00:00:00,0
HCG,2020-2021,2-0,1,0,2,0,S,1,0,I0015/20-21,null,null,LP,15,I0015/20-21,1,Delayed Payment Invoice Generated Against Invoice No. S0350/20-21 dated 28-FEB-21,INR,19305,8.77,169304.85,48,31/03/2021 00:00:00,0
HCG,2020-2021,1-0,1,0,1,0,S,1,0,I0016/20-21,null,null,LP,16,I0016/20-21,1,Delayed Payment Invoice Generated Against Invoice No. S0355/20-21 dated 15-MAR-21,INR,7500,6.35,47625,48,31/03/2021 00:00:00,0
HCG,2020-2021,03,1,0,3,0,S,1,0,C002/21-22,cr,null,CR,371,C002/21-22,1,REV_INV,USD,9000,0,0,23,20/10/2021 00:00:00,null
GGL,2023-2024,5-0,1,0,5,0,S,1,0,I0011/23-24,null,null,LP,11,I0011/23-24,1,Delayed Payment Invoice Generated Against Invoice No. S0385/23-24 dated 29-FEB-24,INR,7140,10.2892,73464.888,201,12/03/2024 00:00:00,0
GGL,2019-2020,01,1,0,1,0,S,1,0,D011/19-20,dr,null,DR,100,D011/19-20,1,DIFF-EXG,USD,33600,6.03,202608,6,04/02/2020 15:49:15,null
HGL-RLNG,2021-2022,2-0,1,0,2,0,S,1,0,I0023/21-22,null,null,LP,23,I0023/21-22,1,Delayed Payment Invoice Generated Against Invoice No. S0159/21-22 dated 15-NOV-21,INR,5482.59,9.3,50988.087,23,29/12/2021 00:00:00,0
HCGD-B,2024-2025,6-0,1,0,6,0,S,1,0,I0004/24-25,null,null,LP,4,I0004/24-25,1,Delayed Payment Invoice Generated Against Invoice No. S0010/24-25 dated 15-APR-24,INR,30000,10.2,306000,201,29/04/2024 00:00:00,0
HCGD-B,2024-2025,6-0,1,0,6,0,S,1,0,I0006/24-25,null,null,LP,6,I0006/24-25,1,Delayed Payment Invoice Generated Against Invoice No. S0025/24-25 dated 30-APR-24,INR,28050,10.2,286110,201,13/05/2024 00:00:00,0
HCGD-B,2024-2025,6-0,1,0,6,0,S,1,0,I0008/24-25,null,null,LP,8,I0008/24-25,1,Delayed Payment Invoice Generated Against Invoice No. S0208/24-25 dated 15-OCT-24,INR,24100,10.2,245820,201,26/11/2024 00:00:00,0
OPAL,2023-2024,L-16-1-1,16,0,1,1,L,1,27,SMH0020/23-24,null,null,OR,20,SMH0020/23-24,1,null,USD,6514,34.08,221997.12,153,05/05/2023 00:00:00,null
TGLPL,2022-2023,1-0,1,0,1,0,S,1,0,I0002/22-23,null,null,LP,2,I0002/22-23,1,Delayed Payment Invoice Generated Against Invoice No. S0073/22-23 dated 15-AUG-22,INR,429,26.9706,11570.3874,23,30/08/2022 00:00:00,0
TGLPL,2022-2023,1-0,1,0,1,0,S,1,0,I0004/22-23,null,null,LP,4,I0004/22-23,1,Delayed Payment Invoice Generated Against Invoice No. S0192/22-23 dated 15-DEC-22,INR,2410,23.0134,55462.294,153,27/12/2022 00:00:00,0
TGLPL,2022-2023,1-0,1,0,1,0,S,1,0,I0003/22-23,null,null,LP,3,I0003/22-23,1,Delayed Payment Invoice Generated Against Invoice No. S0074/22-23 dated 15-AUG-22,INR,375,26.9706,10113.975,23,30/08/2022 00:00:00,0
GFCL,2023-2024,3-0,1,0,3,0,S,1,0,I0005/23-24,null,null,LP,5,I0005/23-24,1,Delayed Payment Invoice Generated Against Invoice No. S0053/23-24 dated 05-JUN-23,INR,4784,13.5,64584,23,19/06/2023 00:00:00,0
GFCL,2023-2024,3-0,1,0,3,0,S,1,0,I0004/23-24,null,null,LP,4,I0004/23-24,1,Delayed Payment Invoice Generated Against Invoice No. S0048/23-24 dated 31-MAY-23,INR,25366,13.5,342441,0,13/06/2023 00:00:00,0
GFCL,2023-2024,2-0,1,0,2,0,S,1,0,I0006/23-24,null,null,LP,6,I0006/23-24,1,Delayed Payment Invoice Generated Against Invoice No. S0100/23-24 dated 31-JUL-23,INR,4930,17.9,88247,113,10/08/2023 00:00:00,0
INPEROX,2023-2024,3-0,1,0,3,0,S,1,0,I0008/23-24,null,null,LP,8,I0008/23-24,1,Delayed Payment Invoice Generated Against Invoice No. S0152/23-24 dated 30-SEP-23,INR,5995.19,12.194,73105.34686,46,10/10/2023 00:00:00,0
INPEROX,2023-2024,3-0,1,0,3,0,S,1,0,I0007/23-24,null,null,LP,7,I0007/23-24,1,Delayed Payment Invoice Generated Against Invoice No. S0140/23-24 dated 15-SEP-23,INR,6097.52,12.194,74353.15888,23,28/09/2023 00:00:00,0
INPEROX,2023-2024,3-0,1,0,3,0,S,1,0,I0010/23-24,null,null,LP,10,I0010/23-24,1,Delayed Payment Invoice Generated Against Invoice No. S0193/23-24 dated 15-NOV-23,INR,5997.97,10.159,60933.37723,201,24/11/2023 00:00:00,0
INPEROX,2023-2024,3-0,1,0,3,0,S,1,0,I0009/23-24,null,null,LP,9,I0009/23-24,1,Delayed Payment Invoice Generated Against Invoice No. S0172/23-24 dated 31-OCT-23,INR,6400,10.159,65017.6,201,13/11/2023 00:00:00,0
INPEROX,2024-2025,3-0,1,0,3,0,S,1,0,I0001/24-25,null,null,LP,1,I0001/24-25,1,Delayed Payment Invoice Generated Against Invoice No. S0434/23-24 dated 31-MAR-24,INR,3200,10.159,32508.8,201,16/04/2024 00:00:00,0
GOAGLSF,2022-2023,2-0,1,0,2,0,S,1,0,I0005/22-23,null,null,LP,5,I0005/22-23,1,Delayed Payment Invoice Generated Against Invoice No. SMH0165/22-23 dated 15-FEB-23,INR,2433.68,17.5,42589.4,153,21/03/2023 00:00:00,0
GOAGLSF,2023-2024,2-0,1,0,2,0,S,1,27,SMH0019/23-24,null,null,OR,19,SMH0019/23-24,1,null,USD,39.52,17.5,691.6,153,02/05/2023 00:00:00,null
SVTPLIN,2024-2025,4-0,1,0,4,0,S,1,0,I0003/24-25,null,null,LP,3,I0003/24-25,1,Delayed Payment Invoice Generated Against Invoice No. S0014/24-25 dated 15-APR-24,INR,12393.65,9.56,118483.294,201,29/04/2024 00:00:00,0
SVTPLIN,2024-2025,4-0,1,0,4,0,S,1,0,I0007/24-25,null,null,LP,7,I0007/24-25,1,Delayed Payment Invoice Generated Against Invoice No. S0031/24-25 dated 01-MAY-24,INR,56.19,9.56,537.1764,46,26/06/2024 00:00:00,0
SVTPLIN,2024-2025,3-1,1,0,3,1,S,1,0,I0002/24-25,null,null,LP,2,I0002/24-25,1,Delayed Payment Invoice Generated Against Invoice No. S0435/23-24 dated 31-MAR-24,INR,12854.63,9.96,128032.1148,201,16/04/2024 00:00:00,0
SVTPLIN,2024-2025,4-0,1,0,4,0,S,1,0,I0005/24-25,null,null,LP,5,I0005/24-25,1,Delayed Payment Invoice Generated Against Invoice No. S0030/24-25 dated 30-APR-24,INR,11774.25,9.56,112561.83,201,13/05/2024 00:00:00,0
