COMPANY_CD,COUNTERPARTY_CD,AGMT_NO,AGMT_REV,CONT_NO,CONT_REV,CONTRACT_TYPE,BU_UNIT,BU_CONTACT_PERSON_CD,ADDR_FLAG,INVOICE_SEQ,INVOICE_NO,LINE_NO,LINE_DESC,UNIT,QTY,RATE,AMOUNT,ENT_BY,ENT_DT,FINANCIAL_YEAR,INVOICE_TYPE
Gail,1-1-1603-1021S1-0-1-0-1,UPG2A25109000731,16,null,null,C,null,null,null,null,UPG2A25109000731,1,Transmission Charge,INR,5400,25.63,138402,219,17/04/2025 00:00:00,2025-2026,TC
Gail,1-1-1603-1021S1-0-1-0-1,UPG2A25109000732,16,null,null,C,null,null,null,null,UPG2A25109000732,1,Transmission Charge,INR,9000,25.63,230670,219,17/04/2025 00:00:00,2025-2026,TC
Gail,1-1-1603-1021S1-0-1-0-1,UPG2A25109002590,16,null,null,C,null,null,null,null,UPG2A25109002590,1,Transmission Charge,INR,12600,25.63,322938,219,02/05/2025 00:00:00,2025-2026,TC
Gail,1-1-1603-1361S1-0-1-0-1,UPG2A23109013679,16,null,null,C,null,null,null,null,UPG2A23109013679,1,Transmission Charge,INR,28175.31,26.28,740447.22,130,17/01/2024 00:00:00,2023-2024,TC
Gail,1-1-1603-1361S1-0-1-0-1,UPG2A23109014653,30,null,null,C,null,null,null,null,UPG2A23109014653,1,Positive Imbalance Above 10 Rate,INR,3873.657,13.14,50899.85,113,03/02/2024 00:00:00,2023-2024,IC
Gail,1-1-1603-1361S1-0-1-0-1,UPG2A23109014653,32,null,null,C,null,null,null,null,UPG2A23109014653,2,Negative Imbalance Above 5 Rate,INR,45.211,13.14,594.07,113,03/02/2024 00:00:00,2023-2024,IC
Gail,1-1-1604-1282L1-0-1-0-2,UPG2A23109003774,32,null,null,C,null,null,null,null,UPG2A23109003774,1,Negative Imbalance Above 5 Rate,INR,13574.34,7,95020.38,113,04/07/2023 00:00:00,2023-2024,IC
Gail,1-1-1604-1101S1-0-3-0-1,UPG2A24109010761,30,null,null,C,null,null,null,null,UPG2A24109010761,1,Positive Imbalance Above 10 Rate,INR,78.083,9.21,719.14,219,17/10/2024 00:00:00,2024-2025,IC
Gail,1-1-1604-1101S1-0-3-0-1,UPG2A24109010762,30,null,null,C,null,null,null,null,UPG2A24109010762,1,Positive Imbalance Above 10 Rate,INR,223.848,9.21,2061.64,219,17/10/2024 00:00:00,2024-2025,IC
Gail,1-1-1604-1101S1-0-3-0-1,UPG2A24109012610,30,null,null,C,null,null,null,null,UPG2A24109012610,1,Positive Imbalance Above 10 Rate,INR,23.291,9.21,214.51,219,05/11/2024 00:00:00,2024-2025,IC
Gail,1-1-1601-1361S1-0-3-0-1,UPG2A24109005824,16,null,null,C,null,null,null,null,UPG2A24109005824,1,Transmission Charge,INR,7200,42.04,302688,219,02/08/2024 00:00:00,2024-2025,TC
Gail,1-1-1604-1101S1-0-4-0-1,UPG2A24109013099,16,null,null,C,null,null,null,null,UPG2A24109013099,1,Transmission Charge,INR,2402.62,18.42,44256.34,113,21/11/2024 00:00:00,2024-2025,TC
Gail,1-1-1604-1101S1-0-4-0-1,UPG2A24109013478,30,null,null,C,null,null,null,null,UPG2A24109013478,1,Positive Imbalance Above 10 Rate,INR,83.59,9.21,769.86,113,21/11/2024 00:00:00,2024-2025,IC
Gail,1-1-1604-1101S1-0-4-0-1,UPG2A24109013478,32,null,null,C,null,null,null,null,UPG2A24109013478,2,Negative Imbalance Above 5 Rate,INR,14.75,9.21,135.85,113,21/11/2024 00:00:00,2024-2025,IC
Gail,1-1-1604-1101S1-0-4-0-1,UPG2A24109013479,32,null,null,C,null,null,null,null,UPG2A24109013479,1,Negative Imbalance Above 5 Rate,INR,61.18,9.21,563.47,113,21/11/2024 00:00:00,2024-2025,IC
Gail,1-1-1604-1101S1-0-4-0-1,UPG2A24109015309,43,null,null,C,null,null,null,null,UPG2A24109015309,1,Ship or Pay Charges,INR,75.357,18.42,1388.08,219,03/12/2024 00:00:00,2024-2025,TC
Gail,1-1-1604-1101S1-0-4-0-1,UPG2A24109015382,30,null,null,C,null,null,null,null,UPG2A24109015382,1,Positive Imbalance Above 10 Rate,INR,9.556,9.21,88.01,219,03/12/2024 00:00:00,2024-2025,IC
Gail,1-1-1604-1101S1-0-4-1-1,UPG2A24109017485,16,null,null,C,null,null,null,null,UPG2A24109017485,1,Transmission Charge,INR,2400,25.63,61512,219,19/02/2025 00:00:00,2024-2025,TC
Gail,1-1-1604-1101S1-0-4-1-1,UPG2A24109017485,16,null,null,C,null,null,null,null,UPG2A24109017485,1,Transmission Charge,INR,2400,25.63,61512,219,19/02/2025 00:00:00,2024-2025,TC
Gail,1-1-1604-1101S1-0-4-1-1,UPG2A24109017752,30,null,null,C,null,null,null,null,UPG2A24109017752,1,Positive Imbalance Above 10 Rate,INR,27.783,9.21,255.88,219,03/01/2025 00:00:00,2024-2025,IC
Gail,1-1-1604-1101S1-0-4-1-1,UPG2A24109017752,32,null,null,C,null,null,null,null,UPG2A24109017752,2,Negative Imbalance Above 5 Rate,INR,7.606,9.21,70.05,219,03/01/2025 00:00:00,2024-2025,IC
Gail,1-1-1603-381S1-0-5-0-1,UPG2A23109003194,30,null,null,C,null,null,null,null,UPG2A23109003194,1,Positive Imbalance Above 10 Rate,INR,9.574,7,67.02,113,20/06/2023 00:00:00,2023-2024,IC
Gail,1-1-1603-381S1-0-5-0-1,UPG2A23109003627,32,null,null,C,null,null,null,null,UPG2A23109003627,1,Negative Imbalance Above 5 Rate,INR,5488.982,7,38422.87,113,04/07/2023 00:00:00,2023-2024,IC
Gail,1-1-1604-542S1-0-5-0-2,UPG2A23109017267,16,null,null,C,null,null,null,null,UPG2A23109017267,1,Transmission Charge,INR,3907.61,26.28,102691.86,130,02/04/2024 00:00:00,2023-2024,TC
Gail,1-1-1604-1101S1-0-5-0-1,UPG2A25109000626,16,null,null,C,null,null,null,null,UPG2A25109000626,1,Transmission Charge,INR,2274.83,18.42,41902.33,219,17/04/2025 00:00:00,2025-2026,TC
Gail,1-1-1604-1101S1-0-5-0-1,UPG2A25109000627,16,null,null,C,null,null,null,null,UPG2A25109000627,1,Transmission Charge,INR,2265.51,18.42,41730.67,219,17/04/2025 00:00:00,2025-2026,TC
Gail,1-1-1604-1101S1-0-5-0-1,UPG2A25109000918,30,null,null,C,null,null,null,null,UPG2A25109000918,1,Positive Imbalance Above 10 Rate,INR,9.505,9.21,87.54,219,21/04/2025 00:00:00,2025-2026,IC
Gail,1-1-1604-1101S1-0-5-0-1,UPG2A25109000920,30,null,null,C,null,null,null,null,UPG2A25109000920,1,Positive Imbalance Above 10 Rate,INR,59.952,9.21,552.16,219,17/04/2025 00:00:00,2025-2026,IC
Gail,1-1-1604-1101S1-0-5-0-1,UPG2A25109002684,16,null,null,C,null,null,null,null,UPG2A25109002684,1,Transmission Charge,INR,1358.53,18.42,25024.18,219,02/05/2025 00:00:00,2025-2026,TC
Gail,1-1-1604-1101S1-0-5-0-1,UPG2A25109002685,16,null,null,C,null,null,null,null,UPG2A25109002685,1,Transmission Charge,INR,3304.72,18.42,60872.95,219,02/05/2025 00:00:00,2025-2026,TC
Gail,1-1-1604-1101S1-0-5-0-1,UPG2A25109002860,32,null,null,C,null,null,null,null,UPG2A25109002860,1,Negative Imbalance Above 5 Rate,INR,5.465,9.21,50.33,219,02/05/2025 00:00:00,2025-2026,IC
Gail,1-1-1604-1101S1-0-5-0-1,UPG2A25109002861,32,null,null,C,null,null,null,null,UPG2A25109002861,1,Negative Imbalance Above 5 Rate,INR,219.799,9.21,2024.35,219,02/05/2025 00:00:00,2025-2026,IC
Gail,1-1-1603-381S1-0-6-0-1,UPG2A23109008904,30,null,null,C,null,null,null,null,UPG2A23109008904,1,Positive Imbalance Above 10 Rate,INR,2143.62,13.14,28167.17,130,17/10/2023 00:00:00,2023-2024,IC
Gail,1-1-1603-381S1-0-6-0-1,UPG2A23109008904,32,null,null,C,null,null,null,null,UPG2A23109008904,2,Negative Imbalance Above 5 Rate,INR,35.61,13.14,467.92,130,17/10/2023 00:00:00,2023-2024,IC
Gail,1-1-1603-381S1-0-6-0-1,UPG2A23109010046,30,null,null,C,null,null,null,null,UPG2A23109010046,1,Positive Imbalance Above 10 Rate,INR,2890,13.14,37974.6,130,02/11/2023 00:00:00,2023-2024,IC
Gail,1-1-1603-381S1-0-6-0-1,UPG2A23109010683,30,null,null,C,null,null,null,null,UPG2A23109010683,1,Positive Imbalance Above 10 Rate,INR,10285.219,13.14,135147.78,130,17/11/2023 00:00:00,2023-2024,IC
Gail,1-1-1603-381S1-0-6-0-1,UPG2A23109011270,16,null,null,C,null,null,null,null,UPG2A23109011270,1,Transmission Charge,INR,26075.22,26.28,685256.78,113,02/12/2023 00:00:00,2023-2024,TC
Gail,1-1-1603-381S1-0-6-0-1,UPG2A23109013255,30,null,null,C,null,null,null,null,UPG2A23109013255,1,Positive Imbalance Above 10 Rate,INR,2287.772,13.14,30061.32,130,17/01/2024 00:00:00,2023-2024,IC
Gail,1-1-1603-381S1-0-6-0-1,UPG2A23109014238,16,null,null,C,null,null,null,null,UPG2A23109014238,1,Transmission Charge,INR,24000,26.28,630720,130,02/02/2024 00:00:00,2023-2024,TC
Gail,1-1-1603-381S1-0-6-0-1,UPG2A23109017357,16,null,null,C,null,null,null,null,UPG2A23109017357,1,Transmission Charge,INR,31952.09,26.28,839700.95,130,02/04/2024 00:00:00,2023-2024,TC
Gail,1-1-1601-581S1-0-6-0-1,UPG2A24109003987,16,null,null,C,null,null,null,null,UPG2A24109003987,1,Transmission Charge,INR,21005,114.52,2405492.6,219,02/07/2024 00:00:00,2024-2025,TC
Gail,1-1-1601-581S1-0-6-0-1,UPG2A24109012607,30,null,null,C,null,null,null,null,UPG2A24109012607,1,Positive Imbalance Above 10 Rate,INR,26.222,53.38,1399.99,219,05/11/2024 00:00:00,2024-2025,IC
Gail,1-1-1601-581S1-0-6-0-1,UPG2A24109013579,30,null,null,C,null,null,null,null,UPG2A24109013579,1,Positive Imbalance Above 10 Rate,INR,.788,53.39,42.07,219,18/11/2024 00:00:00,2024-2025,IC
Gail,1-1-1601-581S1-0-6-0-1,UPG2A24109020465,16,null,null,C,null,null,null,null,UPG2A24109020465,1,Transmission Charge,INR,2400,106.77,256248,219,04/02/2025 00:00:00,2024-2025,TC
Gail,1-1-1601-581S1-0-6-0-1,UPG2A24109020468,16,null,null,C,null,null,null,null,UPG2A24109020468,1,Transmission Charge,INR,2250,106.77,240232.5,219,04/02/2025 00:00:00,2024-2025,TC
Gail,1-1-1601-581S1-0-6-0-1,UPG2A24109021429,16,null,null,C,null,null,null,null,UPG2A24109021429,1,Transmission Charge,INR,2250,106.77,240232.5,88,17/02/2025 00:00:00,2024-2025,TC
Gail,1-1-1601-581S1-0-6-0-1,UPG2A24109023989,16,null,null,C,null,null,null,null,UPG2A24109023989,1,Transmission Charge,INR,2100,106.77,224217,219,18/03/2025 00:00:00,2024-2025,TC
Gail,1-1-1603-581S1-0-6-0-1,UPG2A24109005915,16,null,null,C,null,null,null,null,UPG2A24109005915,1,Transmission Charge,INR,29110,25.63,746089.3,219,02/08/2024 00:00:00,2024-2025,TC
Gail,1-1-1603-581S1-0-6-0-1,UPG2A24109009606,16,null,null,C,null,null,null,null,UPG2A24109009606,1,Transmission Charge,INR,254300,25.63,651770.9,219,03/10/2024 00:00:00,2024-2025,TC
Gail,1-1-1603-581S1-0-6-0-1,UPG2A24109012606,30,null,null,C,null,null,null,null,UPG2A24109012606,1,Positive Imbalance Above 10 Rate,INR,206.999,12.82,2653.73,219,05/11/2024 00:00:00,2024-2025,IC
Gail,1-1-1603-581S1-0-6-0-1,UPG2A24109013747,30,null,null,C,null,null,null,null,UPG2A24109013747,1,Positive Imbalance Above 10 Rate,INR,186.018,12.82,2384.75,219,19/11/2024 00:00:00,2024-2025,IC
Gail,1-1-1603-581S1-0-6-0-1,UPG2A24109013747,30,null,null,C,null,null,null,null,UPG2A24109013747,1,Positive Imbalance Above 10 Rate,INR,186.018,12.82,2384.75,219,18/11/2024 00:00:00,2024-2025,IC
Gail,1-1-1604-1101S1-0-6-0-1,UPG2A25109003991,16,null,null,C,null,null,null,null,UPG2A25109003991,1,Transmission Charge,INR,3658.83,18.42,67395.55,219,18/05/2025 00:00:00,2025-2026,TC
Gail,1-1-1604-1101S1-0-6-0-1,UPG2A25109004015,30,null,null,C,null,null,null,null,UPG2A25109004015,1,Positive Imbalance Above 10 Rate,INR,29.666,9.21,273.22,219,19/05/2025 00:00:00,2025-2026,IC
Gail,1-1-1604-1101S1-0-6-0-1,UPG2A25109004020,30,null,null,C,null,null,null,null,UPG2A25109004020,1,Positive Imbalance Above 10 Rate,INR,28.759,9.21,264.87,219,19/05/2025 00:00:00,2025-2026,IC
Gail,1-1-1604-1101S1-0-6-0-1,UPG2A25109004020,32,null,null,C,null,null,null,null,UPG2A25109004020,2,Negative Imbalance Above 5 Rate,INR,.787,9.21,7.25,219,19/05/2025 00:00:00,2025-2026,IC
Gail,1-1-1604-1101S1-0-6-0-1,UPG2A25109005471,34,null,null,C,null,null,null,null,UPG2A25109005471,1,UnAuthorised Overrun Above 10%,INR,62.097,9.21,571.91,219,03/06/2025 00:00:00,2025-2026,IC
Gail,1-1-1604-1101S1-0-6-0-1,UPG2A25109005574,32,null,null,C,null,null,null,null,UPG2A25109005574,1,Negative Imbalance Above 5 Rate,INR,201.257,9.21,1853.58,219,03/06/2025 00:00:00,2025-2026,IC
Gail,1-1-1604-1101S1-0-6-0-1,UPG2A25109006776,30,null,null,C,null,null,null,null,UPG2A25109006776,1,Positive Imbalance Above 10 Rate,INR,154.245,9.21,1420.6,44,17/06/2025 00:00:00,2025-2026,IC
Gail,1-1-1604-1101S1-0-6-0-1,UPG2A25109006776,32,null,null,C,null,null,null,null,UPG2A25109006776,2,Negative Imbalance Above 5 Rate,INR,1100.688,9.21,10137.34,44,17/06/2025 00:00:00,2025-2026,IC
Gail,1-1-1604-1101S1-0-6-0-1,UPG2A25109006831,34,null,null,C,null,null,null,null,UPG2A25109006831,1,UnAuthorised Overrun Above 10%,INR,373.122,9.21,3436.45,44,18/06/2025 00:00:00,2025-2026,IC
Gail,1-1-1604-1101S1-0-6-0-1,UPG2A25109006831 REF1,34,null,null,C,null,null,null,null,UPG2A25109006831 REF1,1,UnAuthorised Overrun Above 10%,INR,373.122,9.21,3436.45,44,17/06/2025 00:00:00,2025-2026,IC
Gail,1-1-1604-1101S1-0-6-0-1,UPG2A25109009364,16,null,null,C,null,null,null,null,UPG2A25109009364,1,Transmission Charge,INR,1283.41,25.63,32893.82,219,17/07/2025 00:00:00,2025-2026,TC
Gail,1-1-1604-1101S1-0-6-0-1,UPG2A25109009365,16,null,null,C,null,null,null,null,UPG2A25109009365,1,Transmission Charge,INR,2698.49,25.63,69162.22,219,17/07/2025 00:00:00,2025-2026,TC
Gail,1-1-1601-381S1-0-7-0-1,UPG2A24109002564,30,null,null,C,null,null,null,null,UPG2A24109002564,1,Positive Imbalance Above 10 Rate,INR,2365.262,39.5,93427.85,113,02/06/2024 00:00:00,2024-2025,IC
Gail,1-1-1603-381S1-0-7-0-1,UPG2A24109003230,16,null,null,C,null,null,null,null,UPG2A24109003230,1,Transmission Charge,INR,67500,26.28,1773900,219,18/06/2024 00:00:00,2024-2025,TC
Gail,1-1-1603-381S1-0-7-0-1,UPG2A24109003849,16,null,null,C,null,null,null,null,UPG2A24109003849,1,Transmission Charge,INR,67500,26.28,1773900,219,02/07/2024 00:00:00,2024-2025,TC
Gail,1-1-1603-381S1-0-7-0-1,UPG2A24109005964,16,null,null,C,null,null,null,null,UPG2A24109005964,1,Transmission Charge,INR,87400,25.63,2240062,219,02/08/2024 00:00:00,2024-2025,TC
Gail,1-1-1603-381S1-0-7-0-1,UPG2A24109007956,30,null,null,C,null,null,null,null,UPG2A24109007956,1,Positive Imbalance Above 10 Rate,INR,550.291,12.82,7054.73,219,03/09/2024 00:00:00,2024-2025,IC
Gail,1-1-1603-701S1-0-7-0-1,UPG2A23109011759,30,null,null,C,null,null,null,null,UPG2A23109011759,1,Positive Imbalance Above 10 Rate,INR,1041.953,13.14,13691.26,113,04/12/2023 00:00:00,2023-2024,IC
Gail,1-1-1603-392S1-0-8-0-2,UPG2A23109007850,32,null,null,C,null,null,null,null,UPG2A23109007850,1,Negative Imbalance Above 5 Rate,INR,176.34,13.14,2317.11,113,20/09/2023 00:00:00,2023-2024,IC
Gail,1-1-1601-701S1-0-8-0-1,UPG2A24109000073,32,null,null,C,null,null,null,null,UPG2A24109000073,1,Negative Imbalance Above 5 Rate,INR,265.092,20,5301.84,113,18/04/2024 00:00:00,2024-2025,IC
Gail,1-1-1601-701S1-0-8-0-1,UPG2A24109000303,16,null,null,C,null,null,null,null,UPG2A24109000303,1,Transmission Charge,INR,45713.07,40,1828522.72,113,18/04/2024 00:00:00,2024-2025,TC
Gail,1-1-1601-701S1-0-8-0-1,UPG2A24109004236,32,null,null,C,null,null,null,null,UPG2A24109004236,1,Negative Imbalance Above 5 Rate,INR,232.749,20,4654.98,219,03/07/2024 00:00:00,2024-2025,IC
Gail,1-1-1601-701S1-0-8-0-1,UPG2A24109004237,34,null,null,C,null,null,null,null,UPG2A24109004237,1,UnAuthorised Overrun Above 10%,INR,216.554,20,4331.08,219,03/07/2024 00:00:00,2024-2025,IC
Gail,1-1-1601-701S1-0-8-0-1,UPG2A24109004636,32,null,null,C,null,null,null,null,UPG2A24109004636,1,Negative Imbalance Above 5 Rate,INR,3.566,20,71.32,219,04/07/2024 00:00:00,2024-2025,IC
Gail,1-1-1601-701S1-0-8-0-1,UPG2A24109004636,32,null,null,C,null,null,null,null,UPG2A24109004636,1,Negative Imbalance Above 5 Rate,INR,3.566,20,71.32,219,04/07/2024 00:00:00,2024-2025,IC
Gail,1-1-1601-701S1-0-8-0-1,UPG2A24109004846,34,null,null,C,null,null,null,null,UPG2A24109004846,1,UnAuthorised Overrun Above 10%,INR,408.335,21.02,8583.2,219,17/07/2024 00:00:00,2024-2025,IC
Gail,1-1-1601-701S1-0-8-0-1,UPG2A24109004847,30,null,null,C,null,null,null,null,UPG2A24109004847,1,Positive Imbalance Above 10 Rate,INR,60.412,21.02,1269.86,219,17/07/2024 00:00:00,2024-2025,IC
Gail,1-1-1601-701S1-0-8-0-1,UPG2A24109004847,32,null,null,C,null,null,null,null,UPG2A24109004847,2,Negative Imbalance Above 5 Rate,INR,1269.86,21.02,22516.22,219,17/07/2024 00:00:00,2024-2025,IC
Gail,1-1-1601-701S1-0-8-0-1,UPG2A24109005726,30,null,null,C,null,null,null,null,UPG2A24109005726,1,Positive Imbalance Above 10 Rate,INR,19.106,21.02,401.61,219,02/08/2024 00:00:00,2024-2025,IC
Gail,1-1-1601-701S1-0-8-0-1,UPG2A24109005726,32,null,null,C,null,null,null,null,UPG2A24109005726,2,Negative Imbalance Above 5 Rate,INR,210.538,21.02,4425.51,219,02/08/2024 00:00:00,2024-2025,IC
Gail,1-1-1601-701S1-0-8-0-1,UPG2A24109005742,16,null,null,C,null,null,null,null,UPG2A24109005742,1,Transmission Charge,INR,10536.63,42.04,442959.85,219,02/08/2024 00:00:00,2024-2025,TC
Gail,1-1-1601-701S1-0-8-0-1,UPG2A24109005742,16,null,null,C,null,null,null,null,UPG2A24109005742,1,Transmission Charge,INR,10536.63,42.04,442959.85,219,02/08/2024 00:00:00,2024-2025,TC
Gail,1-1-1601-701S1-0-8-0-1,UPG2A24109007220,34,null,null,C,null,null,null,null,UPG2A24109007220,1,UnAuthorised Overrun Above 10%,INR,191.006,21.02,4014.95,219,19/08/2024 00:00:00,2024-2025,IC
Gail,1-1-1601-701S1-0-8-0-1,UPG2A24109007221,30,null,null,C,null,null,null,null,UPG2A24109007221,1,Positive Imbalance Above 10 Rate,INR,19.459,21.02,409.03,219,19/08/2024 00:00:00,2024-2025,IC
Gail,1-1-1601-701S1-0-8-0-1,UPG2A24109007221,32,null,null,C,null,null,null,null,UPG2A24109007221,2,Negative Imbalance Above 5 Rate,INR,1640.144,21.02,34475.83,219,19/08/2024 00:00:00,2024-2025,IC
Gail,1-1-1601-701S1-0-8-0-1,UPG2A24109008171,34,null,null,C,null,null,null,null,UPG2A24109008171,1,UnAuthorised Overrun Above 10%,INR,284.284,21.02,5975.65,219,03/09/2024 00:00:00,2024-2025,IC
Gail,1-1-1601-701S1-0-8-0-1,UPG2A24109008172,30,null,null,C,null,null,null,null,UPG2A24109008172,1,Positive Imbalance Above 10 Rate,INR,15.159,21.02,318.64,219,03/09/2024 00:00:00,2024-2025,IC
Gail,1-1-1601-701S1-0-8-0-1,UPG2A24109008172,32,null,null,C,null,null,null,null,UPG2A24109008172,2,Negative Imbalance Above 5 Rate,INR,1138.21,21.02,23925.17,219,03/09/2024 00:00:00,2024-2025,IC
Gail,1-1-1601-701S1-0-8-0-1,UPG2A24109008766,30,null,null,C,null,null,null,null,UPG2A24109008766,1,Positive Imbalance Above 10 Rate,INR,14.756,21.02,310.17,219,18/09/2024 00:00:00,2024-2025,IC
Gail,1-1-1601-701S1-0-8-0-1,UPG2A24109008766,32,null,null,C,null,null,null,null,UPG2A24109008766,2,Negative Imbalance Above 5 Rate,INR,420.477,21.02,8838.43,219,18/09/2024 00:00:00,2024-2025,IC
Gail,1-1-1601-701S1-0-8-0-1,UPG2A24109008767,34,null,null,C,null,null,null,null,UPG2A24109008767,1,UnAuthorised Overrun Above 10%,INR,184.231,21.02,3872.54,219,18/09/2024 00:00:00,2024-2025,IC
Gail,1-1-1601-701S1-0-8-0-1,UPG2A24109011732,16,null,null,C,null,null,null,null,UPG2A24109011732,1,Transmission Charge,INR,3400,42.04,142936,219,05/11/2024 00:00:00,2024-2025,TC
Gail,1-1-1601-701S1-0-8-0-1,UPG2A24109013650,16,null,null,C,null,null,null,null,UPG2A24109013650,1,Transmission Charge,INR,24230.6,42.04,1018654.25,219,18/11/2024 00:00:00,2024-2025,TC
Gail,1-1-1601-701S1-0-8-0-1,UPG2A24109014700,16,null,null,C,null,null,null,null,UPG2A24109014700,1,Transmission Charge,INR,10980,42.04,461599.2,219,02/12/2024 00:00:00,2024-2025,TC
Gail,1-1-1601-701S1-0-8-0-1,UPG2A24109015929,16,null,null,C,null,null,null,null,UPG2A24109015929,1,Transmission Charge,INR,3040,42.04,127801.6,219,17/12/2024 00:00:00,2024-2025,TC
Gail,1-1-1607-701S1-0-8-0-1,UPG2A24109000074,32,null,null,C,null,null,null,null,UPG2A24109000074,1,Negative Imbalance Above 5 Rate,INR,2529.715,20,50594.3,113,18/04/2024 00:00:00,2024-2025,IC
Gail,1-1-1607-701S1-0-8-0-1,UPG2A24109000304,16,null,null,C,null,null,null,null,UPG2A24109000304,1,Transmission Charge,INR,14662.85,40,586514,113,18/04/2024 00:00:00,2024-2025,TC
Gail,1-1-1608-701S1-0-8-0-1,UPG2A24109017278,16,null,null,C,null,null,null,null,UPG2A24109017278,1,Transmission Charge,INR,720,42.04,30268.8,219,03/01/2025 00:00:00,2024-2025,TC
Gail,1-1-1603-701S1-0-8-0-1,UPG2A23109016592,32,null,null,C,null,null,null,null,UPG2A23109016592,1,Negative Imbalance Above 5 Rate,INR,120.095,13.14,1578.05,113,18/03/2024 00:00:00,2023-2024,IC
Gail,1-1-1603-701S1-0-8-0-1,UPG2A24109004841,16,null,null,C,null,null,null,null,UPG2A24109004841,1,Transmission Charge,INR,44640,25.63,1144123.2,219,17/07/2024 00:00:00,2024-2025,TC
Gail,1-1-1603-701S1-0-8-0-1,UPG2A24109005743,16,null,null,C,null,null,null,null,UPG2A24109005743,1,Transmission Charge,INR,48000,25.63,1230240,219,02/08/2024 00:00:00,2024-2025,TC
