COMPANY_CD,FINANCIAL_YEAR,BU_STATE_TIN,INVOICE_SEQ,ALLOC_QTY,SALE_PRICE,SALE_PRICE_UNIT,SALE_AMT,EXCHG_RATE_CD,EXCHG_RATE_DT,EXCHG_RATE_VALUE,INVOICE_RAISED_IN,GROSS_AMT,TRANSPORTATION_CHARGE,TRANSPORTATION_AMOUNT,MARKET_MARGIN,MARKET_MARGIN_AMT,OTHER_CHARGES,OTHER_CHARGES_AMT,TAX_STRUCT_CD,TAX_AMT,INVOICE_AMT,NET_PAYABLE_AMT,TCS_TDS,TCS_AMT,TCS_FACTOR,TDS_GROSS_PERCENT,TDS_GROSS_AMT,TDS_TAX_PERCENT,TDS_TAX_AMT,ENT_BY,ENT_DT,MODIFY_BY,MODIFY_DT
GGL&DMH012/24-25,2024-2025,08,SMH0037/24-25,13400.0,10.067,2,134897.8,SBI FIRST RATE TT BUY SELL,15/07/2024,83.66,null,11285549.95,null,null,null,null,null,null,CST 3%,381780.21,13107787.28,13107787.28,null,null,null,null,null,null,null,219,22/07/2024,null,null
GGL&CMH010/24-25,2024-2025,08,SMH0050/24-25,13500.0,10.067,2,135904.5,SBI FIRST RATE TT BUY SELL,14/08/2024,83.84,null,11420055.14,null,null,null,null,null,null,CST 3%,386137.86,13257399.8,13257399.8,null,null,null,null,null,null,null,201,21/08/2024,null,null
GGL&DMH022/24-25,2024-2025,08,SMH0061/24-25,13500.0,10.067,2,135904.5,SBI FIRST RATE TT BUY SELL,30/09/2024,83.98,null,11413259.91,null,null,null,null,null,null,CST 3%,385934,13250400.71,13250400.71,null,null,null,.1,null,null,null,46,07/10/2024,null,null
GGL&DMH020/24-25,2024-2025,08,SMH0055/24-25,14255.0,10.067,2,143505.09,SBI FIRST RATE TT BUY SELL,31/08/2024,83.98,null,12051557.04,null,null,null,null,null,null,CST 3%,407517.71,13991441.63,13991441.63,null,null,null,null,null,null,null,46,05/09/2024,null,null
GGL&DMH002/24-25,2024-2025,08,SMH0203/23-24,9600.0,10.1592,2,97528.32,SBI RATE BUY SELL,30/03/2024,83.4,null,8133861.89,null,null,null,null,null,null,CST 3%,277265.11,9519435.48,9519435.48,null,null,null,null,null,null,null,46,22/04/2024,null,null
GGL&DMH003/24-25,2024-2025,08,SMH0005/24-25,13500.0,9.456,2,127656,SBI FIRST RATE TT BUY SELL,15/04/2024,83.6,null,10672041.6,null,null,null,null,null,null,CST 3%,366918.02,12597518.42,12597518.42,null,null,null,null,null,null,null,46,22/04/2024,null,null
GGL&CMH002/24-25,2024-2025,08,SMH0010/24-25,13500.0,9.456,2,127656,SBI FIRST RATE TT BUY SELL,30/04/2024,83.42,null,10668211.92,null,null,null,null,null,null,CST 3%,366803.13,12593573.85,12593573.85,null,null,null,null,null,null,null,201,06/05/2024,null,null
GGL&DMH006/24-25,2024-2025,08,SMH0020/24-25,13810.0,10.067,2,139025.27,SBI FIRST RATE TT BUY SELL,31/05/2024,83.48,null,11605829.54,null,null,null,null,null,null,CST 3%,396005.33,13596182.8,13596182.8,null,null,null,.1,null,null,null,201,07/06/2024,null,null
GGL&DMH037/23-24,2023-2024,08,SMH0192/23-24,9000.0,10.1592,2,89640,SBI FIRST RATE TT BUY SELL,15/03/2024,82.975,null,7586636.58,null,null,null,null,null,null,CST 3%,258770.28,8884446.06,8884446.06,null,null,null,null,null,null,null,23,19/03/2024,null,null
GGL&CMH007/24-25,2024-2025,08,SMH0024/24-25,13800.0,10.067,2,138924.6,SBI FIRST RATE TT BUY SELL,15/06/2024,83.41,null,11633546,null,null,null,null,null,null,CST 3%,396802.19,13623541.63,13623541.63,null,null,null,null,null,null,null,219,20/06/2024,null,null
GGL&C005/21-22,2021-2022,04,S0146/21-22,7511.48,6.3826,1,47942.77,SBI FIRST RATE TT BUY SELL,14/10/2021,75.305,null,3610330.29,null,null,null,null,null,null,VAT 6%,259882.99,0,0,null,null,null,null,null,null,null,23,23/10/2021,null,null
GGL&D013/22-23,2022-2023,07,S0079/22-23,11155.0,20.0,2,223100,SBI FIRST RATE TT BUY SELL,31/08/2022,79.575,null,17929806.98,null,null,null,null,null,null,VAT 6%,1111335.21,19633588.7,19633588.7,null,null,null,.1,null,null,null,23,05/09/2022,null,null
GGL&D028/22-23,2022-2023,04,S0268/22-23,7505.51,12.8392,1,96364.74,SBI FIRST RATE TT BUY SELL,15/03/2023,82.345,null,8608909.46,null,null,null,null,null,null,VAT 6%,516534.57,9125444.03,9125444.03,null,null,null,.1,null,null,null,49,17/03/2023,null,null
GGL&D007/23-24,2023-2024,04,S0127/23-24,8139.07,11.3755,1,92585.99,SBI FIRST RATE TT BUY SELL,15/09/2023,83.065,null,8280365.43,null,null,null,null,null,null,VAT 6%,545084.4,9629824.35,9629824.35,null,null,null,.1,null,null,null,23,10/10/2023,null,null
GGL&D011/19-20,2019-2020,01,0100/19-20,33600.0,6.03,1,202608,SBI RATE BUY SELL,30/01/2020,71.485,null,14483432.4,null,null,null,null,null,null,VAT 6%,869005.58,15352437.98,15352437.98,null,null,null,null,null,null,null,6,04/02/2020,null,null
GGL&2DRMH0003/25-26,2025-2026,SN10,SMH0113/24-25,14880.0,10.36,2,154156.8,SBI FIRST RATE TT BUY SELL,29/03/2025,85.73,null,13215862.46,null,null,null,null,null,null,CST 3%,445221.32,15285932.16,15285932.16,null,null,null,.1,null,null,null,201,09/04/2025,null,null
GGL&CMH024/24-25,2024-2025,SN10,SMH0109/24-25,13950.0,10.36,2,144522,SBI FIRST RATE TT BUY SELL,15/03/2025,86.68,null,12612434.94,null,null,null,null,null,null,CST 3%,424071.91,14559802.21,14559802.21,null,null,null,null,null,null,null,46,20/03/2025,null,null
GGL&C011/24-25,2024-2025,X-39-1-0,S0316/24-25,3150.0,1018.5555,1,0,SBI FIRST RATE TT BUY SELL,28/02/2025,0,null,3211250.17,null,null,null,null,null,null,VAT 6%,192675.01,3403925.18,3403925.18,null,null,null,null,null,null,null,219,13/03/2025,null,null
IFFCO&C008/23-24,2023-2024,L-22-1-0,S0009/23-24,550000.0,13.23,2,7276500,SBI FIRST RATE TT SELL,13/04/2023,82.25,null,601402725,null,null,null,null,null,null,CST 15%,99441168.75,762382293.75,762382293.75,null,null,null,null,null,null,null,130,20/04/2023,null,null
HGL-RLNG&D020/21-22,2021-2022,2-0,S0137/21-22,5528.27,9.3,1,51412.72,SBI FIRST RATE TT BUY SELL,30/09/2021,74.275,null,3879498.15,null,null,null,null,null,null,VAT 6%,250386.41,4423493.19,4423493.19,null,null,null,.1,null,.1,3.65,49,05/10/2021,null,null
HGL-RLNG&D024/21-22,2021-2022,2-0,S0159/21-22,5482.59,9.3,1,50988.09,SBI FIRST RATE TT BUY SELL,15/11/2021,74.405,null,3848080.61,null,null,null,null,null,null,VAT 6%,248355.79,4387618.95,4387618.95,null,null,null,null,null,null,null,49,17/11/2021,null,null
HGL-RLNG&D032/21-22,2021-2022,2-0,S0209/21-22,6263.34,9.3,1,58248.97,SBI FIRST RATE TT BUY SELL,15/02/2022,75.625,null,4430307.28,null,null,null,null,null,null,VAT 6%,285777.35,5048733.12,5048733.12,null,null,null,null,null,null,null,23,17/02/2022,null,null
HGL-RLNG&D016/21-22,2021-2022,2-0,S0115/21-22,6069.88,9.3,1,56449.7,SBI FIRST RATE TT BUY SELL,13/08/2021,74.295,null,4356690.31,null,null,null,null,null,null,VAT 6%,280743.84,4959807.9,4959807.9,null,null,null,null,null,null,null,23,17/08/2021,null,null
HGL-RLNG&D019/21-22,2021-2022,2-0,S0131/21-22,5742.35,9.3,1,53403.58,SBI FIRST RATE TT BUY SELL,15/09/2021,73.725,null,3986265.64,null,null,null,null,null,null,VAT 6%,257474.65,4548718.8,4548718.8,null,null,null,.1,null,.1,2.95,49,20/09/2021,null,null
HGL-RLNG&D010/21-22,2021-2022,01,S0008/21-22,10300.34,4.76,1,49029.62,SBI FIRST RATE TT BUY SELL,15/04/2021,75.275,null,3728326.53,null,null,null,null,null,null,VAT 6%,312041.24,5512536.01,5512536.01,null,null,null,null,null,null,null,48,19/04/2021,null,null
HGL-RLNG&D011/21-22,2021-2022,01,S0022/21-22,1930.72,4.73,1,9132.35,SBI FIRST RATE TT BUY SELL,05/05/2021,73.875,null,710271.57,null,null,null,null,null,null,VAT 6%,59205.54,1046342.83,1046342.83,null,null,null,null,null,null,null,23,17/05/2021,null,null
HGL-RLNG&D021/21-22,2021-2022,2-0,S0143/21-22,5520.08,9.3,1,51336.74,SBI FIRST RATE TT BUY SELL,14/10/2021,75.305,null,3888561.51,null,null,null,null,null,null,VAT 6%,250904.11,4432639.28,4432639.28,null,null,null,.1,null,.1,1.36,23,18/10/2021,null,null
HGL-RLNG&D023/21-22,2021-2022,2-0,S0151/21-22,6450.25,9.3,1,59987.42,SBI FIRST RATE TT BUY SELL,29/10/2021,74.825,null,4522915.55,null,null,null,null,null,null,VAT 6%,291929.45,5157420.36,5157420.36,null,null,null,null,null,null,null,23,02/11/2021,null,null
HGL-RLNG&D025/21-22,2021-2022,2-0,S0168/21-22,5938.73,9.3,1,55230.28,SBI FIRST RATE TT BUY SELL,30/11/2021,74.965,null,4183305.09,null,null,null,null,null,null,VAT 6%,269922.81,4768636.23,4768636.23,null,null,null,null,null,null,null,49,02/12/2021,null,null
HGL-RLNG&D026/21-22,2021-2022,2-0,S0180/21-22,6232.45,9.3,1,57961.69,SBI FIRST RATE TT BUY SELL,15/12/2021,76.075,null,4481055.72,null,null,null,null,null,null,VAT 6%,288723.82,5100787.45,5100787.45,null,null,null,null,null,null,null,23,17/12/2021,null,null
HGL-RLNG&D028/21-22,2021-2022,2-0,S0195/21-22,6177.85,9.3,1,57453.91,SBI FIRST RATE TT BUY SELL,14/01/2022,74.025,null,4261774.84,null,null,null,null,null,null,VAT 6%,275392.98,4865275.9,4865275.9,null,null,null,null,null,null,null,23,17/01/2022,null,null
HGL-RLNG&D030/21-22,2021-2022,2-0,S0199/21-22,6633.59,9.3,1,61692.48,SBI FIRST RATE TT BUY SELL,31/01/2022,74.975,null,4635144.69,null,null,null,null,null,null,VAT 6%,299247.44,5286704.75,5286704.75,null,null,null,null,null,null,null,23,02/02/2022,null,null
HGL-RLNG&D017/21-22,2021-2022,2-0,S0124/21-22,5568.97,9.3,1,51791.42,SBI FIRST RATE TT BUY SELL,31/08/2021,73.275,null,3815029.37,null,null,null,null,null,null,VAT 6%,246647.98,4357447.57,4357447.57,null,null,null,.1,null,.1,1.2,23,02/09/2021,null,null
HGL-RLNG&D027/21-22,2021-2022,2-0,S0188/21-22,6506.14,9.3,1,60507.1,SBI FIRST RATE TT BUY SELL,31/12/2021,74.475,null,4545772.42,null,null,null,null,null,null,VAT 6%,293478.97,5184795.09,5184795.09,null,null,null,null,null,null,null,23,04/01/2022,null,null
HGL-RLNG&D033/21-22,2021-2022,2-0,S0215/21-22,5426.4,9.3,1,50465.52,SBI FIRST RATE TT BUY SELL,28/02/2022,75.775,null,3831942.78,null,null,null,null,null,null,VAT 6%,247208.46,4367349.51,4367349.51,null,null,null,null,null,null,null,23,02/03/2022,null,null
HGL-RLNG&D034/21-22,2021-2022,2-0,S0222/21-22,2367.24,9.3,1,22015.33,SBI FIRST RATE TT BUY SELL,15/03/2022,76.425,null,1685884.75,null,null,null,null,null,null,VAT 6%,108696.59,1920306.4,1920306.4,null,null,null,.1,null,null,null,23,17/03/2022,null,null
HGL-RLNG&D012/21-22,2021-2022,2-0,S0091/21-22,4903.05,9.3,1,45598.27,SBI FIRST RATE TT BUY SELL,15/07/2021,74.525,null,3416468.22,null,null,null,null,null,null,VAT 6%,220612.27,3897483.44,3897483.44,null,null,null,null,null,null,null,49,19/07/2021,null,null
HGL-RLNG&D014/21-22,2021-2022,2-0,S0102/21-22,6185.0,9.3,1,57520.50,SBI FIRST RATE TT BUY SELL,30/07/2021,74.355,null,4276936.78,null,null,null,null,null,null,VAT 6%,247420.55,4371096.39,4371096.39,null,null,null,null,null,null,null,49,04/08/2021,null,null
HSIL&DMH015/23-24,2023-2024,08,SMH0050/23-24,44019.05,12.0,2,528228.6,SBI FIRST RATE TT BUY SELL,30/06/2023,82.055,null,43352530.77,null,null,null,null,null,null,CST 3%,1300575.92,44653106.69,44653106.69,null,null,null,null,null,null,null,113,05/07/2023,null,null
HSIL&DMH039/24-25,2024-2025,09(RLNG),SMH0084/24-25,9629.78,1448.13,1,0,SBI FIRST RATE TT BUY SELL,15/01/2025,0,null,13974249.31,null,null,null,null,null,null,CST 3%,445138.21,15283078.64,15283078.64,null,null,null,.1,null,null,null,46,20/01/2025,null,null
HSIL&DAP004/24-25,2024-2025,09(Domgas),SAP0018/24-25,9809.76,897.62,1,0,SBI FIRST RATE TT BUY SELL,15/01/2025,0,null,8841891.77,null,null,null,null,null,null,CST 5%,486086.26,10207811.48,10207811.48,null,null,null,.1,null,null,null,46,20/01/2025,null,null
HSIL&D046/20-21,2020-2021,03,S0243/20-21,26386.5,5.17,1,136418.2,SBI RATE BUY SELL,15/10/2020,73.375,null,10011520.79,null,null,null,null,null,null,CST 2%,247380.48,12625795.36,12625795.36,null,null,null,null,null,null,null,6,19/10/2020,null,null
HSIL&D047/20-21,2020-2021,03,S0262/20-21,42014.13,5.17,1,217213.05,SBI FIRST RATE TT BUY SELL,30/10/2020,74.225,null,16130363.79,null,null,null,null,null,null,CST 2%,397686.05,20296898.41,20296898.41,null,null,null,null,null,null,null,48,03/11/2020,null,null
HSIL&DMH028/22-23,2022-2023,07,SMH0185/22-23,10989.44,15.53,2,170666,SBI FIRST RATE TT BUY SELL,15/03/2023,82.345,null,14054242.03,null,null,null,null,null,null,CST 3%,451081.95,15487146.92,15487146.92,null,null,null,.1,null,null,null,49,17/03/2023,null,null
HSIL&DMH012/23-24,2023-2024,08,SMH0038/23-24,38945.01,12.0,2,467340.12,SBI FIRST RATE TT BUY SELL,15/06/2023,82.175,null,38404965.36,null,null,null,null,null,null,CST 3%,1152148.96,39557114.32,39557114.32,null,null,null,null,null,null,null,113,20/06/2023,null,null
HSIL&DAP008/24-25,2024-2025,09(Domgas),SAP0030/24-25,14061.18,897.62,1,0,SBI FIRST RATE TT BUY SELL,31/03/2025,0,null,12623280.39,null,null,null,null,null,null,CST 5%,694221.1,14578643.1,14578643.1,null,null,null,.1,null,null,null,46,02/04/2025,null,null
HSIL&DMH043/24-25,2024-2025,09(RLNG),SMH0107/24-25,3636.03,2803.19,1,0,SBI FIRST RATE TT BUY SELL,28/02/2025,0,null,10193859.94,null,null,null,null,null,null,CST 3%,315599.22,10835573.24,10835573.24,null,null,null,.1,null,null,null,201,04/03/2025,null,null
HSIL&DMH040/24-25,2024-2025,09(RLNG),SMH0087/24-25,10494.32,1440.4,1,0,SBI FIRST RATE TT BUY SELL,31/01/2025,0,null,15139405.53,null,null,null,null,null,null,CST 3%,482419.11,16563056,16563056,null,null,null,.1,null,null,null,46,04/02/2025,null,null
HSIL&DAP005/24-25,2024-2025,09(Domgas),SAP0020/24-25,10382.35,897.62,1,0,SBI FIRST RATE TT BUY SELL,31/01/2025,0,null,9372388.01,null,null,null,null,null,null,CST 5%,515178.84,10818755.67,10818755.67,null,null,null,.1,null,null,null,46,04/02/2025,null,null
HSIL&DAP006/24-25,2024-2025,09(Domgas),SAP0024/24-25,11639.06,897.62,1,0,SBI FIRST RATE TT BUY SELL,28/02/2025,0,null,10452217.04,null,null,null,null,null,null,CST 5%,574805.98,12070925.66,12070925.66,null,null,null,.1,null,null,null,46,04/03/2025,null,null
HSIL&DMH044/24-25,2024-2025,09(RLNG),SMH0111/24-25,4483.54,1950.54,1,0,SBI FIRST RATE TT BUY SELL,15/03/2025,0,null,8745373.11,null,null,null,null,null,null,CST 3%,274425,9421925.02,9421925.02,null,null,null,.1,null,null,null,46,18/03/2025,null,null
HSIL&DAP007/24-25,2024-2025,09(Domgas),SAP0026/24-25,13125.52,897.62,1,0,SBI FIRST RATE TT BUY SELL,15/03/2025,0,null,11785022.26,null,null,null,null,null,null,CST 5%,648112.24,13610357.14,13610357.14,null,null,null,.1,null,null,null,46,18/03/2025,null,null
HSIL&DMH042/24-25,2024-2025,09(RLNG),SMH0095/24-25,3992.97,2071.06,1,0,SBI FIRST RATE TT BUY SELL,15/02/2025,0,null,8277097.45,null,null,null,null,null,null,CST 3%,259056.76,8894282.09,8894282.09,null,null,null,.1,null,null,null,46,18/02/2025,null,null
HSIL&CMH022/24-25,2024-2025,09(RLNG),SMH0107/24-25,3636.03,2022.54,1,0,SBI FIRST RATE TT BUY SELL,28/02/2025,0,null,13030949.76,null,null,null,null,null,null,CST 3%,400711.91,13757775.75,13757775.75,null,null,null,null,null,null,null,46,06/03/2025,null,null
KFL&C001/23-24,2023-2024,L-6-1-0,S0001/23-24,168000.0,13.23,2,2222640,SBI FIRST RATE TT SELL,14/04/2023,82.25,null,183701196,null,null,null,null,null,null,CST 15%,29671132.68,227478683.88,227478683.88,null,null,null,null,null,null,null,130,20/04/2023,null,null
KFL&D049/20-21,2020-2021,L-2-1-0,S0313/20-21,4200.0,5.9,1,24780,SBI FIRST RATE TT BUY SELL,31/12/2020,73.215,null,1895995,null,null,null,null,null,null,CST 2%,42590.04,2172091.6,2172091.6,null,null,null,null,null,null,null,48,04/01/2021,null,null
MINDA&DMH012/22-23,2022-2023,3-0,SMH0144/22-23,4430.62,37.0,2,163932.94,SBI FIRST RATE TT BUY SELL,15/01/2023,81.315,null,13331154.02,null,null,null,null,null,null,CST 3%,414425.41,14228605.62,14228605.62,null,null,null,.1,null,null,null,49,17/01/2023,null,null
MINDA&DMH014/22-23,2022-2023,3-0,SMH0154/22-23,5458.59,37.0,2,201967.83,SBI FIRST RATE TT BUY SELL,31/01/2023,81.625,null,16487712.12,null,null,null,null,null,null,CST 3%,512484.23,17595291.83,17595291.83,null,null,null,.1,null,null,null,23,02/02/2023,null,null
MINDA&DMH005/22-23,2022-2023,3-0,SMH0097/22-23,4017.14,37.0,2,148634.18,SBI FIRST RATE TT BUY SELL,15/11/2022,81.225,null,12074854.27,null,null,null,null,null,null,CST 3%,375384.09,12888186.96,12888186.96,null,null,null,.1,null,null,null,49,17/11/2022,null,null
MINDA&DMH003/22-23,2022-2023,3-0,SMH0091/22-23,3614.35,37.0,2,133730.95,SBI FIRST RATE TT BUY SELL,31/10/2022,82.405,null,11188038.36,null,null,null,null,null,null,CST 3%,347462.24,11929537.04,11929537.04,null,null,null,.1,null,null,null,130,03/11/2022,null,null
MINDA&DMH010/22-23,2022-2023,3-0,SMH0140/22-23,3039.18,37.0,2,112449.66,SBI FIRST RATE TT BUY SELL,30/12/2022,82.785,null,9341814.7,null,null,null,null,null,null,CST 3%,290194.38,9963340.48,9963340.48,null,null,null,.1,null,null,null,153,03/01/2023,null,null
MINDA&DMH023/22-23,2022-2023,3-0,SMH0172/22-23,3363.14,37.0,2,124435.81,SBI FIRST RATE TT BUY SELL,28/02/2023,82.725,null,10294323.66,null,null,null,null,null,null,CST 3%,319829.2,10980802.38,10980802.38,null,null,null,.1,null,null,null,153,03/03/2023,null,null
MINDA&CMH009/23-24,2023-2024,3-0,SMH0024/23-24,2850.0,13.9826,2,105450,SBI FIRST RATE TT BUY SELL,15/05/2023,82.245,null,14067973.53,null,null,null,null,null,null,CST 3%,431605.8,14818465.83,14818465.83,null,null,null,null,null,null,null,49,18/05/2023,null,null
MINDA&DMH001/23-24,2023-2024,3-0,SMH0001/23-24,181.53,37.0,2,6716.24,SBI FIRST RATE TT BUY SELL,14/04/2023,82.025,null,552983.59,null,null,null,null,null,null,CST 3%,17198.85,590493.83,590493.83,null,null,null,2,null,null,null,130,19/04/2023,null,null
MINDA&DMH024/22-23,2022-2023,3-0,SMH0187/22-23,3154.99,37.0,2,116734.63,SBI FIRST RATE TT BUY SELL,15/03/2023,82.345,null,9615612.11,null,null,null,null,null,null,CST 3%,298787.07,10258356.19,10258356.19,null,null,null,null,null,null,null,49,17/03/2023,null,null
MINDA&DMH029/22-23,2022-2023,3-0,SMH0197/22-23,655.6,37.0,2,24256.83,SBI FIRST RATE TT BUY SELL,31/03/2023,82.145,null,2177383.25,null,null,null,null,null,null,CST 3%,67465.7,2316322.46,2316322.46,null,null,null,2,null,null,null,49,03/04/2023,null,null
HCGD-B&D029/24-25,2024-2025,06,S0228/24-25,25311.16,10.2,2,258173.83,SBI FIRST RATE TT BUY SELL,15/11/2024,84.425,null,21799043.77,null,null,null,null,null,null,CST 2%,496516.26,25322329.29,25322329.29,null,null,null,.1,null,null,null,201,19/11/2024,null,null
HCGD-B&D012/24-25,2024-2025,06,S0129/24-25,27220.0,10.2,2,277644,SBI FIRST RATE TT BUY SELL,15/07/2024,83.66,null,23227697.04,null,null,null,null,null,null,CST 2%,529654.6,27012384.57,27012384.57,null,null,null,.1,null,null,null,219,22/07/2024,null,null
HCGD-B&D016/24-25,2024-2025,06,S0146/24-25,29110.0,10.2,2,296922,SBI FIRST RATE TT BUY SELL,31/07/2024,83.81,null,24885032.82,null,null,null,null,null,null,CST 2%,567321.53,28933398.01,28933398.01,null,null,null,null,null,null,null,46,07/08/2024,null,null
HCGD-B&D023/24-25,2024-2025,06,S0182/24-25,29950.26,10.2,2,305492.65,SBI FIRST RATE TT BUY SELL,31/08/2024,83.925,null,25646816.82,null,null,null,null,null,null,CST 2%,584566.82,29812907.61,29812907.61,null,null,null,null,null,null,null,201,03/09/2024,null,null
HCGD-B&D027/24-25,2024-2025,06,S0219/24-25,26697.78,10.2,2,272317.36,SBI FIRST RATE TT BUY SELL,31/10/2024,84.105,null,22907791.23,null,null,null,null,null,null,CST 2%,522007.52,26622383.36,26622383.36,null,null,null,null,null,null,null,46,05/11/2024,null,null
SISECAM&D018/21-22,2021-2022,1-0,S0121/21-22,69961.54,7.38,1,516316.17,SBI FIRST RATE TT BUY SELL,31/08/2021,73.275,null,37834366.01,null,null,null,null,null,null,VAT 6%,2433859.28,42998180.55,42998180.55,null,null,null,null,null,null,null,23,02/09/2021,null,null
SISECAM&D031/21-22,2021-2022,3-0,S0208/21-22,57375.23,22.5,1,1290942.68,SBI FIRST RATE TT BUY SELL,15/02/2022,75.625,null,97637990.8,null,null,null,null,null,null,VAT 6%,5992609.09,105869427.26,105869427.26,null,null,null,.1,null,null,null,23,17/02/2022,null,null
SISECAM&D006/22-23,2022-2023,04,S0050/22-23,55601.51,24.05,2,1337216.32,SBI FIRST RATE TT BUY SELL,15/07/2022,79.975,null,106972016.84,null,null,null,null,null,null,VAT 6%,6548497.93,115690130.17,115690130.17,null,null,null,.1,null,null,null,23,20/07/2022,null,null
SISECAM&D008/22-23,2022-2023,04,S0058/22-23,58085.28,24.05,2,1396950.98,SBI FIRST RATE TT BUY SELL,29/07/2022,79.475,null,111112868.63,null,null,null,null,null,null,VAT 6%,6802764.16,120182166.88,120182166.88,null,null,null,.1,null,null,null,23,03/08/2022,null,null
SISECAM&D029/21-22,2021-2022,3-0,S0197/21-22,62310.03,22.5,1,1401975.68,SBI FIRST RATE TT BUY SELL,14/01/2022,74.025,null,103782310.34,null,null,null,null,null,null,VAT 6%,6372821.85,112586519.41,112586519.41,null,null,null,null,null,null,null,23,18/01/2022,null,null
SISECAM&D018/22-23,2022-2023,04,S0099/22-23,49616.56,24.05,2,1193278.27,SBI FIRST RATE TT BUY SELL,14/10/2022,82.305,null,98442344.39,null,null,null,null,null,null,VAT 6%,6022705.33,106401127.58,106401127.58,null,null,null,.1,null,null,null,23,18/10/2022,null,null
SISECAM&D009/23-24,2023-2024,5-0,S0161/23-24,58352.91,13.15,2,767340.77,SBI FIRST RATE TT BUY SELL,13/10/2023,83.265,null,64381388.92,null,null,null,null,null,null,VAT 6%,4019735.96,71015335.25,71015335.25,null,null,null,.1,null,null,null,201,17/10/2023,null,null
SISECAM&C009/23-24,2023-2024,04,S0010/23-24,38243.76,24.05,2,919762.43,SBI FIRST RATE TT BUY SELL,13/04/2023,81.825,null,75627465.65,null,null,null,null,null,null,VAT 6%,4537647.94,80165113.59,80165113.59,null,null,null,null,null,null,null,130,20/04/2023,null,null
SISECAM&D023/23-24,2023-2024,6,S0218/23-24,59311.94,14.33,2,849940.24,SBI FIRST RATE TT BUY SELL,30/11/2023,83.345,null,70853603.59,null,null,null,null,null,null,VAT 6%,4251216.22,75104819.81,75104819.81,null,null,null,.1,null,null,null,113,04/12/2023,null,null
