COMPANY_CD,FINANCIAL_YEAR,COUNTERPARTY_CD,AGMT_NO,AGMT_REV,CONT_NO,CONT_REV,CONTRACT_TYPE,BU_UNIT,PLANT_SEQ,INVOICE_NO,INVOICE_SEQ,INVOICE_ID_SEQ,DR_CR_REF_NO,DR_CR_NO,CRITERIA,DR_CR_FLAG,DR_CR_SEQ,ITEM_DESCRIPTION,LINE_SEQ,ITEM_CD,ITEM_EFF_DT,ITEM_AMT,ITEM_DIFF_AMT,ITEM_DIFF_VALUE
GGL,2024-2025,X-39-1-0,0,2,1,0,X,1,1,S0316/24-25,316,316,C011/24-25,C011/24-25,10,CR,null,DIFF-PRICE,1,10,null,null,null,null
GGL,2024-2025,SN10,1,0,11,0,S,2,3,SMH0113/24-25,113,113,2DRMH0003/25-26,2DRMH0003/25-26,1,DR,null,null,1,1,null,85.525,85.73,-0.2050
GGL,2024-2025,SN10,1,0,11,0,S,2,3,SMH0109/24-25,109,109,CMH024/24-25,CMH024/24-25,1,CR,null,null,1,1,null,86.975,86.68,0.2950
IFFCO,2023-2024,L-22-1-0,22,0,1,0,L,1,1,S0009/23-24,9,9,C008/23-24,C008/23-24,1,CR,null,null,1,1,null,82.45,82.25,0.2000
HGL-RLNG,2021-2022,2-0,1,0,2,0,S,1,1,S0137/21-22,137,137,D020/21-22,D020/21-22,10,DR,null,Imbalance Charges,1,10,null,null,null,null
HGL-RLNG,2021-2022,2-0,1,0,2,0,S,1,1,S0159/21-22,159,159,D024/21-22,D024/21-22,10,DR,null, Imbalance / Overrun Charges,1,10,null,null,null,null
HGL-RLNG,2021-2022,2-0,1,0,2,0,S,1,1,S0209/21-22,209,209,D032/21-22,D032/21-22,10,DR,null, Imbalance / Overrun Charges / Ship or Pay,1,10,null,null,null,null
HGL-RLNG,2021-2022,2-0,1,0,2,0,S,1,1,S0115/21-22,115,115,D016/21-22,D016/21-22,10,DR,null, Imbalance / Overrun Charges ,1,10,null,null,null,null
HGL-RLNG,2021-2022,2-0,1,0,2,0,S,1,1,S0131/21-22,131,131,D019/21-22,D019/21-22,10,DR,null,Imbalance / Overrun Charges,1,10,null,null,null,null
HGL-RLNG,2021-2022,01,1,0,1,0,S,1,1,S0008/21-22,8,8,D010/21-22,D010/21-22,10,DR,null, Imbalance Charges ,1,10,null,null,null,null
HGL-RLNG,2021-2022,01,1,0,1,0,S,1,1,S0022/21-22,22,22,D011/21-22,D011/21-22,10,DR,null, Imbalance Charges,1,10,null,null,null,null
HGL-RLNG,2021-2022,2-0,1,0,2,0,S,1,1,S0143/21-22,143,143,D021/21-22,D021/21-22,10,DR,null, Imbalance / Overrun Charges ,1,10,null,null,null,null
HGL-RLNG,2021-2022,2-0,1,0,2,0,S,1,1,S0151/21-22,151,151,D023/21-22,D023/21-22,10,DR,null, Imbalance / Overrun Charges / Ship or Pay,1,10,null,null,null,null
HGL-RLNG,2021-2022,2-0,1,0,2,0,S,1,1,S0168/21-22,168,168,D025/21-22,D025/21-22,10,DR,null,Imbalance / Overrun Charges,1,10,null,null,null,null
HGL-RLNG,2021-2022,2-0,1,0,2,0,S,1,1,S0180/21-22,180,180,D026/21-22,D026/21-22,10,DR,null, Imbalance / Overrun Charges,1,10,null,null,null,null
HGL-RLNG,2021-2022,2-0,1,0,2,0,S,1,1,S0195/21-22,195,195,D028/21-22,D028/21-22,10,DR,null, Imbalance / Overrun Charges ,1,10,null,null,null,null
HGL-RLNG,2021-2022,2-0,1,0,2,0,S,1,1,S0199/21-22,199,199,D030/21-22,D030/21-22,10,DR,null, Imbalance / Overrun Charges / Ship or Pay,1,10,null,null,null,null
HGL-RLNG,2021-2022,2-0,1,0,2,0,S,1,1,S0124/21-22,124,124,D017/21-22,D017/21-22,10,DR,null, Imbalance / Overrun Charges ,1,10,null,null,null,null
HGL-RLNG,2021-2022,2-0,1,0,2,0,S,1,1,S0188/21-22,188,188,D027/21-22,D027/21-22,10,DR,null, Imbalance ,1,10,null,null,null,null
HGL-RLNG,2021-2022,2-0,1,0,2,0,S,1,1,S0215/21-22,215,215,D033/21-22,D033/21-22,10,DR,null, Imbalance ,1,10,null,null,null,null
HGL-RLNG,2021-2022,2-0,1,0,2,0,S,1,1,S0222/21-22,222,222,D034/21-22,D034/21-22,10,DR,null, Imbalance / Overrun Charges ,1,10,null,null,null,null
HGL-RLNG,2021-2022,2-0,1,0,2,0,S,1,1,S0091/21-22,91,91,D012/21-22,D012/21-22,10,DR,null, Imbalance / Overrun Charges,1,10,null,null,null,null
HGL-RLNG,2021-2022,2-0,1,0,2,0,S,1,1,S0102/21-22,102,102,D014/21-22,D014/21-22,3,DR,null,null,1,3,null,null,null,null
HSIL,2024-2025,09(RLNG),1,2,10,0,S,2,1,SMH0084/24-25,84,84,DMH039/24-25,DMH039/24-25,10,DR,null, Imbalance Charges,1,10,null,null,null,null
HSIL,2024-2025,09(Domgas),1,2,9,0,S,3,2,SAP0018/24-25,18,18,DAP004/24-25,DAP004/24-25,10,DR,null,Imbalance Charges,1,10,null,null,null,null
HSIL,2020-2021,03,1,0,3,0,S,1,1,S0243/20-21,243,243,D046/20-21,D046/20-21,10,DR,null, Imbalance Charges,1,10,null,null,null,null
HSIL,2020-2021,03,1,0,3,0,S,1,1,S0262/20-21,262,262,D047/20-21,D047/20-21,10,DR,null,Imbalance charges,1,10,null,null,null,null
HSIL,2022-2023,07,1,0,6,0,S,2,1,SMH0185/22-23,185,185,DMH028/22-23,DMH028/22-23,10,DR,null,Imbalance Charges,1,10,null,null,null,null
HSIL,2023-2024,08,1,2,7,0,S,2,1,SMH0038/23-24,38,38,DMH012/23-24,DMH012/23-24,10,DR,null, Imbalance / Overrun Charges ,1,10,null,null,null,null
HSIL,2023-2024,08,1,2,7,0,S,2,1,SMH0050/23-24,50,50,DMH015/23-24,DMH015/23-24,10,DR,null, Imbalance Charges ,1,10,null,null,null,null
HSIL,2024-2025,09(Domgas),1,2,9,0,S,3,2,SAP0024/24-25,24,24,DAP006/24-25,DAP006/24-25,10,DR,null, Imbalance Charges,1,10,null,null,null,null
HSIL,2024-2025,09(RLNG),1,3,10,0,S,2,1,SMH0111/24-25,111,111,DMH044/24-25,DMH044/24-25,10,DR,null, Imbalance charges,1,10,null,null,null,null
HSIL,2024-2025,09(Domgas),1,3,9,0,S,3,2,SAP0026/24-25,26,26,DAP007/24-25,DAP007/24-25,10,DR,null, Imbalance charges,1,10,null,null,null,null
HSIL,2024-2025,09(RLNG),1,2,10,0,S,2,1,SMH0095/24-25,95,95,DMH042/24-25,DMH042/24-25,10,DR,null,Imbalance Charges,1,10,null,null,null,null
HSIL,2024-2025,09(RLNG),1,2,10,0,S,2,1,SMH0107/24-25,107,107,CMH022/24-25,CMH022/24-25,10,CR,null,DIFF-PRICE,1,10,null,null,null,null
HSIL,2024-2025,09(Domgas),1,3,9,0,S,3,2,SAP0030/24-25,30,30,DAP008/24-25,DAP008/24-25,10,DR,null, Imbalance charges,1,10,null,null,null,null
HSIL,2024-2025,09(RLNG),1,2,10,0,S,2,1,SMH0107/24-25,107,107,DMH043/24-25,DMH043/24-25,10,DR,null, Imbalance/ Ship or Pay charges,1,10,null,null,null,null
HSIL,2024-2025,09(RLNG),1,2,10,0,S,2,1,SMH0087/24-25,87,87,DMH040/24-25,DMH040/24-25,10,DR,null, Imbalance Charges,1,10,null,null,null,null
HSIL,2024-2025,09(Domgas),1,2,9,0,S,3,2,SAP0020/24-25,20,20,DAP005/24-25,DAP005/24-25,10,DR,null,Imbalance Charges,1,10,null,null,null,null
KFL,2023-2024,L-6-1-0,6,0,1,0,L,1,2,S0001/23-24,1,1,C001/23-24,C001/23-24,1,CR,null,null,1,1,null,82.45,82.25,0.2000
KFL,2020-2021,L-2-1-0,2,0,1,0,L,1,1,S0313/20-21,313,313,D049/20-21,D049/20-21,10,DR,null,Ship or Pay,1,10,null,null,null,null
MINDA,2022-2023,3-0,1,0,3,0,S,2,2,SMH0097/22-23,97,97,DMH005/22-23,DMH005/22-23,10,DR,null, Imbalance Charges,1,10,null,null,null,null
MINDA,2022-2023,3-0,1,0,3,0,S,2,2,SMH0144/22-23,144,144,DMH012/22-23,DMH012/22-23,10,DR,null, Imbalance Charges,1,10,null,null,null,null
MINDA,2022-2023,3-0,1,0,3,0,S,2,2,SMH0154/22-23,154,154,DMH014/22-23,DMH014/22-23,10,DR,null, Imbalance charges,1,10,null,null,null,null
MINDA,2022-2023,3-0,1,0,3,0,S,2,2,SMH0091/22-23,91,91,DMH003/22-23,DMH003/22-23,10,DR,null, Imbalance / Overrun Charges / Ship or Pay,1,10,null,null,null,null
MINDA,2022-2023,3-0,1,0,3,0,S,2,2,SMH0140/22-23,140,140,DMH010/22-23,DMH010/22-23,10,DR,null,Imbalance and Ship or Pay charges,1,10,null,null,null,null
MINDA,2022-2023,3-0,1,0,3,0,S,2,2,SMH0172/22-23,172,172,DMH023/22-23,DMH023/22-23,10,DR,null, Imbalance / Ship or Pay Charges,1,10,null,null,null,null
MINDA,2023-2024,3-0,1,1,3,0,S,2,2,SMH0024/23-24,24,24,CMH009/23-24,CMH009/23-24,2,CR,null,null,1,2,null,37,13.9826,23.0174
MINDA,2023-2024,3-0,1,0,3,0,S,2,2,SMH0001/23-24,1,1,DMH001/23-24,DMH001/23-24,10,DR,null, Imbalance,1,10,null,null,null,null
MINDA,2022-2023,3-0,1,0,3,0,S,2,2,SMH0187/22-23,187,187,DMH024/22-23,DMH024/22-23,10,DR,null,Imbalance Charges,1,10,null,null,null,null
MINDA,2022-2023,3-0,1,0,3,0,S,2,2,SMH0197/22-23,197,197,DMH029/22-23,DMH029/22-23,10,DR,null,Imbalance and Ship or Pay Charges,1,10,null,null,null,null
MINDA,2023-2024,05,1,0,5,0,S,2,2,SMH0199/23-24,199,199,DMH039/23-24,DMH039/23-24,6,DR,null,OTHERS,1,6,null,null,null,null
HCGD-B,2024-2025,06,1,0,6,0,S,1,1,S0228/24-25,228,228,D029/24-25,D029/24-25,10,DR,null, Imbalance Charges.,1,10,null,null,null,null
HCGD-B,2024-2025,06,1,0,6,0,S,1,1,S0129/24-25,129,129,D012/24-25,D012/24-25,1,DR,null,null,1,1,null,83.565,83.66,-0.0950
HCGD-B,2024-2025,06,1,0,6,0,S,1,1,S0146/24-25,146,146,D016/24-25,D016/24-25,1,DR,null,null,1,1,null,83.745,83.81,-0.0650
HCGD-B,2024-2025,06,1,0,6,0,S,1,1,S0182/24-25,182,182,D023/24-25,D023/24-25,10,DR,null, Imbalance charges,1,10,null,null,null,null
HCGD-B,2024-2025,06,1,0,6,0,S,1,1,S0219/24-25,219,219,D027/24-25,D027/24-25,10,DR,null, Imbalance charges,1,10,null,null,null,null
SISECAM,2021-2022,1-0,1,0,1,0,S,1,1,S0121/21-22,121,121,D018/21-22,D018/21-22,10,DR,null, Imbalance ,1,10,null,null,null,null
SISECAM,2021-2022,3-0,1,0,3,0,S,1,1,S0208/21-22,208,208,D031/21-22,D031/21-22,10,DR,null, Imbalance ,1,10,null,null,null,null
SISECAM,2022-2023,04,1,0,4,0,S,1,1,S0050/22-23,50,50,D006/22-23,D006/22-23,10,DR,null, Imbalance / Ship or Pay,1,10,null,null,null,null
SISECAM,2022-2023,04,1,0,4,0,S,1,1,S0058/22-23,58,58,D008/22-23,D008/22-23,10,DR,null, Imbalance and Ship or Pay for 16-31 July 2022,1,10,null,null,null,null
SISECAM,2021-2022,3-0,1,0,3,0,S,1,1,S0197/21-22,197,197,D029/21-22,D029/21-22,10,DR,null, Imbalance ,1,10,null,null,null,null
SISECAM,2022-2023,04,1,0,4,0,S,1,1,S0099/22-23,99,99,D018/22-23,D018/22-23,10,DR,null,Ship or Pay,1,10,null,null,null,null
SISECAM,2024-2025,07,1,0,8,0,S,1,1,S0130/24-25,130,130,D009/24-25,D009/24-25,10,DR,null, Imbalance Charges,1,10,null,null,null,null
SISECAM,2022-2023,04,1,0,4,0,S,1,1,S0201/22-23,201,201,D023/22-23,D023/22-23,10,DR,null,Imbalance/Ship or Pay charges,1,10,null,null,null,null
SISECAM,2022-2023,04,1,0,4,0,S,1,1,S0210/22-23,210,210,D024/22-23,D024/22-23,10,DR,null,Imbalance and Ship or Pay charges,1,10,null,null,null,null
SISECAM,2022-2023,04,1,0,4,0,S,1,1,S0222/22-23,222,222,D025/22-23,D025/22-23,10,DR,null, Ship or Pay charges,1,10,null,null,null,null
SISECAM,2021-2022,1-0,1,0,1,0,S,1,1,S0103/21-22,103,103,D015/21-22,D015/21-22,10,DR,null, Imbalance Charges,1,10,null,null,null,null
SISECAM,2021-2022,3-0,1,0,3,0,S,1,1,S0223/21-22,223,223,D035/21-22,D035/21-22,10,DR,null, Imbalance ,1,10,null,null,null,null
SISECAM,2022-2023,04,1,0,4,0,S,1,1,S0088/22-23,88,88,D016/22-23,D016/22-23,10,DR,null,Imbalance and Ship or Pay,1,10,null,null,null,null
SISECAM,2022-2023,04,1,0,4,0,S,1,1,S0171/22-23,171,171,D021/22-23,D021/22-23,10,DR,null,Imbalance and Ship or Pay Charges ,1,10,null,null,null,null
SISECAM,2022-2023,04,1,0,4,0,S,1,1,S0194/22-23,194,194,D022/22-23,D022/22-23,10,DR,null,Imbalance and Ship or Pay Charges,1,10,null,null,null,null
SISECAM,2021-2022,1-0,1,0,1,0,S,1,1,S0145/21-22,145,145,D022/21-22,D022/21-22,10,DR,null, Imbalance ,1,10,null,null,null,null
SISECAM,2022-2023,3-0,1,1,3,0,S,1,1,S0003/22-23,3,3,D001/22-23,D001/22-23,10,DR,null, Imbalance ,1,10,null,null,null,null
SISECAM,2022-2023,3-0,1,1,3,0,S,1,1,S0015/22-23,15,15,D002/22-23,D002/22-23,10,DR,null,Overrun Charges ,1,10,null,null,null,null
SISECAM,2022-2023,3-0,1,1,3,0,S,1,1,S0042/22-23,42,42,D005/22-23,D005/22-23,10,DR,null, Imbalance ,1,10,null,null,null,null
SISECAM,2022-2023,04,1,0,4,0,S,1,1,S0072/22-23,72,72,D010/22-23,D010/22-23,10,DR,null, Imbalance and Ship or Pay charges for 01-15 Augus,1,10,null,null,null,null
SISECAM,2022-2023,04,1,0,4,0,S,1,1,S0078/22-23,78,78,D014/22-23,D014/22-23,10,DR,null, Imbalance and Ship or Pay for 16-31 August 2022,1,10,null,null,null,null
SISECAM,2022-2023,04,1,0,4,0,S,1,1,S0091/22-23,91,91,D017/22-23,D017/22-23,10,DR,null,Imbalance and Ship or Pay,1,10,null,null,null,null
SISECAM,2022-2023,04,1,0,4,0,S,1,1,S0122/22-23,122,122,D019/22-23,D019/22-23,10,DR,null, Imbalance / Overrun Charges / Ship or Pay,1,10,null,null,null,null
SISECAM,2022-2023,04,1,0,4,0,S,1,1,S0135/22-23,135,135,D020/22-23,D020/22-23,10,DR,null,Ship or Pay charges,1,10,null,null,null,null
SISECAM,2022-2023,04,1,0,4,0,S,1,1,S0255/22-23,255,255,D027/22-23,D027/22-23,10,DR,null, Imbalance Charges,1,10,null,null,null,null
SISECAM,2022-2023,04,1,0,4,0,S,1,1,S0225/22-23,225,225,D026/22-23,D026/22-23,10,DR,null, Imbalance / Overrun Charges / Ship or Pay,1,10,null,null,null,null
SISECAM,2023-2024,5-0,1,0,5,0,S,1,1,S0161/23-24,161,161,D009/23-24,D009/23-24,10,DR,null, Imbalance and Overrun Charges ,1,10,null,null,null,null
SISECAM,2023-2024,04,1,0,4,0,S,1,1,S0010/23-24,10,10,C009/23-24,C009/23-24,1,CR,null,null,1,1,null,82.025,81.825,0.2000
SISECAM,2023-2024,6,1,0,7,0,S,1,1,S0218/23-24,218,218,D023/23-24,D023/23-24,10,DR,null, Imbalance Charges,1,10,null,null,null,null
SISECAM,2023-2024,5-0,1,0,5,0,S,1,1,S0170/23-24,170,170,D012/23-24,D012/23-24,10,DR,null, Imbalance and Over Run ,1,10,null,null,null,null
SISECAM,2024-2025,07,1,0,8,0,S,1,1,S0112/24-25,112,112,D008/24-25,D008/24-25,10,DR,null,Imbalance Charges,1,10,null,null,null,null
SISECAM,2024-2025,07,1,0,8,0,S,1,1,S0147/24-25,147,147,D015/24-25,D015/24-25,10,DR,null,Imbalance & Overrun Charges ,1,10,null,null,null,null
SISECAM,2024-2025,07,1,0,8,0,S,1,1,S0163/24-25,163,163,D019/24-25,D019/24-25,10,DR,null, Imbalance & Overrun Charges.,1,10,null,null,null,null
SISECAM,2024-2025,07,1,0,8,0,S,1,1,S0173/24-25,173,173,D025/24-25,D025/24-25,10,DR,null,Overrun Charges ,1,10,null,null,null,null
SISECAM,2024-2025,07,1,0,8,0,S,1,1,S0173/24-25,173,173,D026/24-25,D026/24-25,6,DR,null,OTHERS,2,6,null,null,null,null
SISECAM,2023-2024,07,1,0,8,0,S,1,1,S0414/23-24,414,414,D043/23-24,D043/23-24,10,DR,null, Imbalance charges.,1,10,null,null,null,null
SISECAM,2021-2022,1-0,1,0,1,0,S,1,1,S0092/21-22,92,92,D013/21-22,D013/21-22,10,DR,null, Imbalance Charges,1,10,null,null,null,null
OPAL,2021-2022,L-1-1-0,1,2,1,0,L,1,1,S0112/21-22,112,112,C004/21-22,C004/21-22,10,CR,null,null,1,10,null,null,null,null
OPAL,2022-2023,L-11-1-0,11,0,1,0,L,2,1,SMH0039/22-23,39,39,CMH004/22-23,CMH004/22-23,1,CR,null,null,1,1,null,80.4,80.1,0.3000
OPAL,2023-2024,L-17-1-0,17,0,1,0,L,2,1,SMH0028/23-24,28,28,DMH008/23-24,DMH008/23-24,2,DR,null,null,1,2,null,13.0513,13.2937,-0.2424
OPAL,2024-2025,L-21-1-0,21,0,1,0,L,2,1,SMH0018/24-25,18,18,DMH005/24-25,DMH005/24-25,1,DR,null,null,1,1,null,83.515,83.94,-0.4250
RCF,2023-2024,L-2-1-0,2,0,1,0,L,2,2,SMH0005/23-24,5,5,CMH004/23-24,CMH004/23-24,1,CR,null,null,1,1,null,82.025,81.825,0.2000
RCF,2023-2024,L-7-1-0,7,1,1,0,L,2,2,SMH0108/23-24,108,108,DMH019/23-24,DMH019/23-24,1,DR,null,null,1,1,null,83.175,83.25,-0.0750
TGLPL,2022-2023,01,1,0,1,0,S,1,2,S0074/22-23,74,74,D012/22-23,D012/22-23,10,DR,null,Monthly Ship or Pay,1,10,null,null,null,null
TGBPL,2023-2024,2-0,1,0,2,0,S,1,1,S0349/23-24,349,349,C030/23-24,C030/23-24,1,CR,null,null,1,1,null,83.145,83.07,0.0750
TGBPL,2023-2024,03,1,0,3,0,S,1,1,S0365/23-24,365,365,D040/23-24,D040/23-24,1,DR,null,null,1,1,null,83.025,83.05,-0.0250
TGBPL,2023-2024,2-0,1,0,2,0,S,1,1,S0324/23-24,324,324,D031/23-24,D031/23-24,1,DR,null,null,1,1,null,82.855,83.18,-0.3250
TGBPL,2023-2024,01,1,3,1,0,S,1,2,S0005/23-24,5,5,C003/23-24,C003/23-24,1,CR,null,null,1,1,null,82.025,81.825,0.2000
TGBPL,2023-2024,03,1,0,3,0,S,1,1,S0386/23-24,386,386,C039/23-24,C039/23-24,1,CR,null,null,1,1,null,82.915,82.89,0.0250
VVF India,2022-2023,07,1,2,6,0,S,2,1,SMH0176/22-23,176,176,DMH021/22-23,DMH021/22-23,10,DR,null, Imbalance / Overrun Charges,1,10,null,null,null,null
VVF India,2023-2024,10,1,0,9,0,S,2,1,SMH0063/23-24,63,63,DMH017/23-24,DMH017/23-24,10,DR,null, Imbalance Charges,1,10,null,null,null,null
VVF India,2022-2023,07,1,1,6,0,S,2,1,SMH0166/22-23,166,166,DMH018/22-23,DMH018/22-23,10,DR,null, Imbalance & Overrun Charges,1,10,null,null,null,null
VVF India,2023-2024,09,1,0,8,0,S,2,1,SMH0008/23-24,8,8,DMH003/23-24,DMH003/23-24,10,DR,null, Imbalance / Overrun Charges ,1,10,null,null,null,null
VVF India,2023-2024,10,1,0,9,0,S,2,1,SMH0040/23-24,40,40,DMH011/23-24,DMH011/23-24,10,DR,null, Imbalance and Overrun Charges ,1,10,null,null,null,null
VVF India,2022-2023,08,1,1,7,0,S,2,1,SMH0182/22-23,182,182,DMH025/22-23,DMH025/22-23,10,DR,null,Imbalance / Overrun Charges,1,10,null,null,null,null
VVF India,2023-2024,09,1,0,8,0,S,2,1,SMH0016/23-24,16,16,DMH005/23-24,DMH005/23-24,10,DR,null, Imbalance / Overrun Charges ,1,10,null,null,null,null
VVF India,2023-2024,10,1,0,9,0,S,2,1,SMH0048/23-24,48,48,DMH014/23-24,DMH014/23-24,10,DR,null, Imbalance / Overrun Charges,1,10,null,null,null,null
VVF India,2023-2024,10,1,0,9,0,S,2,1,SMH0078/23-24,78,78,DMH018/23-24,DMH018/23-24,10,DR,null, Imbalance / Overrun Charges / Ship or Pay,1,10,null,null,null,null
VVF India,2022-2023,08,1,2,7,0,S,2,1,SMH0198/22-23,198,198,DMH033/22-23,DMH033/22-23,10,DR,null,Imbalance / Overrun Charges / Ship or Pay,1,10,null,null,null,null
GNFC,2023-2024,03,1,0,3,0,S,1,2,S0191/23-24,191,191,D018/23-24,D018/23-24,3,DR,null,null,1,3,null,null,null,null
GFCL,2022-2023,01,1,0,1,0,S,1,1,S0060/22-23,60,60,D007/22-23,D007/22-23,10,DR,null, Imbalance and Ship or Pay,1,10,null,null,null,null
GFCL,2022-2023,01,1,0,1,0,S,1,1,S0070/22-23,70,70,D009/22-23,D009/22-23,10,DR,null, Imbalance ,1,10,null,null,null,null
GFCL,2022-2023,01,1,0,1,0,S,1,1,S0081/22-23,81,81,D011/22-23,D011/22-23,10,DR,null, Imbalance charges,1,10,null,null,null,null
