COMPANY_CD,FINANCIAL_YEAR,COUNTERPARTY_CD,AGMT_NO,AGMT_REV,CONT_NO,CONT_REV,CONTRACT_TYPE,BU_UNIT,PLANT_SEQ,INVOICE_NO,INVOICE_SEQ,INVOICE_ID_SEQ,DR_CR_REF_NO,DR_CR_NO,CRITERIA,DR_CR_FLAG,DR_CR_SEQ,ITEM_DESCRIPTION,LINE_SEQ,ITEM_CD,ITEM_EFF_DT,ITEM_AMT,ITEM_DIFF_AMT,ITEM_DIFF_VALUE
GFCL,2023-2024,2,1,0,2,0,S,1,1,S0007/23-24,7,7,C006/23-24,C006/23-24,1,CR,null,null,1,1,null,82.025,81.825,0.2000
CPL,2024-2025,06,1,0,6,0,S,2,1,SMH0023/24-25,23,23,CMH008/24-25,CMH008/24-25,1,CR,null,null,1,1,null,83.575,83.41,0.1650
CPL,2024-2025,06,1,1,6,0,S,2,1,SMH0066/24-25,66,66,DMH026/24-25,DMH026/24-25,1,DR,null,null,1,1,null,84.085,84.09,-0.0050
CPL,2024-2025,06,1,1,6,0,S,2,1,SMH0069/24-25,69,69,DMH030/24-25,DMH030/24-25,1,DR,null,null,1,1,null,84.105,84.29,-0.1850
CPL,2024-2025,06,1,1,6,0,S,2,1,SMH0075/24-25,75,75,DMH034/24-25,DMH034/24-25,1,DR,null,null,1,1,null,84.575,84.73,-0.1550
CPL,2023-2024,04,1,0,4,0,S,2,1,SMH0191/23-24,191,191,CMH018/23-24,CMH018/23-24,1,CR,null,null,1,1,null,82.975,82.97,0.0050
CPL,2024-2025,06,1,1,6,0,S,2,1,SMH0035/24-25,35,35,DMH008/24-25,DMH008/24-25,1,DR,null,null,1,1,null,83.425,83.49,-0.0650
CPL,2024-2025,06,1,1,6,0,S,2,1,SMH0046/24-25,46,46,DMH017/24-25,DMH017/24-25,1,DR,null,null,1,1,null,83.745,83.81,-0.0650
CPL,2024-2025,06,1,1,6,0,S,2,1,SMH0059/24-25,59,59,CMH015/24-25,CMH015/24-25,1,CR,null,null,1,1,null,83.945,83.73,0.2150
CPL,2024-2025,06,1,1,6,0,S,2,1,SMH0072/24-25,72,72,DMH032/24-25,DMH032/24-25,1,DR,null,null,1,1,null,84.425,84.44,-0.0150
CPL,2024-2025,06,1,1,6,0,S,2,1,SMH0076/24-25,76,76,DMH036/24-25,DMH036/24-25,1,DR,null,null,1,1,null,84.885,84.94,-0.0550
CPL,2024-2025,06,1,1,6,0,S,2,1,SMH0103/24-25,103,103,CMH021/24-25,CMH021/24-25,1,CR,null,null,1,1,null,87.375,87.23,0.1450
CPL,2023-2024,04,1,0,4,0,S,2,1,SMH0179/23-24,179,179,DMH035/23-24,DMH035/23-24,1,DR,null,null,1,1,null,83.025,83.05,-0.0250
CPL,2023-2024,04,1,0,4,0,S,2,1,SMH0186/23-24,186,186,CMH017/23-24,CMH017/23-24,1,CR,null,null,1,1,null,82.915,82.89,0.0250
CPL,2023-2024,04,1,2,4,0,S,2,1,SMH0204/23-24,204,204,DMH001/24-25,DMH001/24-25,1,DR,null,null,1,1,null,83.375,83.4,-0.0250
CPL,2024-2025,07,1,1,7,0,S,2,1,SMH0040/24-25,40,40,DMH010/24-25,DMH010/24-25,1,DR,null,null,1,1,null,83.565,83.66,-0.0950
CPL,2024-2025,06,1,1,6,0,S,2,1,SMH0038/24-25,38,38,DMH011/24-25,DMH011/24-25,1,DR,null,null,1,1,null,83.565,83.66,-0.0950
CPL,2024-2025,06,1,1,6,0,S,2,1,SMH0051/24-25,51,51,CMH011/24-25,CMH011/24-25,1,CR,null,null,1,1,null,83.935,83.84,0.0950
CPL,2024-2025,06,1,1,6,0,S,2,1,SMH0062/24-25,62,62,DMH023/24-25,DMH023/24-25,1,DR,null,null,1,1,null,83.725,83.98,-0.2550
CPL,2024-2025,06,1,1,6,0,S,2,1,SMH0056/24-25,56,56,DMH021/24-25,DMH021/24-25,1,DR,null,null,1,1,null,83.925,83.98,-0.0550
CPL,2024-2025,5-0,1,0,5,0,S,2,1,SMH0007/24-25,7,7,DMH004/24-25,DMH004/24-25,1,DR,null,null,1,1,null,83.465,83.6,-0.1350
CPL,2024-2025,07,1,1,7,0,S,2,1,SMH0047/24-25,47,47,DMH019/24-25,DMH019/24-25,1,DR,null,null,1,1,null,83.745,83.81,-0.0650
CPL,2024-2025,5-0,1,1,5,0,S,2,1,SMH0013/24-25,13,13,CMH003/24-25,CMH003/24-25,1,CR,null,null,1,1,null,83.495,83.42,0.0750
CPL,2024-2025,06,1,1,6,0,S,2,1,SMH0083/24-25,83,83,CMH017/24-25,CMH017/24-25,1,CR,null,null,1,1,null,86.545,86.53,0.0150
CPL,2024-2025,06,1,1,6,0,S,2,1,SMH0091/24-25,91,91,CMH020/24-25,CMH020/24-25,1,CR,null,null,1,1,null,86.725,86.53,0.1950
CPL,2024-2025,06,1,1,6,0,S,2,1,SMH0114/24-25,114,114,2DRMH0002/25-26,2DRMH0002/25-26,1,DR,null,null,1,1,null,85.525,85.73,-0.2050
CPL,2024-2025,06,1,1,6,0,S,2,1,SMH0086/24-25,86,86,DMH041/24-25,DMH041/24-25,1,DR,null,null,1,1,null,86.625,87.13,-0.5050
CPL,2024-2025,06,1,1,6,0,S,2,1,SMH0108/24-25,108,108,CMH023/24-25,CMH023/24-25,1,CR,null,null,1,1,null,86.975,86.68,0.2950
CPL,2024-2025,06,1,1,6,0,S,2,1,SMH0080/24-25,80,80,DMH038/24-25,DMH038/24-25,1,DR,null,null,1,1,null,85.625,85.81,-0.1850
INPEROX,2023-2024,03,1,0,3,0,S,1,1,S0193/23-24,193,193,D017/23-24,D017/23-24,1,DR,null,null,1,1,null,83.095,83.3,-0.2050
INPEROX,2023-2024,03,1,0,3,0,S,1,1,S0232/23-24,232,232,C029/23-24,C029/23-24,1,CR,null,null,1,1,null,83.345,83.16,0.1850
INPEROX,2023-2024,03,1,0,3,0,S,1,1,S0355/23-24,355,355,C034/23-24,C034/23-24,1,CR,null,null,1,1,null,83.145,83.07,0.0750
INPEROX,2023-2024,03,1,0,3,0,S,1,1,S0140/23-24,140,140,D003/23-24,D003/23-24,10,DR,null, Difference in exchange rate,1,10,null,null,null,null
INPEROX,2023-2024,03,1,0,3,0,S,1,1,S0162/23-24,162,162,C019/23-24,C019/23-24,1,CR,null,null,1,1,null,83.265,83.21,0.0550
INPEROX,2023-2024,03,1,0,3,0,S,1,1,S0172/23-24,172,172,C020/23-24,C020/23-24,1,CR,null,null,1,1,null,83.285,83.26,0.0250
INPEROX,2023-2024,03,1,0,3,0,S,1,1,S0217/23-24,217,217,C027/23-24,C027/23-24,1,CR,null,null,1,1,null,83.345,83.3,0.0450
INPEROX,2023-2024,03,1,0,3,0,S,1,1,S0366/23-24,366,366,D038/23-24,D038/23-24,1,DR,null,null,1,1,null,83.025,83.05,-0.0250
INPEROX,2023-2024,03,1,0,3,0,S,1,1,S0257/23-24,257,257,D025/23-24,D025/23-24,1,DR,null,null,1,1,null,83.205,83.335,-0.1300
INPEROX,2023-2024,03,1,0,3,0,S,1,1,S0152/23-24,152,152,D004/23-24,D004/23-24,1,DR,null,null,1,1,null,83.175,83.25,-0.0750
INPEROX,2023-2024,03,1,0,3,0,S,1,1,S0325/23-24,325,325,D028/23-24,D028/23-24,1,DR,null,null,1,1,null,82.855,83.18,-0.3250
INPEROX,2023-2024,03,1,0,3,0,S,1,1,S0434/23-24,434,434,D001/24-25,D001/24-25,1,DR,null,null,1,1,null,83.375,83.4,-0.0250
INPEROX,2023-2024,03,1,0,3,0,S,1,1,S0392/23-24,392,392,C038/23-24,C038/23-24,1,CR,null,null,1,1,null,82.915,82.89,0.0250
INPEROX,2023-2024,03,1,0,3,0,S,1,1,S0409/23-24,409,409,C041/23-24,C041/23-24,1,CR,null,null,1,1,null,82.975,82.97,0.0050
HINDURV,2023-2024,L-3-1-0,3,0,1,0,L,1,1,S0003/23-24,3,3,C004/23-24,C004/23-24,1,CR,null,null,1,1,null,82.45,82.25,0.2000
GOAGLSF,2024-2025,4,1,0,4,0,S,2,1,SMH0073/24-25,73,73,DMH031/24-25,DMH031/24-25,10,DR,null, Imbalance Charges.,1,10,null,null,null,null
GOAGLSF,2024-2025,4,1,0,4,0,S,2,1,SMH0074/24-25,74,74,DMH033/24-25,DMH033/24-25,10,DR,null, Imbalance / Ship or Pay Charges,1,10,null,null,null,null
GOAGLSF,2024-2025,4,1,1,4,0,S,2,1,SMH0077/24-25,77,77,DMH035/24-25,DMH035/24-25,10,DR,null, Imbalance Charges,1,10,null,null,null,null
GOAGLSF,2024-2025,4,1,1,4,0,S,2,1,SMH0081/24-25,81,81,DMH037/24-25,DMH037/24-25,10,DR,null,Imbalance Charges,1,10,null,null,null,null
GOAGLSF,2025-2026,,1,4,6,0,S,2,1,2SMH0035/25-26,35,35,2DRMH0009/25-26,2DRMH0009/25-26,10,DR,null,Imbalance/ Ship-Or-Pay/ Unauthorized Overrun charg,1,10,null,null,null,null
GOAGLSF,2025-2026,,1,3,6,0,S,2,1,2SMH0031/25-26,31,31,2DRMH0008/25-26,2DRMH0008/25-26,10,DR,null,Imbalance charges,1,10,null,null,null,null
GOAGLSF,2022-2023,1-0,1,0,1,0,S,2,1,SMH0130/22-23,130,130,DMH007/22-23,DMH007/22-23,10,DR,null, Imbalance and Overrun Charges ,1,10,null,null,null,null
GOAGLSF,2022-2023,1-0,1,1,1,0,S,2,1,SMH0145/22-23,145,145,DMH013/22-23,DMH013/22-23,10,DR,null,Imbalance and Overrun Charges,1,10,null,null,null,null
GOAGLSF,2022-2023,1-0,1,1,1,0,S,2,1,SMH0155/22-23,155,155,DMH015/22-23,DMH015/22-23,10,DR,null, Imbalance and Overrun Charges ,1,10,null,null,null,null
GOAGLSF,2022-2023,1-0,1,0,1,0,S,2,1,SMH0131/22-23,131,131,DMH009/22-23,DMH009/22-23,10,DR,null,Imbalance and Overrun Charges,1,10,null,null,null,null
GOAGLSF,2022-2023,2-0,1,0,2,0,S,2,1,SMH0170/22-23,170,170,DMH022/22-23,DMH022/22-23,10,DR,null,Imbalance / Overrun Charges,1,10,null,null,null,null
GOAGLSF,2022-2023,2-0,1,0,2,0,S,2,1,SMH0165/22-23,165,165,DMH019/22-23,DMH019/22-23,10,DR,null, Imbalance / Overrun Charges / Ship or Pay,1,10,null,null,null,null
GOAGLSF,2022-2023,2-0,1,0,2,0,S,2,1,SMH0188/22-23,188,188,DMH026/22-23,DMH026/22-23,10,DR,null, Imbalance / Overrun Charges / Ship or Pay,1,10,null,null,null,null
GOAGLSF,2022-2023,2-0,1,0,2,0,S,2,1,SMH0199/22-23,199,199,DMH030/22-23,DMH030/22-23,10,DR,null, Imbalance Charges ,1,10,null,null,null,null
GOAGLSF,2023-2024,2-0,1,0,2,0,S,2,1,SMH0006/23-24,6,6,CMH002/23-24,CMH002/23-24,1,CR,null,null,1,1,null,82.025,81.825,0.2000
GOAGLSF,2024-2025,3-0,1,0,3,0,S,2,1,SMH0064/24-25,64,64,DMH024/24-25,DMH024/24-25,10,DR,null, Imbalance Charges.,1,10,null,null,null,null
GOAGLSF,2024-2025,3-0,1,0,3,0,S,2,1,SMH0068/24-25,68,68,DMH027/24-25,DMH027/24-25,10,DR,null, Imbalance charges,1,10,null,null,null,null
GOAGLSF,2025-2026,,1,0,5,0,S,2,1,2SMH0009/25-26,9,9,2DRMH0005/25-26,2DRMH0005/25-26,10,DR,null, Imbalance Charges,1,10,null,null,null,null
GOAGLSF,2025-2026,,1,0,5,0,S,2,1,2SMH0003/25-26,3,3,2DRMH0004/25-26,2DRMH0004/25-26,10,DR,null, Imbalance charges.,1,10,null,null,null,null
GOAGLSF,2025-2026,,1,2,6,0,S,2,1,2SMH0022/25-26,22,22,2DRMH0007/25-26,2DRMH0007/25-26,10,DR,null, Imbalance Charges,1,10,null,null,null,null
GOAGLSF,2025-2026,,1,5,6,0,S,2,1,2SMH0048/25-26,48,48,2DRMH0011/25-26,2DRMH0011/25-26,10,DR,null, Imbalance / Overrun Charges / Ship or Pay,1,10,null,null,null,null
GOAGLSF,2025-2026,,1,1,6,0,S,2,1,2SMH0018/25-26,18,18,2DRMH0006/25-26,2DRMH0006/25-26,10,DR,null, Imbalance Charges.,1,10,null,null,null,null
GOAGLSF,2025-2026,,1,5,6,0,S,2,1,2SMH0041/25-26,41,41,2DRMH0010/25-26,2DRMH0010/25-26,10,DR,null,Imbalance & UnAth Overrun charges ,1,10,null,null,null,null
PEFORCV,2023-2024,1,1,0,1,0,S,2,1,SMH0009/23-24,9,9,CMH003/23-24,CMH003/23-24,1,CR,null,null,1,1,null,82.025,81.825,0.2000
DCMSHRI,2023-2024,L-1-1-0,1,0,1,0,L,1,1,S0002/23-24,2,2,C002/23-24,C002/23-24,1,CR,null,null,1,1,null,82.45,82.25,0.2000
HINAGIL,2024-2025,1-0,1,0,1,0,S,2,1,SMH0011/24-25,11,11,CMH005/24-25,CMH005/24-25,1,CR,null,null,1,1,null,83.495,83.42,0.0750
NEL,2023-2024,1-0,2,0,1,0,S,1,1,S0089/23-24,89,89,D002/23-24,D002/23-24,2,DR,null,null,1,2,null,10.71,10.76,-0.0500
TASTELI,2024-2025,01,2,0,1,0,S,2,1,SMH0027/24-25,27,27,CMH009/24-25,CMH009/24-25,1,CR,null,null,1,1,null,83.575,83.41,0.1650
TASTELI,2024-2025,01,2,1,1,0,S,2,1,SMH0033/24-25,33,33,DMH009/24-25,DMH009/24-25,1,DR,null,null,1,1,null,83.425,83.49,-0.0650
TASTELI,2022-2023,1,1,0,1,0,S,2,1,SMH0177/22-23,177,177,DMH020/22-23,DMH020/22-23,10,DR,null, Imbalance / Overrun Charges / Ship or Pay,1,10,null,null,null,null
TASTELI,2023-2024,2,1,0,2,0,S,2,1,SMH0032/23-24,32,32,DMH009/23-24,DMH009/23-24,10,DR,null, Imbalance Charges,1,10,null,null,null,null
TASTELI,2022-2023,1,1,0,1,0,S,2,1,SMH0181/22-23,181,181,DMH027/22-23,DMH027/22-23,10,DR,null,Imbalance Charges,1,10,null,null,null,null
TASTELI,2023-2024,1,1,0,1,0,S,2,1,SMH0002/23-24,2,2,DMH002/23-24,DMH002/23-24,10,DR,null, Imbalance ,1,10,null,null,null,null
TASTELI,2023-2024,1,1,0,1,0,S,2,1,SMH0022/23-24,22,22,DMH007/23-24,DMH007/23-24,10,DR,null,Imbalance Charges,1,10,null,null,null,null
TASTELI,2023-2024,2,1,0,2,0,S,2,1,SMH0036/23-24,36,36,DMH010/23-24,DMH010/23-24,10,DR,null, Imbalance Charges,1,10,null,null,null,null
TASTELI,2022-2023,1,1,0,1,0,S,2,1,SMH0168/22-23,168,168,DMH017/22-23,DMH017/22-23,10,DR,null, Imbalance Charges,1,10,null,null,null,null
TASTELI,2023-2024,1,1,0,1,0,S,2,1,SMH0013/23-24,13,13,DMH004/23-24,DMH004/23-24,10,DR,null, Imbalance,1,10,null,null,null,null
TASTELI,2022-2023,1,1,0,1,0,S,2,1,SMH0201/22-23,201,201,DMH032/22-23,DMH032/22-23,10,DR,null, Imbalance Charges ,1,10,null,null,null,null
TASTELI,2024-2025,01,2,1,1,0,S,2,1,SMH0041/24-25,41,41,DMH013/24-25,DMH013/24-25,1,DR,null,null,1,1,null,83.565,83.66,-0.0950
TASTELI,2024-2025,01,2,1,1,0,S,2,1,SMH0048/24-25,48,48,DMH018/24-25,DMH018/24-25,1,DR,null,null,1,1,null,83.745,83.81,-0.0650
HMEL,2024-2025,L-18-1-0,18,0,1,0,L,1,2,S0229/24-25,229,229,D028/24-25,D028/24-25,10,DR,null,Transportation tariff,1,10,null,null,null,null
HMEL,2023-2024,L-9-1-0,9,0,1,0,L,2,4,SMH0194/23-24,194,194,DMH038/23-24,DMH038/23-24,10,DR,null,On account of INR Component (Transportation Charge,1,10,null,null,null,null
HMEL,2023-2024,L-9-1-0,9,1,1,0,L,2,4,SMH0197/23-24,197,197,CMH019/23-24,CMH019/23-24,6,CR,null,OTHERS,1,6,null,null,null,null
HMEL,2024-2025,L-21-1-0,21,0,1,0,L,1,2,S0241/24-25,241,241,D031/24-25,D031/24-25,10,DR,null,Transportation tariff,1,10,null,null,null,null
HMEL,2024-2025,L-25-1-0,25,0,1,0,L,1,2,S0270/24-25,270,270,D036/24-25,D036/24-25,10,DR,null,Transportation charges,1,10,null,null,null,null
HMEL,2025-2026,L-29-1-0,29,1,1,0,L,3,5,2SAP0002/25-26,2,2,2CRAP0001/25-26,2CRAP0001/25-26,6,CR,null,OTHERS,1,6,null,null,null,null
HMEL,2024-2025,L-26-1-0,26,2,1,0,L,2,3,SMH0117/24-25,117,117,2CRMH0001/25-26,2CRMH0001/25-26,6,CR,null,OTHERS,1,6,null,null,null,null
HMEL,2025-2026,L-29-1-0,29,1,1,0,L,1,2,2SGJ0007/25-26,7,7,2CRGJ0001/25-26,2CRGJ0001/25-26,6,CR,null,OTHERS,1,6,null,null,null,null
HMEL,2024-2025,L-25-1-0,25,0,1,0,L,2,3,SMH0089/24-25,89,89,CMH018/24-25,CMH018/24-25,6,CR,null,OTHERS,1,6,null,null,null,null
HMEL,2024-2025,L-25-1-0,25,0,1,0,L,2,3,SMH0096/24-25,96,96,CMH019/24-25,CMH019/24-25,6,CR,null,OTHERS,1,6,null,null,null,null
HMEL,2024-2025,L-25-1-0,25,0,1,0,L,1,2,S0270/24-25,270,270,D037/24-25,D037/24-25,6,DR,null,OTHERS,1,6,null,null,null,null
HMEL,2025-2026,L-29-1-0,29,1,1,0,L,3,5,2SAP0003/25-26,3,3,2CRAP0002/25-26,2CRAP0002/25-26,6,CR,null,OTHERS,1,6,null,null,null,null
HMEL,2025-2026,L-28-1-0,28,0,1,0,L,1,2,2SGJ0011/25-26,11,11,2DRGJ0002/25-26,2DRGJ0002/25-26,1,DR,null,null,1,1,null,85.2289,85.2895,-0.0606
HMEL,2025-2026,L-28-1-0,28,0,1,0,L,2,2,2SMH0011/25-26,11,11,2DRGJ0002/25-26,2DRGJ0002/25-26,1,DR,null,null,1,1,null,85.2289,85.2895,-0.0606
HMEL,2025-2026,L-28-1-0,28,0,1,0,L,1,3,2SGJ0011/25-26,11,11,2CRMH0002/25-26,2CRMH0002/25-26,6,CR,null,OTHERS,1,6,null,null,null,null
HMEL,2025-2026,L-28-1-0,28,0,1,0,L,2,3,2SMH0011/25-26,11,11,2CRMH0002/25-26,2CRMH0002/25-26,6,CR,null,OTHERS,1,6,null,null,null,null
HMEL,2025-2026,L-29-1-0,29,1,1,0,L,1,2,2SGJ0010/25-26,10,10,2DRGJ0001/25-26,2DRGJ0001/25-26,1,DR,null,null,1,1,null,84.7992,85.313,-0.5138
HMEL,2025-2026,L-29-1-0,29,1,1,0,L,3,5,2SAP0002/25-26,2,2,2CRAP0002/25-26,2CRAP0002/25-26,10,CR,null,null,1,10,null,null,null,null
HMEL,2024-2025,L-26-1-0,26,2,1,0,L,2,3,SMH0117/24-25,117,117,2DRMH0001/25-26,2DRMH0001/25-26,10,DR,null,Change in price & Transportation tariff rebate.,1,10,null,null,null,null
HMEL,2024-2025,L-25-1-0,25,0,1,0,L,1,2,S0297/24-25,297,297,C010/24-25,C010/24-25,6,CR,null,OTHERS,1,6,null,null,null,null
BOROREN,2023-2024,1-0,1,0,1,0,S,1,1,S0354/23-24,354,354,D035/23-24,D035/23-24,10,DR,null,Imbalance charges,1,10,null,null,null,null
BOROREN,2023-2024,1-0,1,0,1,0,S,1,1,S0323/23-24,323,323,D027/23-24,D027/23-24,10,DR,null,Imbalance charge,1,10,null,null,null,null
SUMGLAS,2023-2024,01,1,0,1,0,S,1,1,S0177/23-24,177,177,D011/23-24,D011/23-24,10,DR,null, Imbalance quantity ,1,10,null,null,null,null
SVTPLIN,2023-2024,2-0,1,0,2,0,S,1,1,S0369/23-24,369,369,D041/23-24,D041/23-24,1,DR,null,null,1,1,null,83.025,83.05,-0.0250
SVTPLIN,2023-2024,2-0,1,0,2,0,S,1,1,S0358/23-24,358,358,D033/23-24,D033/23-24,10,DR,null,Imbalance Charges,1,10,null,null,null,null
SVTPLIN,2023-2024,2-0,1,0,2,0,S,1,1,S0391/23-24,391,391,C037/23-24,C037/23-24,1,CR,null,null,1,1,null,82.915,82.89,0.0250
SVTPLIN,2024-2025,04,1,0,4,0,S,1,1,S0031/24-25,31,31,C002/24-25,C002/24-25,1,CR,null,null,1,1,null,83.525,83.42,0.1050
SVTPLIN,2023-2024,03,1,1,3,0,S,1,1,S0435/23-24,435,435,D048/23-24,D048/23-24,1,DR,null,DIFF-EXG,1,1,null,83.375,83.4,-0.0250
SVTPLIN,2023-2024,03,1,0,3,0,S,1,1,S0410/23-24,410,410,D044/23-24,D044/23-24,10,DR,null, Unauthorized Overrun_Imbalance and Ship or pay C,1,10,null,null,null,null
SVTPLIN,2024-2025,04,1,0,4,0,S,1,1,S0014/24-25,14,14,D005/24-25,D005/24-25,1,DR,null,null,1,1,null,83.465,83.6,-0.1350
SVTPLIN,2023-2024,03,1,1,3,0,S,1,1,S0435/23-24,435,435,D045/23-24,D045/23-24,10,DR,null, Imbalance and Ship or Pay charges,1,10,null,null,null,null
SVTPLIN,2024-2025,04,1,0,4,0,S,1,1,S0030/24-25,30,30,C001/24-25,C001/24-25,1,CR,null,null,1,1,null,83.495,83.42,0.0750
AVGL,2024-2025,X-137-10-0,0,0,10,0,X,1,1,S0155/24-25,155,155,D017/24-25,D017/24-25,6,DR,null,OTHERS,1,6,null,null,null,null
AVGL,2024-2025,X-137-9-0,0,0,9,0,X,1,1,S0137/24-25,137,137,D013/24-25,D013/24-25,6,DR,null,OTHERS,1,6,null,null,null,null
AVGL,2024-2025,X-137-9-0,0,0,9,0,X,1,1,S0125/24-25,125,125,D010/24-25,D010/24-25,6,DR,null,OTHERS,1,6,null,null,null,null
AVGL,2024-2025,X-137-10-0,0,0,10,0,X,1,1,S0175/24-25,175,175,D024/24-25,D024/24-25,6,DR,null,OTHERS,1,6,null,null,null,null
LANCOKO,2025-2026,,1,1,1,0,S,3,2,2SAP0020/25-26,20,20,2DRAP0002/25-26,2DRAP0002/25-26,10,DR,null,Imbalance & UnAth Overrun Charges ,1,10,null,null,null,null
LANCOKO,2025-2026,,1,0,1,0,S,3,2,2SAP0014/25-26,14,14,2DRAP0001/25-26,2DRAP0001/25-26,10,DR,null,Imbalance and parking charges.,1,10,null,null,null,null
LANCOKO,2025-2026,,1,2,1,0,S,3,2,2SAP0023/25-26,23,23,2DRAP0003/25-26,2DRAP0003/25-26,10,DR,null,Imbalance & UnAth Overrun Charges,1,10,null,null,null,null
CRMNDEL,2024-2025,1-0,1,0,1,0,S,3,1,SAP0001/24-25,1,1,DAP001/24-25,DAP001/24-25,1,DR,null,null,1,1,null,83.565,83.66,-0.0950
CRMNDEL,2024-2025,1-0,1,0,1,0,S,3,1,SAP0002/24-25,2,2,DAP002/24-25,DAP002/24-25,3,DR,null,null,1,3,null,null,null,null
